0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Kırklareli,0,1,0,0,1,1,1,0,2,0,8,8,8,8,8,8,8,8,8,8,3,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,2,2,0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
Kırıkkale,0,1,0,3,3,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,0,2,2,2,0,8,8,8,8,8,8,8,3,3,1,0,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
Kırşehir,0,1,0,3,3,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,0,2,2,2,0,8,8,8,8,8,8,8,3,3,1,0,30,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,2,2,0,34,70,70,70,34,34,34,34,34,34,34,34
Malatya,0,0,1,1,0,5,2,2,0,5,5,5,5,2,0,15,15,15,7,7,7,3,3,1,1,0,6,6,6,6,6,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,3,3,3,3,3,3,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Manisa,0,0,1,1,0,0,5,5,5,2,2,0,4,4,4,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,3,3,3,1,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Mardin,0,0,1,1,0,5,2,2,0,5,5,5,5,2,0,6,6,6,6,6,6,6,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,1,0,40,40,40,40,40,40,40,40,40,40,40,40,19,19,9,9,9,4,1,0,62,62,62,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Mersin,0,0,1,1,0,5,2,2,0,5,5,5,5,2,0,6,6,6,6,6,6,6,2,2,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,25,25,25,25,25,25,12,5,2,0,58,58,58
Muğla,0,0,1,1,0,0,5,5,5,2,2,0,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,13,13,13,13,6,6,2,2,0,20,9,4,4,4,4,4,4,4,4,4,4,1,0,26,26,26,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,2,0,25,25,25,25,25
Muş,0,0,1,1,0,0,6,6,6,6,6,6,6,6,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,16
Nevşehir,0,1,0,3,3,3,3,3,3,3,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,0,9,9,4,1,0,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,30,14,14,14,14,14,6,2,2,0,26,26,26,26,26,26
Niğde,0,1,0,3,3,3,3,3,3,3,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,2,2,0,9,9,4,1,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Ordu,0,1,0,0,4,4,4,4,4,4,4,4,1,1,1,1,0,1,0,9,9,9,9,9,9,4,4,4,4,1,1,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,12,12,12,12,12,5,2,0,18,18,18,18
Osmaniye,0,0,1,1,0,5,2,2,0,5,5,5,5,2,0,15,15,15,7,7,7,3,3,1,1,0,6,6,6,6,6,2,0,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,14,14,14,14,14,14,14,14,14,14
Rize,0,0,2,2,2,2,0,7,7,7,7,7,7,7,7,7,7,7,3,3,1,0,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,5,2,0,39,39
Sakarya,0,1,0,0,1,1,1,0,8,8,3,3,3,3,3,3,3,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,4,1,0,26,26,26,26,26,26,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,2,2,2,0,58,58,58,58,58,58,28,28,28
Samsun,0,1,0,0,4,4,4,4,4,4,4,4,1,1,1,1,0,1,0,9,9,9,9,9,9,4,4,4,4,1,1,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,12,12,12,12,12,5,2,0,23,23,23,23
Siirt,0,0,1,1,0,0,6,6,6,6,6,6,6,6,2,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,3,3,3,3,3,3,3,1,1,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Sinop,0,1,0,0,4,4,4,4,4,4,4,4,1,1,1,1,0,1,0,9,9,9,9,9,9,4,4,4,4,1,1,1,1,0,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,0,9,9,4,4,1,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Sivas,0,0,2,2,2,2,0,1,1,1,0,2,2,0,14,14,14,14,14,14,14,14,6,6,2,2,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Tekirdağ,0,1,0,0,1,1,1,0,2,0,8,8,8,8,8,8,8,8,8,8,3,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,2,2,0,15,15,15,15,15,15,15,7,7,7,7,3,3,1,1,1,0,52,52,52,52,52,52,25,25,12,12,12,12,12
Tokat,0,1,0,0,4,4,4,4,4,4,4,4,1,1,1,1,0,17,17,17,8,8,8,3,3,3,3,1,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Trabzon,0,0,2,2,2,2,0,7,7,7,7,7,7,7,7,7,7,7,3,3,1,0,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,1,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,5,2,0,15,15
Tunceli,0,0,1,1,0,5,2,2,0,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,1,1,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,58,58,58,58,58,58,58,58,58,58,58,58,58,58,28,28,28,28,28,28,13,13,13
Uşak,0,0,1,1,0,0,5,5,5,2,2,0,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,0,13,13,13,13,6,6,2,2,0,20,9,4,4,4,4,4,4,4,4,4,4,1,0,40,40,19,19,19,9,4,4,4,4,4,4,4,1,1,0,34,34,34,16,16,16,16,16,16,16,7
Van,0,0,1,1,0,0,6,6,6,6,6,6,6,6,2,0,1,0,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,1,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,11,11
Yalova,0,0,2,2,2,2,0,7,7,7,7,7,7,7,7,7,7,7,3,3,1,0,14,14,6,6,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Yozgat,0,1,0,3,3,3,3,3,3,3,1,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,0,2,2,2,0,8,8,8,8,8,8,8,3,3,1,0,30,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9
Zonguldak,0,1,0,0,4,4,4,4,4,4,4,4,1,1,1,1,0,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,4,1,0,13,13,13,13,13,13,13,13,6,6,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Çanakkale,0,1,0,0,1,1,1,0,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,1,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4
Çankırı,0,1,0,0,4,4,4,4,4,4,4,4,1,1,1,1,0,17,17,17,8,8,8,3,3,3,3,1,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,6,6,6,6,6,6,6,2,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,13,13,13,13,13,6,6,6
Çorum,0,1,0,0,4,4,4,4,4,4,4,4,1,1,1,1,0,17,17,17,8,8,8,3,3,3,3,1,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,6,6,6,6,6,6,6,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,3
İstanbul,0,0,2,2,2,2,0,1,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5
İzmir,0,0,1,1,0,0,5,5,5,2,2,0,4,4,4,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,3,3,3,1,0,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,2,2,2
Şanlıurfa,0,0,1,1,0,5,2,2,0,5,5,5,5,2,0,6,6,6,6,6,6,6,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,1,0,40,40,40,40,40,40,40,40,40,40,40,40,19,19,9,9,9,4,1,0,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,3,1
Şırnak,0,0,1,1,0,0,6,6,6,6,6,6,6,6,2,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,3,3,3,3,3,3,3,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,1,0
