0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Burdur,0,0,1,0,0,2,2,2,2,2,2,0,12,12,12,5,5,5,2,2,2,0,4,4,4,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,18,18,18,18,18,18,18,18,18,18,8,8,8,3,3,1,1,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Bursa,0,0,1,0,0,5,5,5,5,5,5,2,2,2,0,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,3,3,3,3,3,1,0,28,28,28,28,28,13,13,13,13,6,6,6,6,2,2,2,2,2,0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Denizli,0,0,1,0,0,2,2,2,2,2,2,0,12,12,12,5,5,5,2,2,2,0,4,4,4,4,1,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,6,2,2,0,2,0,3,3,3,3,3,3,1,1,0,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
Diyarbakır,0,0,1,0,4,4,1,1,0,9,4,4,4,1,1,1,0,4,4,4,4,4,10,10,10,10,4,4,1,1,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
Düzce,0,0,1,0,0,5,5,5,5,5,5,2,2,2,0,12,12,12,12,12,12,12,12,12,12,5,5,2,2,0,7,7,7,7,7,7,3,1,1,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,69,69,69,69,69,69,69,69,69,69,69,69
Edirne,0,1,0,1,1,1,0,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,0,25,25,12,12,5,5,2,2,0,73,73,73,73,73,73,73,73
Elazığ,0,0,1,0,4,4,1,1,0,9,4,4,4,1,1,1,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,3,3,3,3,3,3,1,1,1,1,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Erzincan,0,1,0,1,1,1,0,0,7,7,7,7,7,7,7,7,3,3,3,1,0,6,6,6,6,6,6,6,6,2,2,2,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Erzurum,0,1,0,1,1,1,0,0,7,7,7,7,7,7,7,7,3,3,3,1,0,6,6,6,6,6,6,6,6,2,2,2,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,72,72,72,72,72,72
Eskişehir,0,0,1,0,0,5,5,5,5,5,5,2,2,2,0,12,12,12,12,12,12,12,12,12,12,5,5,2,2,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
Gaziantep,0,0,1,0,4,4,1,1,0,4,1,1,0,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,9,9,9,4,4,4,4,4,1,0,10,10,10,10,4,4,4,4,4,4,4,4,1,0,27,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Giresun,0,0,2,2,2,0,6,6,6,6,6,6,6,6,2,0,16,16,16,16,16,16,16,7,3,3,3,3,3,3,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Gümüşhane,0,0,2,2,2,0,6,6,6,6,6,6,6,6,2,0,16,16,16,16,16,16,16,7,3,3,3,3,3,3,1,0,6,6,6,2,2,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,39,39
Hakkari,0,1,0,1,1,1,0,7,3,3,3,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,2,2,2,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,74,74,74,74,74,74,74
Hatay,0,0,1,0,4,4,1,1,0,4,1,1,0,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,9,9,9,4,4,4,4,4,1,0,10,10,10,10,4,4,4,4,4,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,0,36,36,36,36,36,36,36
Isparta,0,0,1,0,0,2,2,2,2,2,2,0,12,12,12,5,5,5,2,2,2,0,4,4,4,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Iğdır,0,1,0,1,1,1,0,0,7,7,7,7,7,7,7,7,3,3,3,1,0,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,4,4,1,0,28,28,28,28,13,13,13,13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,77,77,77,77
Kahramanmaraş,0,0,1,0,4,4,1,1,0,4,1,1,0,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,9,9,9,4,4,4,4,4,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,9,4,4,1,0,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,11,11,5,2,0,19,19
Karabük,0,1,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,10,22,22,22,22,10,10,10,10,10,10,10,4,1,1,0,18,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,18,18,8,8,8,8,8,8,3,3,3,3,3,1,0,23,23,23,23,23
Karaman,0,0,2,2,2,0,4,4,4,1,0,11,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,9,9,9,4,4,1,0,13,13,13,6,6,6,6,6,2,0,10,10,10,10,10,10,10,10,4,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Kars,0,1,0,1,1,1,0,0,7,7,7,7,7,7,7,7,3,3,3,1,0,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,4,4,1,0,28,28,28,28,13,13,13,13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,49,49,49,49
Kastamonu,0,1,0,3,3,3,3,3,1,0,9,9,9,4,4,4,4,1,1,0,7,7,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,2,0,33,68,68,68,68,68,68,68,68,68,68,68,68,68
Kayseri,0,0,2,2,2,0,4,4,4,1,0,11,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,9,9,9,4,4,1,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,72,72,72,35,35,35,35,35,35
Kilis,0,0,1,0,4,4,1,1,0,4,1,1,0,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,9,9,9,4,4,4,4,4,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,9,4,4,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,6,6,6,2,0,58
Kocaeli,0,0,1,0,0,5,5,5,5,5,5,2,2,2,0,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,3,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,8,8,3,3,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Konya,0,0,2,2,2,0,4,4,4,1,0,11,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,13,13,13,13,13,13,13,6,6,6,2,2,2,2,2,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
Kütahya,0,0,1,0,0,2,2,2,2,2,2,0,3,3,3,3,1,0,11,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,28,28,28,28,28,28,28,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,28
Kırklareli,0,1,0,1,1,1,0,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,0,25,25,12,12,5,5,2,2,0,21,21,21,21,21,21,21,21
Kırıkkale,0,0,2,2,2,0,4,4,4,1,0,5,5,5,5,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
Kırşehir,0,0,2,2,2,0,4,4,4,1,0,11,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,13,13,13,13,13,13,13,6,6,6,2,2,2,2,2,0,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Malatya,0,0,1,0,4,4,1,1,0,9,4,4,4,1,1,1,0,4,4,4,4,4,10,10,10,10,4,4,1,1,0,20,20,20,20,20,20,20,20,20,20,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Manisa,0,0,1,0,0,2,2,2,2,2,2,0,12,12,12,5,5,5,2,2,2,0,4,4,4,4,1,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,6,2,2,0,2,0,3,3,3,3,3,3,1,1,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
Mardin,0,1,0,1,1,1,0,7,3,3,3,3,1,0,6,6,6,6,6,6,6,2,2,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,4,4,4,4,1,1,1,0,11,11,11,11,11,11,11,5,5,5,2,2,2,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
Mersin,0,0,1,0,4,4,1,1,0,4,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,28,28,28,28,28,28,28,28,28,28,13,13,13,13,13,6,2,2,0,28,28,28,28,13,13,13,13,13,13,13,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13
Muğla,0,0,1,0,0,2,2,2,2,2,2,0,12,12,12,5,5,5,2,2,2,0,4,4,4,4,1,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,6,2,2,0,2,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Muş,0,1,0,1,1,1,0,7,3,3,3,3,1,0,6,6,6,6,6,6,6,2,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,5,5,2,2,0,34,70,70,70,70,70,70,70,70,70,70,70
Nevşehir,0,0,2,2,2,0,4,4,4,1,0,11,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,9,9,9,4,4,1,0,13,13,13,6,6,6,6,6,2,0,10,10,10,10,10,10,10,10,4,1,0,11,11,11,5,5,5,2,2,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Niğde,0,0,2,2,2,0,4,4,4,1,0,11,11,11,11,11,11,11,5,5,5,5,5,5,5,2,2,0,9,9,9,4,4,1,0,13,13,13,6,6,6,6,6,2,0,45,45,45,45,45,45,45,45,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Ordu,0,1,0,3,3,3,3,3,1,0,9,9,9,4,4,4,4,1,1,0,9,9,9,9,9,9,9,9,4,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,0,18,18,18,8,8,3,3,1,1,0,33,33,33,33,33,33,33,33,33,33,33,33,33
Osmaniye,0,0,1,0,4,4,1,1,0,4,1,1,0,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,9,9,9,4,4,4,4,4,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,9,4,4,1,0,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,11,11,5,2,0,14,14
Rize,0,0,2,2,2,0,6,6,6,6,6,6,6,6,2,0,16,16,16,16,16,16,16,7,3,3,3,3,3,3,1,0,6,6,6,2,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,10,4,4,4,4,4,4,4,4,4,4,1,1,0,34,34,34,34,34,34,34,34,34,34,34
Sakarya,0,0,1,0,0,5,5,5,5,5,5,2,2,2,0,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,3,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,8,8,3,3,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Samsun,0,1,0,3,3,3,3,3,1,0,9,9,9,4,4,4,4,1,1,0,9,9,9,9,9,9,9,9,4,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6
Siirt,0,1,0,1,1,1,0,7,3,3,3,3,1,0,6,6,6,6,6,6,6,2,2,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,4,4,4,4,1,1,1,0,5,5,5,5,5,5,5,2,2,2,0,7,7,7,7,7,3,3,3,3,1,1,0,35,35,35,17,17,17,17,17,17
Sinop,0,1,0,3,3,3,3,3,1,0,9,9,9,4,4,4,4,1,1,0,9,9,9,9,9,9,9,9,4,4,4,1,1,0,34,34,34,34,34,34,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Sivas,0,0,2,2,2,0,6,6,6,6,6,6,6,6,2,0,7,7,7,7,3,3,1,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,24,24,24,24
Tekirdağ,0,1,0,1,1,1,0,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,1,0,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Tokat,0,1,0,3,3,3,3,3,1,0,9,9,9,4,4,4,4,1,1,0,9,9,9,9,9,9,9,9,4,4,4,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,0,18,18,18,8,8,3,3,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25
Trabzon,0,0,2,2,2,0,6,6,6,6,6,6,6,6,2,0,16,16,16,16,16,16,16,7,3,3,3,3,3,3,1,0,6,6,6,2,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,10,4,4,4,4,4,4,4,4,4,4,1,1,0,24,24,24,24,24,24,24,11,11,11,11
Tunceli,0,1,0,1,1,1,0,7,3,3,3,3,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Uşak,0,0,1,0,0,2,2,2,2,2,2,0,12,12,12,5,5,5,2,2,2,0,4,4,4,4,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,18,18,18,18,18,18,18,18,18,18,8,8,8,3,3,1,1,0,25,25,12,12,12,12,12,12,12,12,12,12,12,12,12
Van,0,1,0,1,1,1,0,7,3,3,3,3,1,0,6,6,6,6,6,6,6,2,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,5,5,2,2,0,18,18,18,18,18,18,18,18,18,18,18,18
Yalova,0,0,1,0,0,5,5,5,5,5,5,2,2,2,0,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,3,3,3,3,3,3,1,0,28,28,28,28,28,13,13,13,13,6,6,6,6,2,2,2,2,2,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,10
Yozgat,0,0,2,2,2,0,4,4,4,1,0,5,5,5,5,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8
Zonguldak,0,1,0,3,3,3,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,10,22,22,22,22,10,10,10,10,10,10,10,4,1,1,0,17,17,17,17,17,8,8,8,8,8,8,3,3,3,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Çanakkale,0,0,1,0,0,2,2,2,2,2,2,0,3,3,3,3,1,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,18,18,18,18,18,18,8,8,8,8,8,8,3,3,3,3,3,3
Çankırı,0,1,0,3,3,3,3,3,1,0,9,9,9,4,4,4,4,1,1,0,7,7,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Çorum,0,1,0,3,3,3,3,3,1,0,9,9,9,4,4,4,4,1,1,0,7,7,3,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,12,5,5,2,2,0,10,10,4,4,4,4,4,4,4,4
İstanbul,0,1,0,1,1,1,0,0,8,8,8,8,8,8,8,8,8,8,8,3,1,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,11,5,5,5,5
İzmir,0,0,1,0,0,2,2,2,2,2,2,0,12,12,12,5,5,5,2,2,2,0,7,3,1,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,24,24,24,24,24,24,24,24,24,24,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5,5,2,0,14,6,2
Şanlıurfa,0,0,1,0,4,4,1,1,0,4,1,1,0,9,9,9,9,9,9,9,20,20,20,20,20,20,20,20,20,20,20,9,9,9,4,4,4,4,4,1,0,10,10,10,10,4,4,4,4,4,4,4,4,1,0,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,1,0,3,1,1,1,1,1,1
Şırnak,0,1,0,1,1,1,0,7,3,3,3,3,1,0,6,6,6,6,6,6,6,2,2,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,4,4,4,4,1,1,1,0,5,5,5,5,5,5,5,2,2,2,0,7,7,7,7,7,3,3,3,3,1,1,0,14,14,14,14,14,14,6,2,0
