0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Burdur,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Bursa,0,0,2,0,4,4,1,0,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,2,0,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Denizli,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,0,5,5,5,2,2,2,2,2,0,14,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,6,2,2,2,2,0,13,13,13,13,13,13,13,13,13,6,2,0,54
Diyarbakır,0,1,1,1,0,0,4,1,1,0,7,7,7,7,3,1,1,0,4,4,4,4,4,4,4,4,1,0,28,28,28,28,28,28,13,13,13,13,13,13,13,6,6,6,6,6,2,2,2,2,0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
Düzce,0,0,0,3,3,3,3,3,3,3,1,0,6,6,6,6,6,6,6,2,0,8,8,8,8,3,3,1,1,0,13,13,13,6,2,2,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Edirne,0,0,2,0,1,1,0,4,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,13,13,13,13,6,6,6,6,6,6,2,0,37,37,37,37,37
Elazığ,0,1,1,1,0,0,4,1,1,0,7,7,7,7,3,1,1,0,4,4,4,4,4,4,4,4,1,0,28,28,28,28,28,28,13,13,13,13,13,13,13,6,6,6,6,6,2,2,2,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Erzincan,0,0,2,0,1,1,0,7,7,7,3,1,1,0,7,7,7,3,3,3,3,1,0,12,12,12,12,12,5,5,5,5,2,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,69,69,69,69,69,69,69,69,69,69,69,69
Erzurum,0,0,2,0,1,1,0,7,7,7,3,1,1,0,7,7,7,3,3,3,3,1,0,12,12,12,12,12,5,5,5,5,2,0,28,28,28,28,28,28,28,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,2,0,43,43,43,43,43,43,43,43,43,43,43
Eskişehir,0,0,2,0,4,4,1,0,2,2,2,2,0,4,4,4,4,4,1,1,1,0,22,22,22,22,10,10,10,10,10,4,4,4,4,4,4,4,1,1,1,1,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,21,21,21,21,21,21,21,21,21,21,21
Gaziantep,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,3,3,3,1,0,7,7,3,3,3,1,0,3,3,1,0,30,30,14,14,14,14,14,14,14,14,14,14,14,14,6,2,0,57,57,57,57
Giresun,0,0,2,0,1,1,0,4,4,1,0,8,8,8,8,3,3,1,0,9,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Gümüşhane,0,0,2,0,1,1,0,7,7,7,3,1,1,0,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,3,3,3,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Hakkari,0,1,1,1,0,0,4,1,1,0,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,1,0,9,9,9,9,4,4,4,4,4,4,4,1,1,1,1,0,71,71,71,71,71,71,71,71,71,71
Hatay,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,3,3,3,1,0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
Isparta,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,0,5,5,5,2,2,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,3,1,1,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Iğdır,0,0,2,0,1,1,0,7,7,7,3,1,1,0,7,7,7,3,3,3,3,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,11,5,2,0,9,9,9,9,9,9,9,9,9,9,4,4,4,1,0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,28,28,28,28
Kahramanmaraş,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,3,3,3,1,0,7,7,3,3,3,1,0,3,3,1,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,29,14,6,2,0,39,39
Karabük,0,0,0,3,3,3,3,3,3,3,1,0,6,6,6,6,6,6,6,2,0,8,8,8,8,3,3,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,2,2,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
Karaman,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,7,7,7,3,3,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,3,3,1,0,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Kars,0,0,2,0,1,1,0,7,7,7,3,1,1,0,7,7,7,3,3,3,3,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,11,5,2,0,9,9,9,9,9,9,9,9,9,9,4,4,4,1,0,14,14,14,6,6,2,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Kastamonu,0,0,0,3,3,3,3,3,3,3,1,0,12,12,12,12,5,5,5,5,2,2,2,0,15,15,15,7,7,7,7,7,7,7,7,3,3,1,0,24,24,24,24,24,24,24,24,24,24,24,11,11,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,2,2,0,45,45,45,45,45,45,45,45,45
Kayseri,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,7,7,7,3,3,1,1,0,12,12,12,12,12,12,12,12,5,5,5,2,2,2,0,15,15,15,15,7,7,7,3,3,1,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,6,2,0,78,78,78
Kilis,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,3,3,3,1,0,7,7,3,3,3,1,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Kocaeli,0,0,2,0,4,4,1,0,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,2,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
Konya,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,7,7,7,3,3,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,3,3,1,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Kütahya,0,0,2,0,4,4,1,0,2,2,2,2,0,4,4,4,4,4,1,1,1,0,22,22,22,22,10,10,10,10,10,4,4,4,4,4,4,4,1,1,1,1,0,23,23,23,23,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
Kırklareli,0,0,2,0,1,1,0,4,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,13,13,13,13,6,6,6,6,6,6,2,0,59,59,59,59,59
Kırıkkale,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,7,7,7,3,3,1,1,0,12,12,12,12,12,12,12,12,5,5,5,2,2,2,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Kırşehir,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,7,7,7,3,3,1,1,0,12,12,12,12,12,12,12,12,5,5,5,2,2,2,0,15,15,15,15,7,7,7,3,3,1,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,6,2,0,60,60,60
Malatya,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,7,7,7,7,7,3,3,1,0,22,22,22,22,22,10,10,10,10,10,10,10,4,4,4,4,1,1,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,22,22,22,22,22,22,22,22,22
Manisa,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,0,5,5,5,2,2,2,2,2,0,14,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,6,2,2,2,2,0,68,68,68,68,68,68,68,68,68,68,68,68,68
Mardin,0,1,1,1,0,0,4,1,1,0,7,7,7,7,3,1,1,0,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,1,0,6,6,6,6,6,6,6,6,6,6,6,2,2,2,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
Mersin,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,7,7,7,7,7,3,3,1,0,22,22,22,22,22,10,10,10,10,10,10,10,4,4,4,4,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,60,60,60,60,29,29,29
Muğla,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,0,54,54,54,54,54,54,54,54,54,54,54,54,54,26
Muş,0,0,2,0,4,4,1,0,8,8,8,3,3,3,1,0,12,12,12,12,12,12,12,5,5,5,5,5,2,2,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
Nevşehir,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,15,15,15,15,15,15,15,15,15,7,7,7,3,3,1,1,0,12,12,12,12,12,12,12,12,5,5,5,2,2,2,0,15,15,15,15,7,7,7,3,3,1,1,0,9,9,9,9,9,9,9,4,4,4,4,1,1,0,38,38,38,38,38,38,38,38
Niğde,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,8,8,8,8,8,8,3,1,1,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Ordu,0,0,0,3,3,3,3,3,3,3,1,0,12,12,12,12,5,5,5,5,2,2,2,0,15,15,15,7,7,7,7,7,7,7,7,3,3,1,0,19,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Osmaniye,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,3,3,3,1,0,7,7,3,3,3,1,0,3,3,1,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,29,14,6,2,0,26,12
Rize,0,0,2,0,1,1,0,7,7,7,3,1,1,0,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,2,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,3,3,3,1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Sakarya,0,0,2,0,4,4,1,0,2,2,2,2,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,2,0,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,24,24,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Samsun,0,0,0,3,3,3,3,3,3,3,1,0,6,6,6,6,6,6,6,2,0,10,10,10,10,10,4,4,4,4,4,1,1,1,1,0,23,23,23,23,23,23,23,11,11,11,11,11,11,11,5,5,5,2,2,2,2,0,33,33,33,16,16,16,16,16,16,16,16,34,34,34,34,34,34,34,34,34,34,34,34
Siirt,0,1,1,1,0,0,4,1,1,0,7,7,7,7,3,1,1,0,4,4,4,4,4,4,4,4,1,0,12,12,12,12,5,5,5,5,2,2,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Sinop,0,0,0,3,3,3,3,3,3,3,1,0,12,12,12,12,5,5,5,5,2,2,2,0,15,15,15,7,7,7,7,7,7,7,7,3,3,1,0,24,24,24,24,24,24,24,24,24,24,24,11,11,11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,16,16,16,16,16,16,16,16,16,16,16,16
Sivas,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,8,8,8,8,8,8,3,1,1,0,8,8,8,8,3,3,3,3,3,3,1,1,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,18,18,18,18,18,18,18,18
Tekirdağ,0,0,2,0,1,1,0,4,4,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,2,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Tokat,0,0,0,3,3,3,3,3,3,3,1,0,12,12,12,12,5,5,5,5,2,2,2,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,5,5,5,5,5,5,5,2,2,2,0,54,54,54,54,54,54,54,54,54,54,54,54,54,26,26,26,26,26,26,26,26,26,26,26,26,12,5
Trabzon,0,0,2,0,1,1,0,7,7,7,3,1,1,0,14,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,2,2,0,13,6,6,6,6,6,6,6,2,2,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8
Tunceli,0,1,1,1,0,0,4,1,1,0,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
Uşak,0,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,2,2,2,0,5,5,5,2,2,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,3,1,1,0,9,9,9,4,4,4,4,1,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Van,0,1,1,1,0,0,4,1,1,0,7,7,7,7,3,1,1,0,4,4,4,4,4,4,4,4,1,0,12,12,12,12,5,5,5,5,2,2,2,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,2,2,0,59,29,29,14,14,14
Yalova,0,0,2,0,4,4,1,0,8,8,8,3,3,3,1,0,12,12,12,12,12,12,12,5,5,5,5,5,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10
Yozgat,0,0,0,2,2,2,2,2,0,4,4,4,4,1,0,8,8,8,8,8,8,3,1,1,0,8,8,8,8,3,3,3,3,3,3,1,1,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,4,4,4,4,4,4,4,4,4
Zonguldak,0,0,0,3,3,3,3,3,3,3,1,0,6,6,6,6,6,6,6,2,0,8,8,8,8,3,3,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,2,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,13,13,13
Çanakkale,0,0,2,0,4,4,1,0,2,2,2,2,0,4,4,4,4,4,1,1,1,0,7,7,3,1,0,15,15,15,15,15,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,7,7,7,7,3,3,3,1,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Çankırı,0,0,0,3,3,3,3,3,3,3,1,0,12,12,12,12,5,5,5,5,2,2,2,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11,5,5,5,5,5,5,5,2,2,2,0,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Çorum,0,0,0,3,3,3,3,3,3,3,1,0,6,6,6,6,6,6,6,2,0,10,10,10,10,10,4,4,4,4,4,1,1,1,1,0,36,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3
İstanbul,0,0,2,0,1,1,0,4,4,1,0,8,8,8,8,3,3,1,0,14,14,14,14,14,14,14,14,14,14,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,29,14,14,6,6,6
İzmir,0,0,2,0,4,4,1,0,8,8,8,3,3,3,1,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,16,16,16,7,7,7,7,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1
Şanlıurfa,0,1,1,1,0,0,6,6,6,6,6,6,2,2,2,2,0,7,7,7,7,7,3,3,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,12,12,12,12,12,12,5,2
Şırnak,0,1,1,1,0,0,4,1,1,0,10,10,10,10,10,10,10,10,10,10,10,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,4,4,4,4,4,4,4,1,1,0,9,9,9,9,4,4,4,4,4,4,4,1,1,1,1,0,5,5,5,5,5,5,5,5,2,0
