0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Adana,0,0,2,0,1,1,1,1,1,1,0,6,6,6,6,6,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,4,1,1,0,21,10,10,10,10,10,4,1,0,45,45,22,22,22,22,22,22,10,10,10,4,1,1,1,0,71,71,71,71,71,71,71,71,71,71
Adıyaman,0,0,2,0,1,1,1,1,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,6,6,6,2,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Afyonkarahisar,0,1,1,1,0,0,6,6,6,6,6,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,2,2,2,2,0,9,9,9,9,9,9,9,9,9,9,9,4,4,1,1,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Aksaray,0,0,2,0,1,1,1,1,1,1,0,11,11,11,11,11,11,11,5,5,2,2,2,2,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,5,2,2,2,2,2,2,2,0,45,45,45,45,45,45,22,22,22,10,4,4,4,1,0,72,72,72,72,72,72,72,72,72
Amasya,0,0,0,2,2,5,2,0,0,2,2,0,9,9,9,9,9,9,9,9,9,4,4,1,0,22,22,22,22,22,22,22,22,10,10,4,4,4,1,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Ankara,0,1,1,1,0,2,0,7,7,7,7,7,7,7,7,3,1,1,1,1,1,0,22,22,22,10,10,10,10,10,10,10,10,4,4,1,1,1,0,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,3,3,3,3,1,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Antalya,0,1,1,1,0,0,6,6,6,6,6,2,2,0,8,8,8,8,8,8,8,8,3,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
Ardahan,0,0,2,0,4,4,4,4,4,4,4,4,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,3,1,1,0,4,4,1,0,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
Artvin,0,0,2,0,4,4,4,4,4,4,4,4,1,1,0,7,3,3,3,3,3,3,1,0,8,8,8,8,8,3,1,1,1,0,15,15,15,15,15,7,7,7,7,7,7,7,7,7,7,7,3,1,0,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Aydın,0,1,1,1,0,0,6,6,6,6,6,2,2,0,8,8,8,8,8,8,8,8,3,3,1,0,26,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,0,15,15,15,15,15,15,15,15,7,3,1,1,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
Ağrı,0,1,1,1,0,0,5,2,2,0,8,8,8,8,3,1,0,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,2,2,2,2,0,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,75,75,75,75,75,75
Balıkesir,0,0,0,3,3,3,3,3,3,3,1,1,0,13,13,13,13,6,6,2,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,4,4,4,4,4,1,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
Bartın,0,0,0,2,2,5,2,0,8,8,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0,14,6,6,6,6,2,2,2,0,22,46,46,46,46,46,46,22,22,22,10,10,4,4,4,4,4,1,0,30,30,30,30,30,30,30,30,14,14,14,6,2,2,0,79,79
Batman,0,1,1,1,0,0,5,2,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,27,27,27,27,27,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,6,6,2,2,0,37,76,76,76,76,76
Bayburt,0,0,2,0,4,4,4,4,4,4,4,4,1,1,0,7,3,3,3,3,3,3,1,0,11,11,11,11,11,11,11,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
Bilecik,0,0,0,3,3,3,3,3,3,3,1,1,0,13,13,13,13,6,6,2,0,9,9,9,9,9,4,4,4,4,4,4,4,1,0,22,22,22,22,22,22,22,22,22,22,10,4,1,1,1,0,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
Bingöl,0,1,1,1,0,2,0,5,5,5,5,5,5,5,5,5,5,5,2,0,12,12,12,12,12,12,12,12,5,5,5,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,3,1,0,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
Bitlis,0,1,1,1,0,0,5,2,2,0,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,13,13,13,13,13,6,6,6,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,4,1,1,1,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Bolu,0,0,0,2,2,5,2,0,8,8,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,73,73,73,73,73,73,73,73
Burdur,0,1,1,1,0,0,6,6,6,6,6,2,2,0,8,8,8,8,8,8,8,8,3,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,26,26,26,26,12,12,12,12,12,12,12,12,5,5,5,5,5,2,2,2,0,6,6,6,6,2,2,2,0,36,74,74,74,74,74,74,74
Bursa,0,0,0,3,3,3,3,3,3,3,1,1,0,13,13,13,13,6,6,2,0,9,9,9,9,9,4,4,4,4,4,4,4,1,0,22,22,22,22,22,22,22,22,22,22,10,4,1,1,1,0,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,77,77,77,77
Denizli,0,1,1,1,0,0,6,6,6,6,6,2,2,0,8,8,8,8,8,8,8,8,3,3,1,0,26,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,2,0,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5,5,5,2,0,70,70,70,70,70,70,70,70,70,70,70
Diyarbakır,0,1,1,1,0,2,0,5,5,5,5,5,5,5,5,5,5,5,2,0,12,12,12,12,12,12,12,12,5,5,5,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7,7,3,1,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Düzce,0,0,0,2,2,5,2,0,8,8,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0,14,6,6,6,6,2,2,2,0,45,45,45,45,45,45,45,45,45,45,22,22,10,10,10,10,10,10,4,4,4,1,0,68,68,68,68,68,68,68,68,68,68,68,68,68
Edirne,0,0,0,2,2,5,2,0,0,9,9,9,4,4,4,4,4,4,4,4,4,1,0,10,10,4,1,1,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,6,6,6,2,0,38,78,78,78
Elazığ,0,1,1,1,0,2,0,5,5,5,5,5,5,5,5,5,5,5,2,0,12,12,12,12,12,12,12,12,5,5,5,2,0,22,22,10,10,10,10,10,10,10,10,10,10,4,1,0,26,26,26,26,26,26,26,26,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,2,0,37,37,37,37,37
Erzincan,0,0,2,0,4,4,4,4,4,4,4,4,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,3,1,1,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
Erzurum,0,0,2,0,4,4,4,4,4,4,4,4,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,7,7,3,1,1,0,4,4,1,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
Eskişehir,0,0,0,3,3,3,3,3,3,3,1,1,0,13,13,13,13,6,6,2,0,9,9,9,9,9,4,4,4,4,4,4,4,1,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Gaziantep,0,0,2,0,1,1,1,1,1,1,0,6,6,6,6,6,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,4,1,1,0,22,22,22,22,22,22,10,10,10,4,4,1,0,7,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,38,38,38
Giresun,0,0,0,2,2,5,2,0,0,9,9,9,4,4,4,4,4,4,4,4,4,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Gümüşhane,0,0,2,0,4,4,4,4,4,4,4,4,1,1,0,7,3,3,3,3,3,3,1,0,8,8,8,8,8,3,1,1,1,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,69,69,69,69,69,69,69,69,69,69,69,69
Hakkari,0,1,1,1,0,0,5,2,2,0,8,8,8,8,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,1,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Hatay,0,0,2,0,1,1,1,1,1,1,0,6,6,6,6,6,6,2,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,4,1,1,0,22,22,22,22,22,22,10,10,10,4,4,1,0,7,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,23,23,23
Isparta,0,1,1,1,0,0,6,6,6,6,6,2,2,0,8,8,8,8,8,8,8,8,3,3,1,0,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,26,26,26,26,12,12,12,12,12,12,12,12,5,5,5,5,5,2,2,2,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
Iğdır,0,1,1,1,0,0,5,2,2,0,8,8,8,8,3,1,0,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,2,2,2,2,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Kahramanmaraş,0,0,2,0,1,1,1,1,1,1,0,6,6,6,6,6,6,2,0,6,6,6,6,6,6,6,6,2,0,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
Karabük,0,0,0,2,2,5,2,0,8,8,3,3,3,3,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,0,14,6,6,6,6,2,2,2,0,22,46,46,46,46,46,46,22,22,22,10,10,4,4,4,4,4,1,0,30,30,30,30,30,30,30,30,14,14,14,6,2,2,0,33,33
Karaman,0,0,2,0,1,1,1,1,1,1,0,11,11,11,11,11,11,11,5,5,2,2,2,2,2,2,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Kars,0,1,1,1,0,0,5,2,2,0,8,8,8,8,3,1,0,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,2,2,2,2,0,14,14,14,14,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45
Kastamonu,0,0,0,2,2,5,2,0,0,2,2,0,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,2,2,2,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
