0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
Bayburt,0,0,2,0,0,2,0,7,7,7,3,3,1,1,1,0,16,16,16,16,16,16,16,16,16,16,7,7,7,3,1,0,32,32,32,32,32,32,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,3,3,3,1,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Bilecik,0,0,2,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,1,0,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,3,3,3,3,3,3,1,1,0,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
Bingöl,0,0,0,3,3,3,3,1,1,1,0,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,2,2,2,2,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
Bitlis,0,1,1,1,1,1,1,0,8,8,8,8,3,3,3,1,0,8,8,8,8,8,8,8,8,3,1,1,1,0,30,30,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,6,6,6,2,2,2,0,15,15,15,7,7,7,7,7,3,3,1,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Bolu,0,0,2,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,5,5,5,5,2,2,2,0,24,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Burdur,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,7,7,7,3,3,1,1,1,0,7,3,3,3,3,3,1,0,3,3,3,3,1,1,0,79,79
Bursa,0,0,2,0,0,2,0,3,3,3,1,0,8,8,8,8,8,3,3,3,3,3,3,1,1,0,16,16,16,7,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,22,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Denizli,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,7,7,7,3,3,1,1,1,0,14,14,14,6,2,0,70,70,70,70,70,70,70,70,70,70,70
Diyarbakır,0,0,0,3,3,3,3,1,1,1,0,1,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,6,2,2,2,2,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
Düzce,0,0,2,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,5,5,5,5,2,2,2,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,37,37,37,37,37,37
Edirne,0,1,1,1,1,1,1,0,2,0,4,4,4,4,4,4,4,4,1,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,4,4,4,4,4,4,4,1,1,1,1,0,71,71,71,71,71,71,71,71,71,71
Elazığ,0,0,0,3,3,3,3,1,1,1,0,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,2,2,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,2,0,18,18,18,38,38,38
Erzincan,0,0,2,0,0,2,0,7,7,7,3,3,1,1,1,0,16,16,16,16,16,16,16,16,16,16,7,7,7,3,1,0,6,6,2,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,73,73,73,73,73,73,73,73
Erzurum,0,0,2,0,0,2,0,7,7,7,3,3,1,1,1,0,16,16,16,16,16,16,16,16,16,16,7,7,7,3,1,0,32,32,32,32,32,32,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,3,3,3,1,0,35,35,35,35,35,35,35,35,35,35,35,35,72,72,72,72,72,72,72,72,72
Eskişehir,0,0,2,0,4,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,1,0,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,3,3,3,3,3,3,1,1,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,68,68,68,68,68,68,68,68,68,68,68,68,68
Gaziantep,0,0,0,3,3,3,3,1,1,1,0,11,11,5,5,5,5,5,5,2,2,2,2,2,0,25,25,25,25,25,25,25,25,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
Giresun,0,0,2,0,0,2,0,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,2,0,6,6,6,6,6,2,0,27,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,6,6,2,2,2,0,33,33,33,33,33,33,33,33,33,33,33,33,33
Gümüşhane,0,0,2,0,0,2,0,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,2,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,17,17,17,17,17,17,17,17,17,17,17,17,35,35,35,35,35,35,35,35,35
Hakkari,0,1,1,1,1,1,1,0,8,8,8,8,3,3,3,1,0,8,8,8,8,8,8,8,8,3,1,1,1,0,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,3,1,1,0,3,3,1,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
Hatay,0,0,0,3,3,3,3,1,1,1,0,11,11,5,5,5,5,5,5,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,14,14,14,6,6,6,2,2,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,36,74,74,74,74,74,74,74
Isparta,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,7,7,7,3,3,1,1,1,0,7,3,3,3,3,3,1,0,3,3,3,3,1,1,0,55,55
Iğdır,0,0,2,0,0,2,0,7,7,7,3,3,1,1,1,0,15,15,15,15,15,15,15,7,7,7,3,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Kahramanmaraş,0,0,0,3,3,3,3,1,1,1,0,11,11,5,5,5,5,5,5,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2,0,80
Karabük,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,7,3,1,0,5,5,5,5,5,5,5,5,2,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,2,0,69,69,69,69,69,69,69,69,69,69,69,69
Karaman,0,0,0,2,2,0,2,2,0,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,28,28,28,28,28,28,13,13,13,13,13,13,13,13,6,2,2,0,16,7,7,7,7,7,3,3,3,1,1,0,15,15,15,15,15,7,15,7,7,7,7,7,3,3,1,1,1,0,64,64,64,64,64
Kars,0,0,2,0,0,2,0,7,7,7,3,3,1,1,1,0,15,15,15,15,15,15,15,7,7,7,3,3,3,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,4,4,1,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Kastamonu,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,7,3,1,0,5,5,5,5,5,5,5,5,2,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,3,3,1,0,29,29,29,29,29,29,29,29,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Kayseri,0,0,0,2,2,0,2,2,0,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,12,12,12,12,12,5,5,5,5,5,5,2,0,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Kilis,0,0,0,3,3,3,3,1,1,1,0,11,11,5,5,5,5,5,5,2,2,2,2,2,0,25,25,25,25,25,25,25,25,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Kocaeli,0,0,2,0,0,2,0,3,3,3,1,0,8,8,8,8,8,3,3,3,3,3,3,1,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,2,0,31,64,64,64,64,64,64,64,64,64,64,64,64,31,31,31,31,31
Konya,0,0,0,2,2,0,2,2,0,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,12,12,12,12,12,5,5,5,5,5,5,2,0,23,23,23,23,23,23,23,48,48,48,48,48,48,48,48,48,48,48,48,48,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Kütahya,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Kırklareli,0,1,1,1,1,1,1,0,2,0,4,4,4,4,4,4,4,4,1,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,4,4,4,4,4,4,4,1,1,1,1,0,43,43,43,43,43,43,43,43,43,43
Kırıkkale,0,0,0,2,2,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,4,1,0,6,6,6,6,6,6,6,6,2,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
Kırşehir,0,0,0,2,2,0,2,2,0,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,28,28,28,28,28,28,13,13,13,13,13,13,13,13,6,2,2,0,16,7,7,7,7,7,3,3,3,1,1,0,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,2,2,2,0,18,18,18
Malatya,0,0,0,3,3,3,3,1,1,1,0,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,2,2,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,2,0,21,21,21,21,21,21
Manisa,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,10,10,10,10,10,4,4,4,4,1,0,24,24,24,24
Mardin,0,1,1,1,1,1,1,0,8,8,8,8,3,3,3,1,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,3,1,1,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Mersin,0,0,0,2,2,0,2,2,0,2,2,2,2,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,2,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,17,17,36,36,36,36,36,36,36
Muğla,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,7,7,7,3,3,1,1,1,0,14,14,14,6,2,0,66,66,66,66,66,66,66,66,66,66,66
Muş,0,1,1,1,1,1,1,0,8,8,8,8,3,3,3,1,0,8,8,8,8,8,8,8,8,3,1,1,1,0,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,3,1,1,0,3,3,1,0,28,28,28,28,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Nevşehir,0,0,0,2,2,0,2,2,0,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,28,28,28,28,28,28,13,13,13,13,13,13,13,13,6,2,2,0,16,7,7,7,7,7,3,3,3,1,1,0,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,2,2,2,0,16,16,16
Niğde,0,0,0,2,2,0,2,2,0,2,2,2,2,0,6,6,6,6,6,6,6,6,6,6,2,2,2,0,28,28,28,28,28,28,13,13,13,13,13,13,13,13,6,2,2,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Ordu,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,15,7,7,7,7,7,7,7,3,3,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,13,6,6,6,6,6,2,2,2,0,52,52,52,52,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Osmaniye,0,0,0,3,3,3,3,1,1,1,0,11,11,5,5,5,5,5,5,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,23,23,23,23,23,23,23,23,23,23,23,23,23,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,2,2,0,12
Rize,0,0,2,0,0,2,0,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,2,0,6,6,6,6,6,2,0,27,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,6,6,2,2,2,0,6,2,2,2,2,0,17,17,17,17,17,17,17
Sakarya,0,0,2,0,0,2,0,3,3,3,1,0,8,8,8,8,8,3,3,3,3,3,3,1,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,2,0,32,32,32,66,66,66,66,32,32,32,32,32,32,32,32,32,32,32
Samsun,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,15,7,7,7,7,7,7,7,3,3,1,0,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,13,6,6,6,6,6,2,2,2,0,32,32,32,32,32,32,32,32,32,32,32,15,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15
Siirt,0,1,1,1,1,1,1,0,8,8,8,8,3,3,3,1,0,8,8,8,8,8,8,8,8,3,1,1,1,0,30,30,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,6,6,6,2,2,2,0,15,15,15,7,7,7,7,7,3,3,1,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Sinop,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,15,7,7,7,7,7,7,7,3,3,1,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,21,21,21,21,10,10,10,10,10,10
Sivas,0,0,2,0,0,2,0,7,7,7,3,3,1,1,1,0,16,16,16,16,16,16,16,16,16,16,7,7,7,3,1,0,6,6,2,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Tekirdağ,0,1,1,1,1,1,1,0,2,0,4,4,4,4,4,4,4,4,1,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,1,0,29,29,29,29,29,29,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Tokat,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,15,7,7,7,7,7,7,7,3,3,1,0,11,11,11,11,11,11,11,11,11,11,11,11,5,5,2,0,27,27,27,27,27,27,27,27,27,27,27,27,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,27,27
Trabzon,0,0,2,0,0,2,0,3,3,3,1,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,5,5,5,5,2,0,6,6,6,6,6,2,0,27,13,13,13,13,13,13,13,13,13,13,13,6,6,6,6,6,6,6,6,6,6,2,2,2,0,6,2,2,2,2,0,28,28,28,28,28,28,28
Tunceli,0,0,0,3,3,3,3,1,1,1,0,1,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,2,2,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7
Uşak,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,32,32,32,32,32,32,32,32,32,32,32,32,32,32,15,15,15,7,7,7,3,3,1,1,1,0,7,3,3,3,3,3,1,0,8,8,8,8,8,8,8,8,8
Van,0,1,1,1,1,1,1,0,8,8,8,8,3,3,3,1,0,8,8,8,8,8,8,8,8,3,1,1,1,0,15,15,15,15,15,15,15,15,7,7,7,7,7,7,7,7,3,1,1,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,11,11,11,11
Yalova,0,0,2,0,0,2,0,3,3,3,1,0,8,8,8,8,8,3,3,3,3,3,3,1,1,0,16,16,16,7,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,5
Yozgat,0,0,0,2,2,0,2,2,0,9,9,9,9,9,9,9,9,9,9,9,9,4,1,0,6,6,6,6,6,6,6,6,2,0,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,13,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,13,13
Zonguldak,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,7,3,1,0,5,5,5,5,5,5,5,5,2,0,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,2,0,28,28,28,28,28,13,13,13,13,13,6,6
Çanakkale,0,1,1,1,1,1,1,0,2,0,7,7,7,7,7,3,1,0,10,10,10,10,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,19,19,39,39,39,39,39,39,39,39,39,39,39,39,39,39,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Çankırı,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,7,3,1,0,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Çorum,0,0,2,0,0,5,5,5,5,5,5,5,5,2,0,7,3,1,0,19,19,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,0,23,23,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,5,2,2,0,15,32,32,32,32,15,15,15,15,15,15,7,7,3,3,3
İstanbul,0,1,1,1,1,1,1,0,2,0,4,4,4,4,4,4,4,4,1,1,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,4,4,4,4,4,4
İzmir,0,0,0,2,2,0,6,6,6,6,6,6,6,6,2,2,2,2,2,0,1,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,18,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,1,0,15,15,15,15,7,7,7,7,7,7,3,3,1,1,1
Şanlıurfa,0,0,0,3,3,3,3,1,1,1,0,11,11,5,5,5,5,5,5,2,2,2,2,2,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,0,14,14,14,6,6,6,2,2,0,10,10,10,10,10,10,10,10,10,4,4,4,4,4,1,0,11,11,11,11,5,5,5,2
Şırnak,0,1,1,1,1,1,1,0,8,8,8,8,3,3,3,1,0,8,8,8,8,8,8,8,8,3,1,1,1,0,30,30,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,6,6,6,2,2,2,0,13,13,13,28,28,28,28,28,28,28,28,28,28,28,13,13,13,13,13,6,6,6,6,6,2,0
