,0,1,2,3,4
Balıkesir,-0.24174933006148647,-0.5732108222966349,0.165308391668937,-0.4190289424818502,-0.6403705924097467
Manisa,0.12398651255993134,-0.34910311888273493,-0.3288990883384135,0.19655869880289042,-0.846134992010523
Yalova,-0.1428778513155792,-0.694264012498164,0.43536778026789835,-0.48465165238982044,-0.2704645490518344
Çanakkale,0.6320848449779376,-0.04487748988992365,0.6583333728777051,-0.12343418245337026,-0.38706063143637975
Edirne,0.46008771574352375,-0.1842267758603149,0.7879420140495532,-0.3165020793502005,-0.1826296940274307
Aydın,0.07858971167714532,-0.2081934423235333,-0.4183332725918097,0.40239697865847857,-0.783296299238759
Çorum,-0.6102726450167569,0.3602001032677158,0.32459895472458206,0.5693871970528879,0.2612602586964633
Bartın,0.6330440942366644,0.052094003160301,0.7588201421252347,0.12382781753106847,0.07348505356429069
Denizli,0.06179179490244753,-0.23396742907782586,-0.41562755141463886,0.3857920926959394,-0.7873113843529799
Giresun,0.14430026738703453,-0.3911702501183584,0.2047729163835231,0.4708501059641127,0.7500209988285272
Afyonkarahisar,0.08348971022052477,-0.03162741628637362,-0.37417051621939024,0.49356705088190583,-0.7800110037058414
Samsun,-0.11662340157391726,-0.4307562909416681,0.22884327066362048,0.5541370033646805,0.66438764211377
Amasya,-0.2524135214591094,-0.34701516442892,0.06832160868314355,0.5205540759617089,0.7349989806983273
Kütahya,0.2901969271590251,-0.18515549027990927,-0.2659511485900305,0.42394957202665867,-0.794380220567407
Bingöl,0.25370602607333304,0.22271139148307986,-0.5516719564807788,-0.6690338547779197,0.366175698308087
Ordu,0.01695922299251096,-0.4613241702529055,0.13565457151345625,0.6429089101803983,0.5959516466409935
Şanlıurfa,0.31008867958541364,0.5660734995556752,-0.6226452624708291,-0.4122440112584328,0.16054144697851494
Elazığ,0.22967826240807643,0.29272416666482987,-0.6050656287840535,-0.588648776019774,0.38593867567551193
Mersin,0.05695188522980785,0.5606096907103923,-0.6206992667111595,-0.5296199346763004,0.12926098617939263
Kocaeli,0.5516242139557632,-0.22767050594973418,0.796645266289089,-0.06321597840743415,0.0723666157247634
Iğdır,-0.5340178495367124,-0.7346054120983186,0.07543420528577519,-0.4067826370781426,-0.0633828978250479
Şırnak,-0.5472689598985396,-0.21588034177890492,-0.1586931788544896,-0.7825988599765985,-0.12746710522083293
Ankara,-0.7174130077090988,0.5096099307889272,0.37862943807337657,0.28432798005901105,-0.0375984466552926
