,0
0,4281.3921095201995
1,3840.853675875165
2,3764.9270575138235
3,3689.349033590867
4,3644.443975922072
5,3615.705989923676
6,3584.604217373286
7,3534.87304604121
8,3477.906513938666
9,3420.0976559637693
10,3393.4448456556634
11,3389.1260925283777
12,3387.033422550569
13,3378.944311594923
14,3368.6189389929477
15,3365.6640471037376
16,3364.580075974069
17,3363.7674545097298
18,3365.281368666832
19,3365.461113418274
20,3366.475594882697
21,3365.4867212367885
22,3365.8332457742185
23,3364.6704997948136
24,3365.7191004977085
25,3365.7821749049003
26,3365.995023012693
27,3363.2292770347176
28,3364.8661975876935
29,3366.7047724301688
30,3365.632340521381
31,3363.5664821197147
32,3365.5278338169273
33,3365.1261249168747
34,3365.783366686233
35,3364.304797878642
36,3364.6526136435095
37,3364.50369602478
38,3365.218920270668
39,3365.233009441266
40,3364.5018725318196
41,3364.938035329732
42,3365.2220283972133
43,3365.31952183095
44,3364.634121553289
45,3366.1892062064226
46,3365.781671192141
47,3364.2448875880314
48,3362.989952510835
49,3365.8977646881326
50,3365.58259026583
51,3365.062704407953
52,3365.8363343019955
53,3364.897432532557
54,3366.890422799973
55,3365.826608424825
56,3366.924717521186
57,3364.323680209615
58,3365.45150863647
59,3363.034206517505
60,3366.7076443371056
61,3365.26301813261
62,3366.027757731801
63,3363.6671288383372
64,3365.5715924578035
65,3367.051259684492
66,3364.5453011364007
67,3366.1905597658742
68,3365.47751846612
69,3366.151284126445
70,3365.7849745233934
71,3364.1678238322925
72,3364.0763532248125
73,3363.9769419324793
74,3365.5382061357855
75,3365.624846077196
76,3365.624784577379
77,3364.7095825071556
78,3363.496614457622
79,3366.0140668592203
80,3365.4226701488296
81,3365.100222325687
82,3364.6312782525088
83,3366.4193364252797
84,3365.7422367388285
85,3365.0654768548466
86,3365.422263115569
87,3366.052764487156
88,3365.4850624330065
89,3363.037228826443
90,3365.5372754587393
91,3365.608871194763
92,3365.4779869558092
93,3365.346581705231
94,3364.5220732152607
95,3365.1543364086524
96,3364.8845102164564
97,3365.0329000526835
98,3364.6042859127933
99,3363.3961674690727
