,0
0,2969.18461396952
1,2432.308473895837
2,2330.9328710560153
3,2262.736260970597
4,2205.274028668188
5,2152.892138325398
6,2106.97279201586
7,2070.5708868014003
8,2045.3906428241994
9,2022.1169338070597
10,2005.8969476635668
11,1990.3395582522376
12,1976.7704520245452
13,1965.886498322134
14,1952.5766064653299
15,1940.9731546813055
16,1931.9866980842075
17,1924.1673318051855
18,1921.0102430053914
19,1917.1248500397812
20,1914.6719070934257
21,1909.6308450190015
22,1903.6445211639489
23,1898.5620223130074
24,1900.6453964086063
25,1898.0212678735634
26,1899.966763191711
27,1900.228555512428
28,1899.0845081689781
29,1898.6723873298315
30,1899.9191535463794
31,1897.8699118264367
32,1897.580960526828
33,1899.777539974502
34,1897.8371219717696
35,1897.912567663321
36,1899.6939631807686
37,1896.9169003456152
38,1897.1118075175702
39,1897.3078532278157
40,1897.281382294155
41,1899.4117756991616
42,1897.5458618663665
43,1895.0883657919017
44,1896.4456540604158
45,1896.970523637509
46,1896.563673806168
47,1896.6707714120598
48,1896.7929285820305
49,1896.425549167622
50,1897.423351992633
51,1896.2739178582754
52,1894.11860655913
53,1897.5248063842077
54,1895.449853591283
55,1895.5581943614065
56,1895.6170068691924
57,1895.906167900078
58,1895.7675609959836
59,1895.2133792762495
60,1896.602394853766
61,1895.3665300789605
62,1896.193081637208
63,1893.9546041711717
64,1895.7927893976725
65,1895.628002616488
66,1896.2446339674939
67,1894.1713726324695
68,1896.6467430357154
69,1896.0889953706244
70,1894.3842078824039
71,1892.6071964197395
72,1895.5224275214027
73,1893.2302247482357
74,1896.1272135031631
75,1892.4239043428165
76,1895.1646019546936
77,1894.0593533759331
78,1892.0793755254192
79,1894.181487986703
80,1892.4379670080973
81,1892.9372216903137
82,1891.386930183942
83,1893.988623043136
84,1892.7207123138273
85,1893.9342797265106
86,1893.7456653244274
87,1892.5372302432597
88,1892.6904331753922
89,1892.941266459298
90,1892.000674465507
91,1891.8321305141972
92,1892.4105241134034
93,1893.3139551188033
94,1892.2429462682433
95,1893.9045354882976
96,1892.4479550849715
97,1893.2675139433454
98,1892.3894909123037
99,1892.7111289541103
