,0,1,2
Balıkesir,0.24927639773837695,0.9222348825251975,0.2955403508563829
Manisa,0.10116380328244544,0.929243650456768,0.3553478900897127
Yalova,0.21192914547851133,0.9772398476971303,-0.00939773215395245
Çanakkale,0.9193649273527545,-0.19561982308911546,0.3413224504310367
Edirne,0.9090121969799996,-0.41384485102976865,-0.049287574679050324
Aydın,0.07063705238876873,0.91429217139323,0.3988486331415448
Çorum,0.9077233701864856,-0.40188994287191127,0.12051040218877462
Bartın,0.9015383323627509,-0.423182557739621,-0.0902505296690399
Denizli,0.05063287794548836,0.924437076050644,0.3779582041627001
Giresun,-0.06490900186256672,0.008991188161430491,-0.997850680218564
Afyonkarahisar,0.05060461211949213,0.9371405467238428,0.3452633327163088
Samsun,0.8218325894473573,-0.42312453700280506,-0.38151909664971373
Amasya,0.8977356295207616,-0.4403960501759813,-0.01104800789086647
Kütahya,-0.2679979778458116,0.5651514189249791,-0.7802441653467448
Bingöl,0.015072630083801924,0.8309984855177199,0.556070438784164
Ordu,0.8419145401043994,-0.36541517196746776,-0.39705372338864114
Şanlıurfa,-0.727656691324679,-0.39385631418076567,0.5615985606733362
Elazığ,-0.720195373053595,-0.5053812992136705,0.47529818749632907
Mersin,-0.7517608514639756,-0.3469257356473263,0.5608013517741551
Kocaeli,-0.08239376011183024,0.08047097552752627,-0.993345705377681
Iğdır,-0.3068478110918276,0.2585964149606687,-0.9159543192745169
Şırnak,-0.6540483595604355,-0.4150876416970445,0.6323946497770907
Ankara,0.7426018152312586,-0.34210515990359086,0.5757661014531664
Van,-0.00091494466488301,0.8988840364911037,0.43818563625217116
Tekirdağ,0.903014488120159,-0.42959928005193976,0.0030484133483259755
Diyarbakır,-0.6554247919937864,-0.3780770568065179,0.6538165500784014
Adana,-0.7231863433408896,-0.4134179966576167,0.5532513649733145
Düzce,0.8911928260709405,-0.4481503611121353,-0.07026094644077079
Çankırı,0.8484592077360534,-0.5292603220965254,-0.0006958894960486662
Burdur,-0.020059483294180502,0.9391099092644554,0.34303089576782547
Kars,0.060438916443703354,0.9785957904292077,0.1967165888616032
Kastamonu,0.88503678857596,-0.4643855200304337,0.03249571745961678
Kayseri,-0.7120435872451469,-0.46006523637346886,0.5304091893469488
Artvin,-0.19210318251884156,0.1557165956700709,-0.9689420566262238
Kırklareli,-0.2287087158386796,0.17024139463241528,-0.9584937093445279
Gümüşhane,-0.19757481047804706,0.040127081458944495,-0.979466187062193
Sivas,0.8133202029977457,-0.560610238733276,0.15564834603401756
Antalya,-0.0816782501784087,0.8230697893565132,0.5620362846795735
Erzurum,-0.3207314348745538,0.29441252755042346,-0.9002514150528624
İstanbul,0.4221506602774303,-0.7925348837912978,-0.44008780714903206
Bursa,-0.24971008342495046,0.35083905471080773,-0.9025280227923848
Eskişehir,0.21180693977088166,0.8988280001389432,0.3837265255766434
Konya,-0.5841932526944423,0.3386939550593686,-0.7375667077034658
Yozgat,0.553760266782981,0.6572500447170647,0.5112454847251543
Sinop,0.8442753132517135,-0.5173040227396722,-0.13998479735697597
Isparta,-0.47357976451441647,0.42208519123936195,-0.7730241250950071
Aksaray,-0.7773518352369618,-0.3927150104125445,0.49142552319797406
Ardahan,-0.21804824032294456,0.08095892639093051,-0.9725742219130091
Adıyaman,-0.7254920979760117,-0.4398561128933925,0.5293277016411293
Kahramanmaraş,-0.7697092222342605,-0.4100708338053525,0.48927459005114166
Osmaniye,-0.7289345933476912,-0.4828214930535653,0.4853223304841455
Niğde,-0.7355739547415686,-0.49998953786141287,0.4571011038435364
Tokat,0.8412364931155618,-0.532375774330738,-0.09432495722966754
Bilecik,-0.24333176069748141,0.30515509427616067,-0.9206899709854405
Muş,-0.012568744009240521,0.8414361983652312,0.5402102838290821
Ağrı,0.17326776443232356,0.9339849930377434,0.31249050319795507
Hatay,-0.7692997916109507,-0.4317911077325497,0.4708866847878004
Kırşehir,0.12563234861519973,0.8293571518900118,0.5444108995880931
Bayburt,-0.24719780652877618,0.16380232245371645,-0.955019394361251
Erzincan,-0.4106280820062265,0.19041345153282305,-0.8916991060572198
Siirt,-0.6971042035465744,-0.3927790933948528,0.5998085637848242
Karabük,0.8872906395771807,-0.46016253611195734,-0.03107669991696427
Kilis,-0.7612291918386808,-0.5177173498727573,0.39051102818404226
Malatya,-0.7472839287755264,-0.4694578332273032,0.4702936025668856
Uşak,0.05312863792210477,0.9344453227662087,0.35212112488872077
Karaman,-0.7562745810961072,-0.3726255811387396,0.5377721955149074
Bitlis,-0.02908500165759155,0.8163027510160314,0.5768915681150462
Gaziantep,-0.7586891392518493,-0.3823162515335385,0.5274704482666608
Rize,-0.10551113542829002,0.08009784313597726,-0.9911870337255212
Hakkari,-0.6832966008166983,-0.5139526842528851,0.5186119875799247
Batman,-0.7241789145813317,-0.3907461281145735,0.568227386738156
Mardin,-0.7267834106087943,-0.3908145925272858,0.5648449595522477
Muğla,0.13755776438559816,0.845910797197283,0.5152793268143923
Zonguldak,0.9082779005978426,-0.39939667453569305,-0.12455340884698832
İzmir,0.06371579276768984,0.9231627490177476,0.37909212149288957
Kırıkkale,0.8006371490908253,-0.5803922045908558,0.14874489687341108
Sakarya,0.2521855106011088,0.9534695995954613,0.16522164171236414
Nevşehir,-0.6654725813042911,-0.5078373884774026,0.5470351272054246
Tunceli,0.7265410448627004,-0.48559835526315887,0.4861402549630407
Trabzon,-0.085991697787081,0.07693440493651445,-0.9933209578221732
Bolu,0.8942422948894586,-0.44134898234544173,0.07444322543709123
