,0,1,2,3,4,5,6
Balıkesir,-0.6011392869856649,-0.3289147125222332,-0.2670881900099637,-0.11065533967478852,-0.22168062643012834,0.6253671505986642,-0.08148368490130385
Manisa,0.1358250937222518,-0.6881360462783441,-0.26392104404698963,-0.27428115589027807,0.041285434664823546,0.5106428259536343,-0.31729366988172497
Yalova,-0.28795083397851784,0.09914348743746149,-0.5183138813009682,-0.2512831130256221,0.5531325058981225,0.14952184031254875,0.4971418850359568
Çanakkale,-0.7222333179391685,-0.18517300026007844,-0.052072785928465815,0.01711128661452834,-0.2117792391005244,0.5386808107190947,-0.32566572020758766
Edirne,-0.7727447544754702,0.1465697857341048,0.010335104950078562,0.050985127931194855,-0.22239873572745542,0.2314196025812566,-0.5250336318408347
Aydın,0.37459930650612167,-0.6826359653867905,-0.2791971598255964,-0.29054559639253363,-0.0014797044419026311,0.40769171309956787,-0.255148933434002
Çorum,0.35583842390986326,0.583864937798519,0.28607996632281707,-0.49768739646091126,-0.04699735688873095,0.34912572308217693,0.2808001721498619
Bartın,0.12322100185992403,0.6240498820044049,0.32187267975731126,-0.6328333547871362,0.07287026878391369,0.02259570603701492,-0.29236554270583953
Denizli,0.32955766676408693,-0.7520751265468311,-0.09126962372778735,-0.2462330837168248,0.11455941397422593,0.3708988546019331,-0.32576686894054535
Giresun,-0.09788860583744315,0.6113744108116447,-0.1193877780251501,-0.49072335010086343,0.511646622463147,-0.31321798601706397,0.041091723417095535
Afyonkarahisar,0.40601993911846307,-0.6336850232779664,0.13127685886622803,-0.19393405626687463,0.09029206423374658,0.6031034482235286,-0.0828289945299026
Samsun,0.06098367592960314,0.6268392032148747,0.025591195423798282,-0.6653635495986239,0.3767959592368517,-0.017560547967512014,0.13306567710426356
Amasya,-0.1240336239660239,0.20320647315850127,-0.3871450677832513,-0.3930239948785771,0.4848768394281652,-0.19859408702737333,0.6036791072391371
Kütahya,0.33459892825639603,-0.416611561900445,0.09583031640514778,-0.14840902699954495,0.16763566224585613,0.8080999814532,-0.046285846454521724
Bingöl,0.2794538488403696,0.0768763178772993,-0.7726239869252206,0.479030179490455,-0.27688432453319334,-0.02181227539241764,-0.11152190615773161
Ordu,0.048728520398455114,0.5499430835109255,0.17506552124191724,-0.5956797494985873,0.4601310307839567,-0.2977555935449246,-0.09657575539581402
Şanlıurfa,0.39185457045689837,-0.008453982686906005,-0.1639321113898346,0.8482317858090329,-0.08249052639642043,-0.1750148480359873,-0.25014544211126616
Elazığ,0.31495815196196836,0.16039717444095605,-0.7100582481001919,0.5813752284946083,-0.17064805363619334,-0.036257942040995944,0.049586695503110935
Mersin,0.28586702534400554,-0.09908375066058317,0.11696888795545672,0.740326454843782,-0.47587749105954086,-0.28849625725202266,0.19237462602784647
Kocaeli,-0.21048551119704373,0.45734868517012883,-0.1108368090584716,-0.1934465140415378,0.2999920965395157,0.448307410002246,0.6370611319670119
Iğdır,-0.9370958796649607,-0.3062821445773824,0.027893068612462605,0.002028694531998647,-0.07325619432380644,0.144905980142521,-0.02993673766523287
Şırnak,0.3090566197816235,0.2513843188162161,-0.5021712804526802,0.49355510601956143,-0.4240112687876699,-0.019398848281050308,-0.40663917796916504
Ankara,0.23301078307829265,0.2588606475976503,0.21201950527188426,-0.03776329127008678,-0.5415807080638969,0.24418980426432926,0.6923730782299661
Van,-0.6092003557080521,-0.0558719167301911,-0.2467076285623013,0.27751282761261575,-0.5051720441184235,0.3013904511109392,-0.37661682631827775
Tekirdağ,-0.7795643828505967,0.13866525063741622,0.038810916978291414,-0.2883049709296341,-0.2013618481371529,-0.01932834812874105,-0.49749884300408376
Diyarbakır,0.32347880976678595,-0.05026602764021783,-0.6392115239557363,0.6259146311841819,-0.12905149092795914,0.09631755195153431,-0.25795916359808824
Adana,0.15781353790214972,-0.06069029733012727,0.21445656110171737,0.8822871420551018,0.012217925255919717,-0.37226536020460244,-0.09087673697724571
Düzce,0.10183075135074228,0.768582352400544,0.3197682548244181,-0.2507290595865344,0.1895774808474166,0.44479985593869314,0.00288694573078911
Çankırı,0.07808036179611895,0.5317936307481443,0.27250175928064346,-0.6020796890965857,0.012515616693338996,-0.438042921272627,-0.2868860209657045
Burdur,0.3430501810141836,-0.7360173358980907,0.24264902546960543,-0.07034324189729182,0.30687932020252234,0.23522120238061472,-0.3567413658440787
Kars,-0.9311618801917552,-0.26863179346758376,0.03214020318589951,0.02815436155266595,-0.015447517282963407,0.2422708635585528,-0.0038800207810560866
Kastamonu,0.030195278185230476,0.5782029797002903,0.1362909199311629,-0.6583769902071798,-0.06398722016313677,-0.2367527832876124,-0.39062493342391447
Kayseri,0.0371844708955431,-0.22231562763094678,0.32092876523234165,0.17129246777413626,-0.5600534440370613,-0.4724107593787192,0.5291737986815068
Artvin,-0.2576388268973065,0.05340403886811936,-0.2623385484714478,-0.2378483116076997,0.6118731644464284,-0.025801159054648186,0.6559896653001198
Kırklareli,-0.8184293393747843,0.045783080902815396,0.14196843650861926,-0.02184994883889723,-0.2666419115770525,0.1760456180857733,-0.4531610089890452
Gümüşhane,-0.4076839260652368,-0.029954628452397308,-0.1561292668819225,-0.31282416845331307,0.5074292715561511,-0.38804634744692834,0.5500879883416939
Sivas,0.02465413988853461,-0.18875028224216234,0.15544330921134603,-0.22327633483189463,-0.43865400617143097,-0.5796965511425206,0.6010699890433253
Antalya,0.5773394541035907,-0.6983967492709735,0.3456520583900226,0.09027166355888772,0.17001493922279232,0.14838889332046837,-0.019299570263437746
Erzurum,-0.5408936985180017,-0.2608895586166525,-0.3181060700476005,-0.09563475555954776,0.37888549534534494,0.041156869738525045,0.6195038824143886
İstanbul,-0.3974958060869281,0.4521165066437772,-0.5390264218449031,-0.3463289416519008,-0.10955767511940427,-0.40415712363711487,-0.2274833280191985
Bursa,-0.0895935201119751,0.26572929483940827,-0.27715407916572504,0.05245075239064749,0.05485222186436337,0.72651892621891,0.5576351509686369
Eskişehir,0.12520699047676423,0.06358322100511288,0.36475452825031246,0.009674978240975293,-0.022002747108524616,0.8792120478468243,0.27137237608121945
Konya,0.3282315905492896,-0.5082925922141746,0.35094666387744994,-0.09027929716572902,-0.5981563178337764,-0.05510691947644,0.37651161754132345
Yozgat,0.12406397601043137,-0.037618476278442246,0.5628168209700816,-0.2745791381511672,-0.45199459567849665,-0.4193107497661481,0.45925579324843324
Sinop,-0.032211572451723194,0.5923535665950885,0.26750392003875556,-0.5452410779615008,0.3056468347071085,-0.19872838344838967,-0.38251866419177594
Isparta,0.33190449756833557,-0.8308427584010967,0.07445462218307743,-0.24215404054693548,-0.07659528529426192,0.2619235977899302,-0.24675258130403768
Aksaray,0.051453143559826345,-0.27921398499984074,0.3728396199038828,-0.017713206591844527,-0.7112188631591561,-0.3921555153792161,0.3470601751638216
Ardahan,-0.8429317542883917,-0.11214019506183855,-0.30779392253218524,0.03615454667422171,0.22425144633309113,0.0714485647822138,0.35419313330286145
Adıyaman,0.13910112356706245,-0.037392254850475544,0.13476010739782707,0.7652764148529418,0.3413759853451929,-0.4466724596241229,-0.24370180439723177
Kahramanmaraş,0.14068859358625338,-0.09641608310585026,0.3912880209734357,0.7633884374972646,0.2458059728562625,-0.416255893576302,-0.03678167291744074
Osmaniye,0.005867453306485309,-0.08752961634375929,0.4293772733425646,0.7868052468154486,0.24200970464552604,-0.3369857505991147,-0.12941679460384106
Niğde,0.1422012520050131,-0.18111092078880156,0.4538299655164939,0.08297847139628807,-0.6322397996217165,-0.45699202409755646,0.35434686349505434
Tokat,0.12606592220468513,0.3957216148170223,-0.05567181590917823,-0.7498308776918036,0.03490616099433977,-0.5108279570707284,0.0015648636323207404
Bilecik,0.09722142161999728,0.40111356938604953,0.10994207786484773,0.15615257551675782,0.035107749941362024,0.8600228600129391,0.22872065594526345
Muş,0.1330906817512051,0.01589802854781482,-0.8837549323585697,0.3301999207737856,-0.22896969804715447,0.1955113544894887,-0.03643545819745601
Ağrı,-0.8010602298840063,-0.338283817339262,-0.15064697284011602,0.053398928946662545,-0.19643920049679897,0.41906427288697834,0.0641668659348823
Hatay,0.10955697537227095,-0.05871100290276043,0.41879605926951585,0.8334201209116903,0.28898832728944795,-0.12596465158389927,-0.1232465144622482
Kırşehir,0.19210988309706134,-0.1973482969481299,0.3407866185602912,-0.08440746059996873,-0.621220099015237,-0.388977919286726,0.5134871669285239
Bayburt,-0.6336057693738384,-0.17118545596984136,-0.07989731471201403,0.033487442315744576,0.4714664609495475,-0.06796026803098475,0.578649338683117
Erzincan,-0.3103724185182693,-0.1421222124048416,-0.5899640931537579,0.06785537891948534,0.2958728663927935,-0.22212879024269314,0.6276354852803182
Siirt,0.4239484233174997,0.14389846186840888,-0.6318951539114088,0.3834388222239324,-0.31599658115396806,-0.06808937322721595,-0.3856865943558854
Karabük,0.1274076643401763,0.7308050802852374,0.4014928432016489,-0.4361573902852506,0.0994822249388988,0.20960680991251973,-0.21078358952629028
Kilis,0.02025804903313858,0.0030315317396001026,0.3576319022304095,0.700830062878342,0.35346298106648005,-0.3379455054174387,-0.37599710520352386
Malatya,0.19872449323478686,0.08457953638307004,-0.4589897975375966,0.7896850989906593,-0.15067067434331066,-0.2890791722055525,-0.11319128982477074
Uşak,0.35664614885427476,-0.7283854857169377,-0.04901179218204622,-0.25674764027723546,0.1465743777570511,0.4192434971171209,-0.2769249791073937
