,0,1,2,3,4,5,6,7,8,9,10,11
Balıkesir,0.07353705752491049,-0.12431487085941224,0.010944137875868603,0.2282759235454557,0.22368083007178713,-0.34041495668034394,0.23440909273111635,0.4795627664785617,-0.01366680092320362,0.21036435670882317,0.18044149123594014,0.6317165825178939
Manisa,-0.4054160083771464,-0.06039586431853643,0.1811624937837403,0.37831043423875377,0.16496583877141335,-0.26262084124802326,0.35869832038722477,0.33952769910675307,-0.2933660571187405,0.3801745498864491,-0.1860128437678364,0.2252276144055727
Yalova,-0.18091783445832382,-0.2514672224459001,-0.06896502240573912,0.12708319052873135,-0.059153149608837045,0.29002159884553813,-0.11296316125589624,0.02154097176933888,-0.3119520077828594,-0.35194455927067175,0.0935713987587839,0.7432063742884263
Çanakkale,-0.19811767075971218,0.04861343831696434,-0.020203895160266553,0.2698076987859958,0.07224292502684367,-0.5166915664326267,0.3926809556411898,0.43040750278712064,-0.24904164038172935,0.09403549093631446,0.37625703463098564,0.2472039557070014
Edirne,0.055189534387733316,-0.01205391050973059,-0.2180595157371342,0.229421998751023,-0.08625499893892398,-0.4560990621270558,0.3611310474146706,-0.09753455869293408,-0.42211701293953935,0.4144376511565519,0.42985179535287016,-0.08071929436287077
Aydın,-0.5465109136794305,-0.1837181825246545,0.5735859894678331,0.24417527514809076,-0.014966393166905205,-0.2557456173046189,-0.034974376488315605,0.31081239284918444,-0.15415410611847646,0.022186709243126015,-0.25995166444480133,-0.15382791596292036
Çorum,0.6460532388404184,-0.44010525847312404,0.18994357028102,0.41782491922967735,-0.0713434067518057,0.2661686889863895,-0.013896664450873375,-0.16653030047712575,0.0885650842191547,-0.10720301797735339,-0.19187740623958194,-0.13510011048383885
Bartın,0.05519561600076563,0.05862255561265804,-0.37806021751270197,0.692252302757347,-0.2876493001258355,-0.021274462078197342,-0.12047005277647453,-0.4934151073259245,-0.029463059071196666,0.07143647305070093,0.15567219668407553,-0.0016620781912893435
Denizli,-0.6301619937468121,-0.17011184456706627,0.4630966326436158,0.24939932086487854,0.15725048526365026,-0.06924338478389565,0.13566217363912195,0.20800671044539304,-0.14935632036228058,0.19146811380228823,-0.2017010822170581,-0.3262748160061189
Giresun,0.33311185725407316,-0.5211025081121738,-0.30472659928735646,-0.03892597378148843,-0.18114158263788957,0.2692524330962669,-0.31563144988306896,-0.3474528537896286,-0.39649961595555144,-0.1780294236332434,0.07451196262947207,0.05477990224730855
Afyonkarahisar,-0.5556399234457653,-0.0466167916825973,0.2635844944112356,0.33949822012328845,0.29431341853757537,0.3728991152726677,-0.048440998579653165,0.1721898635420748,0.20070915938944495,0.4175810731245602,-0.17498112113135803,-0.03753389196432057
Samsun,0.4078994945209053,-0.7448989325925085,-0.30421075545752707,0.08443967988606844,0.015754091775367827,0.04890128976547598,-0.2646951880918592,-0.23514543332828974,-0.1812477516925879,0.13242085245240612,0.020586013370865765,0.01621976417699886
Amasya,0.6062631925007457,-0.7386793239076925,0.07229865403431249,-0.07553856184721539,-0.1871751847979513,0.1722260688686914,0.014590416923388987,-0.038403524475403086,-0.003301844462997257,0.09184445148508467,-0.0042257260506045604,0.03188081527516434
Kütahya,-0.29712876799743027,0.007616662615196328,-0.05209451163391109,0.4213740980429743,0.4100600186520699,0.10147632806944439,0.1007305270399983,0.24531218950265202,0.08343659655035345,0.3469620486614062,-0.3561161397348515,0.477966636647807
Bingöl,0.06698106501168784,0.37385544890826083,0.4471208155551268,-0.18784882506988984,-0.10566180832814141,-0.14029672329997525,-0.13041639686357737,-0.3958170397140633,-0.5095976972613123,-0.04160748250608561,-0.02103793592569726,0.392620288904404
Ordu,0.016914852096660216,-0.586868122988222,-0.4106831100921038,0.21573140691107276,-0.4296349796600185,0.26096676540670655,-0.2025789054502446,-0.29785749856802607,-0.13843337669419592,-0.0666828076894644,0.07496528614599361,-0.1685872937794928
Şanlıurfa,-0.07720371372995437,-0.2646682963056463,-0.0020458167540249057,-0.5273449325004763,0.1187663296927897,-0.12942476397307462,0.39031387081502056,-0.35153676631682246,0.2697774512101397,-0.07470236343876016,-0.5102347458028293,-0.020356271424737404
Elazığ,0.19814691129166845,0.5263209216993558,0.5386467827073153,-0.36086706193784235,0.04884339668827872,0.1241307720337457,-0.09744632988692419,-0.18186242094188038,-0.39586898149114713,0.058195742295277825,-0.056098139045344185,0.1993711276915929
Mersin,0.030288889285421,0.4013472153086162,0.16038011474598304,-0.6019365135742575,0.4420200238036368,-0.06437509025613998,0.09561240334022805,-0.22530817542998027,0.34121174834741563,-0.1726220740954582,-0.13739172456373674,-0.15944267132470263
Kocaeli,-0.14692760082010953,-0.10817061058173288,-0.37653592235628575,0.19265826744979014,-0.0698868133432568,0.29852865828245717,-0.32964318877032267,0.06770667158648026,0.013496268096094697,-0.38168840894950395,0.5738939032512569,0.3245614510983925
Iğdır,-0.008184978012167325,-0.16421485456461773,0.08607446826785158,-0.07054840079022413,-0.036538420166787364,0.20250493509340278,0.35181387288699,0.5090805158925866,-0.3260303822216886,0.012484590144717695,0.6184626865369744,-0.215298744236243
Şırnak,0.11690997104075644,0.2629423952989606,0.3567029993660381,0.033738491735453284,0.037794561145888465,-0.14987041719015767,0.7148562256627832,-0.4375794447386376,0.21287650920275236,0.04444762133331303,0.12303902979341712,-0.0016349776031543107
Ankara,0.706783545052456,0.008040019527190715,0.2442140900428282,0.35650113083635165,-0.16910156475646584,0.01653316284726003,-0.0991500187757614,0.24447592973645807,0.37431624085403836,-0.06959937160583397,-0.17003004983817496,-0.2032829820779022
