,0
0,3441.3731306358804
1,2950.065355112726
2,2852.192192329517
3,2754.4721661250505
4,2672.6640360905694
5,2595.387932396442
6,2519.7751394175025
7,2474.3665828288954
8,2462.58982901824
9,2456.250911191277
10,2452.642880304099
11,2446.4228856704035
12,2431.930185244004
13,2414.669279675812
14,2410.4665724091624
15,2410.476885780837
16,2410.3146865470353
17,2410.6414905320667
18,2411.3972283504568
19,2408.710500382919
20,2408.774013062155
21,2407.870159011998
22,2402.936013116607
23,2398.3201924811606
24,2395.6761371100056
25,2394.6124999087374
26,2397.435072802971
27,2394.7850520191205
28,2394.6804700313955
29,2394.4704958446196
30,2393.739060628479
31,2395.5834846938887
32,2395.9673555864283
33,2394.1272025566964
34,2395.273191142411
35,2394.1623828538645
36,2396.0309855582673
37,2393.764268187887
38,2394.796235194078
39,2393.9030108386023
40,2393.810707873066
41,2396.413627303199
42,2393.1805301080726
43,2394.155025679116
44,2395.8534191100207
45,2394.7955971330343
46,2394.4858775157772
47,2395.0852523723156
48,2393.198325025272
49,2394.2261296116067
50,2394.904746519758
51,2394.182998656098
52,2393.495962141138
53,2393.0063990025587
54,2394.8273201292504
55,2395.2150930998664
56,2395.4353462399577
57,2395.1104403573995
58,2396.5169555512107
59,2392.8791049551955
60,2396.511833126043
61,2392.983041563407
62,2395.443219064058
63,2393.872199297489
64,2395.344429152016
65,2393.760238624227
66,2393.206534342629
67,2395.4467618626168
68,2395.002482110934
69,2395.142178339664
70,2395.6115551854446
71,2393.779421414463
72,2394.4504217208573
73,2394.243717104359
74,2395.4125233469513
75,2394.6646557747736
76,2396.365078180449
77,2393.773332901121
78,2395.2602286561246
79,2395.139424659936
80,2393.0310800577713
81,2394.9607207956274
82,2394.8143754318635
83,2394.3673598766986
84,2392.525576700589
85,2396.7916954844395
86,2394.927567126732
87,2393.889330552183
88,2395.613666428984
89,2394.341246445788
90,2396.5245462123926
91,2395.604423621842
92,2394.271988601577
93,2395.7321102830106
94,2394.945751987434
95,2394.4728187926576
96,2394.378579542453
97,2395.67776314988
98,2392.9167152174778
99,2394.1116126151137
