,0,1,2,3,4
Balıkesir,-0.7425599785823248,-0.45360580928616306,-0.3433763637505157,-0.16234797041368274,0.31397811597258457
Manisa,-0.7860286045289657,-0.37701894814210773,-0.23149816562287462,-0.016589829774221247,0.4314500231375261
Yalova,-0.48117352220735016,0.4767123149366149,0.241892846335651,-0.6939873105813925,-0.03296777150474823
Çanakkale,-0.3142368277647594,-0.6336204810506427,-0.0758493393475023,-0.5793850972003279,-0.397919701613538
Edirne,-0.1318572935242105,-0.39653382604456666,0.04166677837262586,-0.6095383487608518,-0.6723849045872968
Aydın,-0.7065864738767097,-0.3985028114084541,-0.18053091759580725,0.024530397571449453,0.5556418915282022
Çorum,0.21524490310173983,0.3900763404476328,-0.8143247951190267,0.32725507404867016,-0.1768878878709892
Bartın,0.15838070157689743,-0.414745250908603,-0.4635005258619996,-0.19878766102526454,-0.7406434085081187
Denizli,-0.6794909503314187,-0.45753971857877807,-0.2468063879448936,-0.0037751782953562513,0.5177082279035086
Giresun,-0.0016964360881181514,0.9314550901004545,-0.28736518376954745,-0.18567654192716881,-0.12383057040010607
Afyonkarahisar,-0.3689356249446953,-0.593959282689253,-0.3448776351143932,-0.09067697686647874,0.6196256755640415
Samsun,0.2481867861530763,0.477145846911602,-0.7837801160155164,0.13861377181444712,-0.277867076056328
Amasya,0.15877439236412258,0.6054687610818342,-0.7024109562800774,0.28932041379983975,-0.17638259080711197
Kütahya,-0.5286981846204102,-0.5863263123823863,-0.38094046544015586,-0.11038349102583735,0.46840103723875476
Bingöl,-0.3947875105006842,-0.005768878616297054,0.5948621910858165,0.5818037426285045,-0.3895547718514418
Ordu,0.23741582350133308,0.38306640913447276,-0.7486120148958241,-0.058757993845696396,-0.4827229042181945
Şanlıurfa,0.4293340130450736,-0.3155315682265334,0.606553430748949,0.4064278459115808,0.4278100938611305
Elazığ,-0.3521751202435275,0.15980718502988836,0.6415329420147682,0.632289586370227,-0.19768589118073973
Mersin,0.4832781424917773,-0.17562140121252626,0.6467197123916979,0.41774724712441974,0.37794207433125904
Kocaeli,-0.050245960120585235,0.2209145189047087,0.12856921028454396,-0.8964630522749631,-0.3584634889376144
Iğdır,-0.3618063737079775,0.5104519731043127,0.3011505345036609,-0.7105676266488251,0.11374064631877419
Şırnak,-0.2588340844041932,-0.3002216885397024,0.41997577206553083,0.732191479863379,-0.3610925673209702
Ankara,0.2316189257588144,0.36799978396789373,-0.711581291229887,0.5512901149557927,0.025692554438048333
Van,-0.5621902297209157,0.08533066828912031,0.6001430343619862,0.4476472331938261,-0.34073613776113676
Tekirdağ,0.0608583867171827,-0.2985252147635941,-0.034027690271110696,-0.6176268855716118,-0.7242638327505083
Diyarbakır,-0.4283261236119844,0.03248062692047975,0.7094353234441135,0.5500344338014964,-0.09821091685142312
Adana,0.5202246949592881,-0.13616200586250812,0.6453901383111704,0.38224395689360496,0.3849510380594162
Düzce,0.17613975817581423,-0.2981136694355631,-0.09610401713074262,-0.7077192574214245,-0.6082766609460131
Çankırı,0.4174485861504365,0.1959972454780514,-0.7082192532756734,0.08902396886731902,-0.5270882088823239
Burdur,-0.459417387173323,-0.6282676933246265,-0.23417875139994399,-0.044629826802810794,0.580847536656311
Kars,-0.2751434397913021,0.41301477132200737,0.4411049661814634,-0.7354480164486692,0.13512035420841767
Kastamonu,0.2551087548670175,-0.286492506995726,-0.39908906750629153,-0.1830616829527405,-0.8124394765500832
Kayseri,0.794877213968575,0.02573922708214869,0.158280788910658,0.19250989758519538,0.5526254048596818
Artvin,-0.18618966401614212,0.8096624267476296,-0.16964233686136224,-0.5104940557265859,0.14281967770140505
Kırklareli,-0.02795751256823476,-0.4442869047551872,0.07285257435173513,-0.6090451084201023,-0.652368057214578
Gümüşhane,-0.015096479844150305,0.8559399271335876,-0.057496756716855946,-0.4885530326874681,0.15858434555082732
Sivas,0.32008794437996524,0.6663516542825747,-0.5973084155993517,0.291437845861384,0.10865458734610661
Antalya,0.513685781904147,-0.3769084590135901,0.02671475022244004,0.13502971875917333,0.7583668163665238
Erzurum,-0.23029928103803343,0.6750414489666804,0.26054584401727965,-0.5877238390880907,0.2792451171698603
İstanbul,0.15174156395924193,0.3097524557311264,0.31906318871511385,-0.2900774329522452,-0.8337155860570914
