,0,1,2,3,4,5,6,7
Balıkesir,0.30155315586124276,0.1044465647615543,-0.270406727095124,0.3966998903073578,0.5391185531358892,-0.5229791466592318,0.16973323432773926,-0.2733141695199125
Manisa,-0.01665217309721134,0.2994374685478736,-0.2863171114988532,0.6576071607825844,0.5180779913617467,-0.18799406851647504,-0.3014678152709491,0.031714708514558855
Yalova,0.1595547925839197,-0.347905458442234,-0.3647491966004432,-0.02978006650763083,-0.4110778300064537,-0.46124217183689964,0.13829668517915963,-0.5645528627440975
Çanakkale,0.09602507961132005,-0.08805926539569184,-0.31605507442921765,0.05171770475474461,0.11389357081541172,-0.5027391623198568,0.10103997889425036,-0.7775163861089653
Edirne,-0.27587262586663536,-0.22380586373859676,-0.3567313469255095,0.04261026642751611,-0.2562251391568064,-0.4399415122375235,-0.3349050285227294,-0.6110410024816518
Aydın,0.13384608449993882,0.1355132841165982,-0.11976614962790087,0.7133757751498832,0.6332644066479092,-0.1754976914152147,0.04413559958222825,0.08186115534792951
Çorum,-0.42371528808468356,0.5983350956585518,-0.10171734728339063,-0.4141775054990557,0.10919832424365118,-0.049110568190122966,0.21490499540536698,0.46909568764915804
Bartın,-0.33794762152562585,0.6478424517165469,-0.4938611352240882,-0.33649503981118084,-0.16033477069475208,0.021542798261099862,0.20595725748252866,0.2009330918398734
Denizli,0.13159841478028234,0.22500256855227413,-0.22690522265789326,0.6725108446109628,0.6038326871254379,-0.15269391409930846,-0.05335746397425741,0.19370730698029456
Giresun,-0.10591812726976735,0.1663547892938768,0.0444772722415349,-0.1300224975224983,-0.651994190457319,-0.31388972684008376,0.5161749516790192,0.3900815184547246
Afyonkarahisar,0.36300634663138553,0.17451351094613082,-0.28013004516704026,0.48731156153612437,0.6746469052891555,-0.22279346505381378,-0.11619091569040778,0.05950061188448446
Samsun,-0.1909651497423157,0.09195298906747376,-0.014081362826749657,-0.15198091036128372,-0.4517682517673695,-0.3732131031901199,0.5639009171610474,0.5200131338911871
Amasya,-0.34440175249377275,0.14041142601454867,0.5012855033751513,-0.23847423792360384,-0.023616381691022217,-0.2736929024972096,0.5916601108545687,0.35775371575777215
Kütahya,0.40375413932472476,0.1827745791295659,-0.2741263521019574,0.2633279541091099,0.5877361871378296,-0.406478077309985,0.04047721598500256,-0.38313512218447254
Bingöl,-0.5043654537303978,-0.07293637778659558,0.6778787427978272,0.18202447535036087,-0.02677658236180611,0.14951102195730412,-0.023280709075987914,-0.4733188691043135
Ordu,-0.2917858312909122,0.29385508085814177,-0.03713924550133639,-0.1445685895034866,-0.4516406494096384,-0.3583429318661436,0.5177131106767056,0.4536684047849877
Şanlıurfa,0.5137913586149466,0.03193259877302328,0.036114633394232376,-0.05804932060760088,-0.057806591542817566,0.8314636584095952,-0.00012078874752072342,-0.18881558915623972
Elazığ,-0.21178627287792642,0.07071799514424397,0.7091800416942945,0.015789998184252852,0.0062381746988275635,0.29927918689677707,0.08372586542786488,-0.5918977252264622
Mersin,0.04869881195722134,-0.6408222586143157,0.0010054673905279094,-0.13028544147118043,0.2279239115066261,0.6828721678472484,-0.21694618069009103,0.06834178064324592
Kocaeli,0.2963940624188464,-0.016980966336949666,-0.379863601550289,-0.2954768725790706,-0.48404013097101095,-0.5704278025362886,-0.005385104890580033,-0.34719957212208136
Iğdır,0.2653651565046221,0.14677758673223185,0.284226774650367,0.2972960236553084,-0.5164594145883742,-0.33558400310069053,-0.5709474245539504,0.18313922839766464
Şırnak,-0.45104990278415985,-0.6873598484547034,-0.1723412307811378,0.38326717167652213,0.016383625093217283,0.3552291120078124,-0.07974648095825908,0.12115920437329145
Ankara,-0.31141182297966097,0.4932489243149945,0.19684915369948627,-0.38915607828060983,0.35444416205622037,0.045197028749000494,-0.5288478576574899,0.24936447345852342
Van,-0.4715730233500782,-0.46755518406756424,-0.14727164866754675,0.4018231471161731,-0.16727455610824557,-0.13467031584889053,-0.5725315256101593,0.044170516533807325
Tekirdağ,0.017218038649410503,-0.1673062557154908,-0.3772475346193615,-0.25002985276296263,-0.3337660694513599,-0.6476538469251172,0.08507763922591347,-0.4783179141996534
Diyarbakır,-0.36392121087737417,-0.2136904657716017,0.22800184365681384,0.3793179907322198,-0.06506398932212426,0.5379852122527831,-0.06305190634377444,-0.5730565452946694
Adana,0.3444668931425483,-0.4520861176125142,0.11393623516697989,-0.18689137194790234,0.1174444892278018,0.7740956613958936,-0.12227391751136918,-0.03290348389863001
Düzce,-0.13795781358253942,0.5394592119402745,-0.6629794305739988,-0.3527616980906366,-0.3461108510351286,-0.035058274639457286,-0.057755202469725826,-0.04014214846037079
Çankırı,-0.3753087501934549,0.5748175110028878,-0.3492331688514024,-0.48664849512035074,-0.10039575100898916,0.16338510628946215,0.01733619893341937,0.36450385933819796
Burdur,0.26265132529994245,0.32739025096241603,-0.06832173912756544,0.6614381660077359,0.5695784224629848,0.09760745348837233,-0.0787203574728221,0.2037594376005703
Kars,0.3080240954921879,0.20047316612766988,0.41479900263741737,0.12197488920598172,-0.3271824248394586,-0.34587263565780973,-0.671801404685987,-0.0014944946925555729
Kastamonu,-0.32118700941265466,0.7129210767561694,-0.35611732085414544,-0.45009880463360696,-0.14746827371154858,0.10263238410096534,0.054354139031279516,0.15472327785080955
Kayseri,0.013821144115616293,-0.29133216445588617,0.4857502942814244,-0.6002324234669331,0.5177586775291685,0.09597881952228257,-0.04040349070699067,0.19945879609170106
Artvin,0.24600673892921487,-0.13908838467192264,0.3399896815529223,0.16725687884055487,-0.7450713199489072,-0.2957134901486012,-0.22105910905050036,0.2917574143159886
Kırklareli,-0.054369476412298924,-0.2927729173403163,-0.2731824482136148,-0.16634420583170986,-0.15349082519785492,-0.5146734411158689,-0.11734176254758792,-0.7119070588448915
Gümüşhane,0.26659147347903245,-0.11019270685505998,0.4696048881299443,0.007650512404472517,-0.5615215469625713,-0.3676032490767214,0.21958275347453646,0.44445932352711853
Sivas,-0.26802354433747233,-0.11590731690162173,0.7160687416667991,-0.3677357847394185,0.22487755703385054,-0.13919636187967976,0.4422681952111443,0.0346139290731628
Antalya,0.49314288087007474,-0.03383424685994191,-0.10483202440947448,0.5112105581488213,0.5925777241121892,0.20465860608183592,0.26767934467895804,0.13657825213725236
Erzurum,0.22087709905297148,0.050342969615087496,0.5147602280574296,0.10079582606263596,-0.3883829189234818,-0.5250797736738834,-0.4861353453495121,0.10326358095602954
İstanbul,-0.4555074564242372,-0.3386661161593737,-0.2364364483306974,-0.023398842222742106,-0.2958868228613866,-0.22275284341660911,0.6955792901070422,-0.01923873623294332
Bursa,0.23583087202753697,-0.2668518458859116,-0.26063554194032673,-0.10211877501781268,-0.11337737514118304,-0.6862675849924591,-0.023630899769349623,-0.5571702750355149
Eskişehir,0.4511283746075192,-0.09645550498981675,-0.2837466257689384,-0.2623567566458475,0.27867349143427167,-0.4733280351199193,-0.1291494039602527,-0.5652065087967506
Konya,0.29491386306731,-0.3291286196456946,0.11746832543072502,-0.3927988111443472,0.7322245593574178,0.05386326953512921,-0.1477989651713206,0.27515788258385854
Yozgat,-0.1032566551860024,-0.0981649917541257,0.2018144720235244,-0.7128845546047854,0.48163401028644465,0.06745774618632387,0.06456482102812564,0.4359790645684483
Sinop,-0.13199211243244213,0.4144460249371544,-0.4303249461872279,-0.2858492654965305,-0.4977390888669134,-0.17888076214544757,0.4700908694285919,0.20783469296904042
Isparta,0.3630337922627234,0.15063406868455106,-0.16056371765893038,0.5201837973782533,0.7202479444829376,0.04400581200006336,0.0457793695517057,0.16234096477886514
Aksaray,0.24918433651162694,-0.39485907483212523,0.10440306621544193,-0.6223619709258874,0.46777214826533725,0.27361251196079955,-0.16507364081698206,0.25066941992033176
