,0,1,2
Balıkesir,0.8522760773299538,-0.49214757352986355,-0.1772463085080593
Manisa,0.8482813170849877,-0.529443590588324,0.010406318729580394
Yalova,0.9644853619135186,-0.1564602950735534,-0.21281015652464944
Çanakkale,0.9200947084963221,-0.37563688789805344,-0.11100745852118696
Edirne,0.9137290152915305,-0.35752155268189384,-0.193074146333211
Aydın,0.8173548490250886,-0.5757590208886624,-0.02079905383673988
Çorum,-0.6905270341073287,-0.3832640474367995,-0.6134175454853723
Bartın,0.12812944566390094,0.9082117840133831,-0.398414608834929
Denizli,0.785656306238872,-0.6113872972675312,-0.0946030718687054
Giresun,0.002896584516370674,0.9326858322847787,-0.3606781779556246
Afyonkarahisar,0.7661802285756403,-0.617046925533829,-0.1795019471455083
Samsun,0.026601746446217576,0.8750583621702206,-0.48328584697048826
Amasya,-0.6799270257392575,-0.2877652328599281,-0.6744556400731174
Kütahya,0.8047333293663094,-0.5629178952228414,-0.1884879620689379
Bingöl,-0.14682912560254896,0.0785573685667053,0.9860374981300993
Ordu,0.07557458497585177,0.876439187508986,-0.47554477465777756
Şanlıurfa,-0.2600640814773429,-0.1625449139322138,0.9518118640152133
Elazığ,-0.19318335109975932,-0.03836644712374402,0.9804122646075824
Mersin,-0.40075855967095736,-0.16276219401258138,0.9016102511898755
Kocaeli,0.2872536063884248,0.9041032403938686,-0.31635849336812627
Iğdır,0.8841733532765458,-0.43228018158328185,-0.17711952451955545
Şırnak,-0.08979657379901378,-0.11123737760566911,0.9897286603697866
Ankara,-0.5411562198621256,-0.39442989111778115,-0.7426809588897174
Van,0.11886461381800548,0.11475779396600216,0.9862564840374702
Tekirdağ,0.2176454458059086,0.9319536055473654,-0.28998782220502434
Diyarbakır,0.04612133196352882,-0.06446307225628149,0.996853717981325
Adana,-0.5278725290465096,-0.28178066109624533,0.8012179803962245
Düzce,0.21245669317650653,0.8958149383456762,-0.39035592702204014
Çankırı,-0.7875392043038069,-0.06600436755353932,-0.6127196954141296
Burdur,0.7435143786080437,-0.6512543521770657,-0.15183589026816066
Kars,0.8426358731209991,-0.4831281029360427,-0.23780668931514967
Kastamonu,0.09020743887614152,0.9250591124593277,-0.3689556293477146
Kayseri,-0.8023636885352381,-0.47431016152050115,-0.3622739046612709
Artvin,0.23116122876687642,0.888747586730499,-0.3958436729261963
Kırklareli,0.18590949947333948,0.2533156789305675,0.9493517919156829
Gümüşhane,0.03384801096355434,0.9148946071888692,-0.40227126406261715
Sivas,-0.7761557650525213,-0.40088997181308983,-0.486692365745997
Antalya,-0.3212331444918702,-0.23816306851777733,0.9165629381957695
Erzurum,0.8660518817661026,-0.32179279362672514,-0.3826271501857918
İstanbul,0.2202393093024031,0.9740704744094622,0.05178182617217742
Bursa,0.8709594517469127,-0.4418015495900738,-0.21503726233498902
Eskişehir,0.816291023515243,-0.4925265703394014,-0.30180547118656337
Konya,-0.5994682759559343,-0.6826106432426896,-0.4179479583084734
Yozgat,-0.7349391019213942,-0.3800957555709615,-0.5615974831353095
Sinop,0.07368721717585673,0.923422007254088,-0.3766457095782577
Isparta,0.7533109690697112,-0.644676353217493,-0.13005761600708693
Aksaray,-0.7304532566520839,-0.5374617338731772,-0.42139402519305236
Ardahan,0.8291964318653057,-0.3852195378721377,-0.40501751199599045
Adıyaman,-0.2897672243481534,-0.09993786783570502,0.9518652101353531
Kahramanmaraş,-0.824121138630562,-0.5418307666662164,-0.16505686643143908
Osmaniye,-0.821503300592366,-0.5624040160391359,-0.09398962633663445
Niğde,-0.7762619304964637,-0.5223507702218078,-0.3529406297248691
Tokat,-0.7947037506803644,-0.23824437384044933,-0.5582880681045705
Bilecik,0.910024601705565,-0.3753562815804033,-0.17596274085374097
Muş,0.14895696285824578,-0.12873989732657412,0.9804273874450828
Ağrı,0.5688882396216949,0.8153278032435362,-0.1077346001904624
Hatay,-0.2160208759751351,-0.082490568224529,0.9728978812274851
Kırşehir,-0.7706846735419941,-0.48065325267308134,-0.41835103043049515
Bayburt,0.23478942912110926,0.8532469387402829,-0.46566467066261286
Erzincan,0.004163453304099059,0.9811694221762381,-0.19310419633693054
Siirt,-0.09158256283581837,-0.05524174591359875,0.9942640412349433
Karabük,0.20667832046120796,0.8887728369690954,-0.4091050184454351
Kilis,-0.8642622259234284,-0.4974665348696515,-0.07468501540913292
Malatya,-0.19941474758830438,-0.0428770116885781,0.97897666995335
Uşak,0.8412035322906238,-0.5321467270859273,-0.09589826960645903
Karaman,-0.6447904755808118,-0.6312457543209158,-0.431015127637173
Bitlis,-0.09180155738209095,-0.018470064204277437,0.9956060118292338
Gaziantep,-0.2609371603475759,-0.08953089798783961,0.9611950981227665
Rize,0.15015379795247705,0.8894099796376134,-0.4317449769035729
Hakkari,0.7415302472242555,-0.668875349502263,-0.052332201174421084
Batman,-0.11320227037410427,-0.006244334457144583,0.9935523409812567
Mardin,-0.12217481252914278,-0.12173610453476756,0.9850145359517133
Muğla,0.12285727891595075,-0.0680876411387315,0.9900859367456601
Zonguldak,0.26240678881363916,0.8564351486370398,-0.4445914004606541
İzmir,0.7716119007568925,-0.6291400704667243,-0.0937968354661315
Kırıkkale,-0.7524039268293976,-0.3601132417335576,-0.5515494393251169
Sakarya,0.24315778377037034,0.902952717665294,-0.3543313165001674
Nevşehir,-0.7790349565512934,-0.47266395141320694,-0.41193849723663584
Tunceli,-0.061342869418507945,-0.00983333788013559,0.9980683132118959
Trabzon,0.15550655815830103,0.9185274433950705,-0.36349009078635747
Bolu,0.0023967929996868017,0.9314925708883314,-0.3637524512125845
