,0,1,2,3,4,5,6,7
Balıkesir,0.3210655676628276,0.1586297439245227,0.7044895178003766,0.5063956058986228,-0.11955643996367367,-0.05680775429847086,-0.3184450471299067,0.00913257427864692
Manisa,0.221286895011227,0.10783861405698117,0.7924822555527093,0.37791115708363143,-0.25068861664557385,0.08942351111659787,-0.1739600981910046,0.25972006618982096
Yalova,0.28652216766317595,0.07965858594329595,-0.04858548792596003,0.5648352602476774,0.3790479375859463,-0.14228679777321804,0.4067366284951588,0.5106883389100633
Çanakkale,0.0732211695333986,0.2288339609857374,0.6399255352592568,0.6008986681526269,-0.2893265529970307,0.08387927811979579,-0.1790089845156598,-0.2211333861336247
Edirne,-0.34661093908704155,0.20956860802206323,0.0654031096127482,0.5804546448247966,-0.5194636899395189,-0.21848684531425813,0.2084502293913725,-0.3656585416982942
Aydın,0.2959446110217909,-0.03741774284919024,0.7824372908088965,0.2590756755806713,-0.16504315962930496,0.06805336877524411,-0.3730056133708289,0.24634262086178654
Çorum,0.4391643354721608,-0.3269715415380045,-0.36213505553550723,-0.27225459956262343,-0.6163358773562352,-0.2954003005548298,-0.16355085479329026,-0.032860289938879315
Bartın,0.37394956133076357,0.4249662545397153,-0.5659057884747694,0.498361750453602,-0.042711124315808674,-0.01447124291658215,0.20167701519752634,0.26123617067269284
Denizli,0.19602270716279546,0.3091864562441221,0.6757109740834958,0.36279422425475066,-0.3246362605664995,0.2918564341909454,-0.28339159249514567,-0.08303125527239287
Giresun,0.15514116693925284,-0.4328074007517563,-0.3725650134033496,0.402970715860689,-0.04083229317794235,-0.2853554416314356,0.2271819709825255,-0.5938958098415708
Afyonkarahisar,0.45017777900615447,0.2913937120454558,0.6071232505820334,0.20484706763685578,-0.08188947782660308,0.39773970782096685,-0.35104020674196407,0.1172037578197907
Samsun,0.4276002409363258,-0.5319008035631978,-0.34482603248530985,-0.04215138883573598,-0.27953778734184115,-0.3395819445887722,0.1756574441334701,-0.43502301954897915
Amasya,0.3848569380386024,-0.3124055204687124,-0.30094547320967246,-0.5546616728262117,-0.4262106648990135,-0.39265331815016946,-0.106762793399324,-0.09401981543289142
Kütahya,0.45858496647915464,0.2314570207257308,0.53685821993187,0.4997083403132768,0.045522412338127975,0.20766329392401447,-0.28180083408612366,0.27128261763136696
Bingöl,-0.4533265910087083,0.23241728339756862,0.16921699871074297,-0.30920230227223583,0.4788036531599722,-0.5313954136271498,-0.25527600894017416,0.19858722827932832
Ordu,0.2564883600171063,-0.3574012775946292,-0.4205078430935057,0.3077388438972658,-0.2801587469923819,-0.373377427823414,0.07814498707266178,-0.5576215021626475
Şanlıurfa,-0.493482377039569,-0.48589739558038336,-0.019406925444180746,-0.1380742109348481,0.05667545705960501,0.2924444269145438,-0.15069104805462644,0.6240946288897283
Elazığ,-0.3008518301155394,0.14540435143532107,0.04722312133211717,-0.4251683588659023,0.5136218299453525,-0.5098017746521241,-0.4051422366268593,0.13229561140434662
Mersin,-0.5354099668095211,-0.15471110281391898,-0.14302590972224882,-0.31503573825351716,0.30120545171148266,0.6229378869292246,-0.19807178185071583,0.22734983835540734
Kocaeli,0.43880661941171917,-0.27817050768675256,0.03959535766153415,0.28766330664720263,0.42259913169676144,-0.08759288693822885,0.6383223529490721,-0.2281095851706715
Iğdır,-0.26119399914258307,0.29898556797788123,0.3962106073386927,-0.2217699379458776,-0.17540502044850942,-0.23174511208119222,0.7362593744193143,-0.09833610535427795
Şırnak,-0.693793420786534,-0.35374819898123533,0.02873866411223431,-0.01006125334289202,-0.11969335542040765,0.18946062948046674,-0.015416317900070057,0.5849156084808641
Ankara,0.5696400012939162,0.10132274156941397,-0.25889632583465566,-0.5217819390748066,-0.3507078940940113,-0.04683312781390234,0.0017122680393150812,0.44807139028155735
Van,-0.44705150278593214,0.21168985665990406,0.447916331291343,-0.22757141646306642,-0.2650249689813836,-0.06312297034924526,0.6389301666517619,0.14303869262791555
