,0,1,2,3,4,5,6,7,8,9,10,11
Balıkesir,0.515215793458628,0.027489773559050117,0.2287214141782087,0.1295891045742654,-0.0036104311001053523,0.2971012463524733,0.00016405401069758766,-0.21816540744528595,0.5093322511648286,-0.1585069126853388,0.046892503306389464,-0.4920052125374402
Manisa,0.6333783149400702,-0.07629582839008714,-0.046136499769056566,-0.09710341835588636,0.33324983502482064,0.25256425222046364,-0.2320079331797692,-0.28260483195769937,0.04290852738474319,-0.3655382274952717,0.35173427437281424,-0.11721579615131532
Yalova,-0.12648066223733373,-0.237718729558674,0.07984747004731814,0.3181011803467389,-0.18891768629078687,0.4381229408140078,0.0375048477763579,0.07942692722275953,-0.36602012027882,0.3563535878377288,-0.2992913116162373,-0.4837744487130364
Çanakkale,0.5513694976307529,0.056596529629455085,0.2156860272940406,0.2088321833500929,0.06754627949146656,0.11165187973183496,0.32015548784989506,-0.3533621010208597,0.34913910659680003,0.2567599425253685,0.2255397178332889,-0.3457922289806801
Edirne,0.2101428895231114,0.0007849598214629619,0.1424967677570743,0.2947322023607272,0.22537380531814286,0.19157993340909327,0.4147927786326489,-0.5525131309162694,0.4827395826040195,0.18406152851111612,0.12868177046850424,0.01928130961766617
Aydın,0.5318257638527095,0.13503629192950706,-0.5641199677799396,0.09717133929953617,0.021266139822943283,-0.0163047529570628,-0.2182839961698429,-0.054039817791097615,-0.16681605541953712,-0.31711789096424875,0.2356543942087842,-0.3688391307157068
Çorum,-0.3096444490074295,0.04020747710740096,-0.04523194169974978,0.3680250021922135,0.2593789311623311,-0.3087292746934556,0.042671989757489266,0.4249066744011138,0.3067232642333938,-0.5408401847177332,-0.062359334620154236,-0.1719930658751348
Bartın,0.034446094045713686,-0.19534962838412676,0.10943771183145956,0.3656001698301886,0.4555214740044045,0.2500765084940306,-0.013423974939714192,0.5819844798969191,0.33275703310920746,0.0454591903910928,-0.10586310098662416,0.28650812169198464
Denizli,0.6223534293767576,-0.13748050589872646,-0.5659434437128991,-0.023971817938447902,0.1764949595963566,-0.19339034383339573,-0.2076818606612822,-0.05698037514296313,-0.2271318853891449,-0.2655255213250561,0.18687112402077893,-0.031086376850422155
Giresun,-0.6343768360712936,-0.2424360481267382,-0.10048620019612732,0.14888262186237902,0.2719763576095727,0.4548958107270041,-0.0668583451770155,0.009856855737572506,-0.15660818018527592,0.16967293460543306,-0.4011419475786965,-0.08263690650194278
Afyonkarahisar,0.5372331323261986,-0.5094927263464849,-0.465976410118469,-0.1561240464943477,-0.026597492017769432,-0.20854534689770332,-0.15358277226147826,0.06464460066098797,-0.09947429243457157,-0.3195383218697398,-0.060707317258751385,0.1504611499970706
Samsun,-0.6046099314882566,-0.3081810975492811,-0.16133937132844905,0.2273255182454753,0.19825717397127504,0.2482069861513032,0.28380138115590675,0.028035045363586742,-0.05483853810840174,-0.2584857454547127,-0.4163551976732557,-0.19065245515923387
Amasya,-0.5447499497573407,-0.15395779951187225,-0.08687837741822019,0.3353449318826053,-0.17797167797846036,-0.020369232995274843,0.20395243280004435,-0.04168839573971502,0.18480562783015536,-0.5971014789782351,-0.17323920220520184,-0.2518371576050372
Kütahya,0.6515078380675206,-0.3780273184105062,0.14653920619181815,-0.1590974460595523,-0.10456566818162602,0.2162885136586341,-0.2638462599469636,0.1075671240834936,-0.05900275470352202,-0.4777150026614228,-0.00591154671359959,-0.12336537921340453
Bingöl,0.1857042264416628,0.5483440885282683,0.13233137750947355,-0.054717538609393115,-0.3449962309422965,0.23606749423326606,-0.5272379795326421,0.02506807789042403,0.32820618032041937,-0.005632803675487992,-0.25112614337890915,0.14196188360931147
Ordu,-0.5905218896442417,-0.2600162125386826,-0.24951785480828134,0.4536767594467936,0.4198169339441071,0.2263674082033185,0.111533440134071,0.2122202859559185,-0.06065063406011913,-0.015003268538528762,-0.1501323794547592,0.0646896957483185
Şanlıurfa,0.02090529832546514,0.4794806673852641,0.3792782343979403,-0.23335206855188434,-0.24642604727384565,0.0825703738129701,-0.3619810803060453,-0.2583091855128828,-0.28435909518912106,-0.2672649868492967,0.038012000152693966,0.3902856768135598
Elazığ,0.038088398302076235,0.537634196913083,0.03736838616607779,-0.033581919378558665,-0.5835863092756938,0.09862192917862156,-0.2449958588614851,0.0019389534164894625,0.1796896506274263,-0.0785820207249383,-0.4954663822663925,0.11268614139310602
Mersin,-0.1100317856631279,0.5080434100777084,0.1636758259580636,-0.5643267287447341,-0.30793767931175536,-0.1072189920414967,0.19576094079428166,-0.11421516663347656,-0.3776441405636181,0.035712748060191334,0.07042176851697109,0.2792700615182884
Kocaeli,0.046987225279219176,-0.3373871906469459,0.1695736102891906,0.1625192443813794,0.02913480037392713,0.2924273703943173,-0.025824585897947984,0.35302725010506786,-0.08956967947256425,0.6409784870896488,-0.26227369966405223,-0.3598235346902472
Iğdır,-0.029448610444936036,-0.5047036506359552,0.04326098384687805,0.3813292100023518,-0.036245618353761465,-0.2249829520867126,-0.23007620906041004,-0.5575109678464556,0.029112512497835218,0.15864459064156386,0.3906850557863175,-0.05280580546171746
Şırnak,0.17330246574094912,0.2495161922269141,0.029406202590521163,-0.3107695374192413,-0.17917709413313124,0.33077801478450297,0.7714102209610936,-0.07573783500009061,-0.03559542779516765,-0.21929515207046432,-0.04818430400402274,0.12750645047106332
Ankara,-0.19427225649878735,0.14136256514256054,0.229428330635892,0.055116286302477516,0.029942016970706812,-0.6495129198262468,0.19824839921487605,0.3967767422814268,0.2637014775363696,-0.3020211218852789,-0.02591811499899857,-0.3250769250562305
Van,0.20928054827113626,0.08622080064637473,-0.13251139091980155,0.14274393122072562,-0.3534535713341889,0.023090474582109846,0.7481952734964306,-0.14266541632909654,-0.22144032963086524,0.18831646285875267,0.2952849521561827,-0.1831071513698284
Tekirdağ,-0.10220047819637697,-0.2967065578405472,0.10451622309088177,0.2457226778658782,0.08363247368024293,0.195329885212195,0.3445595922494653,-0.3711655524160528,0.5737097909783667,0.1122783735440864,0.319219392046134,0.29143317102436594
Diyarbakır,0.1012851904207253,0.4843297756117801,0.12548898259942687,-0.07487461897575727,-0.5158283300852824,0.4606454258779902,-0.2710728484285005,-0.08248032463359765,0.08397073801890631,-0.4071039983084783,-0.006724494834952211,0.0492518894664059
Adana,-0.10453490240910973,0.5370822845099765,0.12183805925219858,-0.6213197195916705,-0.19798062476427994,0.0024356638263717443,-0.0028872077292016267,-0.11151832287950364,-0.3622079491021855,0.09085731044585148,0.07114365059932805,0.3218297164441553
Düzce,0.21665784983409667,-0.221405001318219,0.1288976946401774,0.368844476759052,0.28860867097617043,0.11794823680304295,0.008866771653336483,0.6063479594185324,-0.0023295448137827398,0.5021741097464686,0.05067463729728513,0.17799701282683422
Çankırı,-0.3651557525917448,-0.046560435833882835,0.1647188109143128,0.37872018364825377,0.4420789921629228,-0.2082112672755986,0.06018296295632995,0.4858542650423632,0.2377661878616969,-0.2495123392552317,-0.008945365111931504,0.3108067371893369
Burdur,0.5222702409304115,0.032620654894570965,-0.5743250420431552,-0.20296671014469653,0.21255275710525148,-0.20760718094835148,-0.003929450588535728,-0.2115695219878521,-0.3863001130249478,-0.08664279430291415,0.051674591246128665,0.2503266168614217
Kars,0.16437366031657633,-0.384156646651238,0.14086962202723072,0.3231730345326429,-0.15687121903705073,-0.3975836391081597,0.04712239334881885,-0.4509969678697886,0.16789026914702124,0.3559906049123342,0.2965579312987996,-0.26449335655365946
Kastamonu,-0.21152879236317726,-0.2720184099523089,0.016058471923793075,0.3104674518908623,0.3651719000695426,0.2368053274537121,0.10924479159312668,0.3721702215087495,0.4870597284374668,-0.03940114034837988,0.0296762125423823,0.4528586500753981
Kayseri,-0.31371043657593817,0.21877078087538054,0.17109359778565744,-0.4585100090526028,-0.23911944827428386,-0.5918692283696991,0.07190318647893154,0.17117899020131272,0.08215397092063971,0.04039036100246062,0.3968545671500007,-0.07991775272111411
Artvin,-0.1997659221066755,-0.33125133762499565,0.048412715764123884,0.12049037156578662,0.27206638828168617,0.0399154300732497,-0.07933761751811501,0.1032414838496057,-0.1972192691687292,0.32120268476532066,-0.5329685308096345,-0.5610844184274152
Kırklareli,0.14187113783055627,-0.2891657985478784,0.1372009795551219,-0.011425473479759548,-0.02539032640816917,0.2159311748938952,0.43090287280864026,-0.5402574550474489,0.4929992219342225,0.2455861206345827,0.09920248922627592,0.19817370442536186
Gümüşhane,-0.362590356488152,-0.18938115529018815,-0.14378198498703748,0.13135424779565175,0.199139513121854,0.016223382029462646,-0.15073708307692554,-0.2759579623556128,0.15725394649399513,0.3906296837505793,-0.5899745150108014,-0.3613188659506244
Sivas,-0.4960803484520874,0.04985270349127138,-0.06104750096517909,-0.10186812762000637,-0.3194738966069941,-0.3849517809324849,-0.16238186240141586,0.26561920288817475,0.08128000805720104,0.028106019351708846,0.4299546642166068,-0.444842452205188
Antalya,0.28769244274451145,0.19497760728849894,-0.6187632526162365,-0.281894470588855,-0.18844741871653192,-0.34982533406020394,-0.07263587989450572,0.08562870792705443,-0.35300683062707755,-0.24493499468780916,-0.20305768372069924,0.14334049691654738
Erzurum,0.058237161825751525,-0.5505492140085555,0.16740773746349633,-0.04197031919923615,-0.24379568004744445,-0.28604860944502114,-0.4783948888208683,-0.2720984237271244,0.16534723723698194,0.2268139518955782,-0.11942238509904465,-0.35568496111254144
İstanbul,-0.4909502390685249,-0.16725862381090315,-0.164711745090052,0.3122686586675231,-0.33167233138351543,0.4342749862008477,-0.0854280115392814,0.04761259361544324,0.3670706819423575,0.3417662966167753,0.20596830312845527,0.06493465294401833
Bursa,0.2269716570125233,-0.3455655908265583,0.3630180694709347,-0.17421921472787993,-0.1778914299070182,0.3874846532478231,-0.0693948946111996,0.06452616564677423,0.03970419942721795,0.15511053281778278,-0.30115114642090984,-0.5998642572990602
Eskişehir,0.4476311549648737,-0.6046670823699594,0.1583008741961485,-0.08126559198975665,-0.3208542158422245,-0.2159709482136253,0.2715283795479647,0.19120446569498808,-0.04571736842137848,-0.3509677227771118,-0.09568649161163878,-0.08965931969941159
Konya,0.09248203682965757,-0.2109278019935168,-0.3154429537950141,-0.7562725541092503,-0.10177142804665854,-0.4214304552291465,0.01760771184748601,0.13332136654851906,0.1618856972777514,-0.018899973796795675,0.1765004917466748,0.10835967873963713
Yozgat,-0.4759843171584512,0.018182664888415315,0.1389560696105726,-0.5017520214006905,0.1730860276652701,-0.34804284104261185,0.07966769984723254,0.4321662575603233,0.04143617268036532,-0.1612411993463001,0.2897104251491846,-0.214917240573458
Sinop,-0.4689262608832973,-0.4413953379283401,-0.035273221326930886,0.5026546698597351,0.4053055909760818,0.2636975747560908,0.06423347728121531,0.07429309016616069,0.07617182793736776,0.04986281504971988,-0.07977375987517334,0.2706763083743111
Isparta,0.4776266604140493,-0.006756400311000158,-0.679506622461573,-0.09776891307460724,-0.024799999145654224,-0.3659039669108743,0.20690825670685628,-0.23345968609973566,-0.04707734456295109,0.06512305476660495,-0.16938149085677442,0.1832390002688904
Aksaray,-0.3210212865383549,0.059212623468667874,-0.05483571418013715,-0.7143852923309607,0.00708709606920115,-0.4754283449950011,-0.07303628610446905,0.24254795990108735,0.10123770906242514,0.18962977411963128,0.2067136322808422,0.030011606549403533
Ardahan,-0.00829625586041352,-0.4984712318799509,0.2430250624784565,0.2438470057737367,0.3053178293059234,-0.10263917384178378,-0.33648258269171866,-0.4690447406758608,0.08613525248093921,0.40390161292991206,0.02600187341139447,-0.15724469381027356
Adıyaman,-0.2631662107435509,0.41745369715742137,0.1692611113743821,0.072815318319636,-0.4002064412516808,-0.0011669813343464653,-0.3089985505509324,-0.2961518275896797,-0.2285189237009541,-0.21230358466812307,-0.07807232419163697,0.5251504515828626
Kahramanmaraş,0.006289677403374865,0.4661662252974802,0.32089052112915145,-0.10711604757208172,-0.3727305908337917,-0.3008109461232891,-0.26785640982487663,-0.1897383429562785,-0.38149437238144257,0.060578827935269135,0.14183296859880956,0.40214122008919023
Osmaniye,0.148169502143279,0.44402396241733777,0.2040134723758051,-0.1671508712086413,-0.10959927207380024,-0.189678618833006,-0.09015696072268516,-0.2457770003966955,-0.4545624717553185,0.21070307790101106,0.003206447105873252,0.5863189484714084
Niğde,-0.12310778698249783,0.06308409327828303,-0.019139185159539298,-0.902522952179029,-0.02974185969054155,-0.19329802478937247,-0.07177575901257931,0.15781325817753752,0.05666183604686203,0.08925229817622737,0.2343570382314593,0.17761091164306128
Tokat,-0.767510035626458,-0.19191876488317267,-0.1663554970773236,0.3953719112725899,0.19510341538747308,0.1635286967566079,0.0032956341197229503,0.07362963514373086,-0.12914553051057892,-0.1649491932194794,0.22587485852256275,-0.15797789537014847
Bilecik,0.4993566206973099,-0.4802730170098506,0.3561997364272141,-0.029660548440394986,-0.3626892165064829,0.1228919392622532,0.18031197627351975,0.2738094793374913,-0.0784828868199785,-0.10701226910890346,-0.3388287486937663,-0.07534419460147895
Muş,0.2649355598705048,0.26999510741351923,0.20721764927996209,-0.009351938419019823,-0.287321942158468,0.6174713359650481,-0.2803546997726949,-0.1262646104119512,-0.17614700457401491,0.05425311377186929,0.39031177033683706,-0.2630674320672282
Ağrı,0.3185945824660842,-0.24977817533705396,0.11083029098323306,0.3975440072949308,-0.07265304320142135,-0.14474904556495596,0.03693348218512165,-0.24239668057754124,-0.04296679992527483,0.34899588296453465,0.5580808551843609,-0.3799134995337351
Hatay,0.2114950967373187,0.369045422847702,0.0435285828273267,0.01427735599575255,-0.5076372709179936,-0.20601356662762926,0.1472621681718109,-0.04836571822026912,-0.4207502438783163,0.21965906828019816,-0.17521164549586368,0.4866560874600892
Kırşehir,-0.2650449456475002,0.3308332033163027,0.2710548307134445,-0.4511072512463472,0.4399995963258189,-0.452841787661955,-0.04048885780301543,0.16238269863417282,0.0736959073294283,-0.19061542885453975,0.09041390690266583,-0.2583007435383774
Bayburt,-0.15289301378274156,-0.3717732643281276,-0.02430813725640349,0.2131039935228664,0.1915133341599303,-0.3394599832833683,-0.1557510779606148,-0.442548741830646,0.04303575594082608,0.4917657954328786,-0.19977503913658293,-0.36985159722817984
Erzincan,-0.1000856669394494,0.08718318041583845,-0.25777110341316634,0.20702224326642105,-0.07763853811971587,-0.2559091545223833,-0.2709021165389522,-0.3530663934132593,0.4500646830894793,0.2780329616362169,-0.4453799678678045,-0.3539673233400764
Siirt,-0.06907426618430793,0.2764076498028535,-0.20165265483595124,-0.06869281925719584,-0.25216326223462754,0.4573243194446371,0.6502772104287063,0.13936554032152929,-0.17066641954786632,-0.2462166813253863,0.26146865082158965,0.0177334645987171
Karabük,0.17264605560832946,-0.1485163890607502,0.07248529639757859,0.3546362349385689,0.3170780503413829,0.09000669116380262,0.2273615059615425,0.6394072193743926,0.3137252973504597,0.13760941009575406,-0.027854080403657604,0.3602845286084067
Kilis,-0.21019832792022056,0.31376388902326924,0.18268879213790332,0.12008549342879725,0.06982701191811175,-0.00941283023510777,-0.1305333964252452,-0.4606887896893814,-0.4881476330104895,0.019832295378212454,-0.04582212476959079,0.5784068846524536
Malatya,-0.07865808238100694,0.3321340337004999,0.22836943875641474,0.07139918692695096,-0.7839835188410185,-0.14030832856108388,-0.30335708523376503,-0.08747315977495616,0.06604941393253759,-0.19254549904235585,-0.08814350083085687,0.20748545621492606
Uşak,0.6594125674063389,-0.2895596157609959,-0.16926566206501287,-0.05431333376323653,0.12935774679370474,0.07911345790952998,-0.3486425848871083,-0.12779811721357748,-0.11052317557826576,-0.5056610444647152,0.04201488104704204,0.138489715111435
Karaman,0.06017076313061066,0.0884259845559649,-0.2614576606188196,-0.8310628150313661,0.1374159639310394,-0.296776398404739,-0.026487293968840333,0.00726913495387423,-0.1120144609515812,0.06969873113479938,0.052368167272238066,0.3188627311398773
Bitlis,0.11844847422594275,0.3637188651785344,0.17638116976622878,0.037003978029956655,-0.2155313357769318,0.32721068996461233,0.2863127892328236,-0.11049052475259273,-0.16078764966631165,0.0073644321609228425,0.688613317998897,-0.2709242847912171
Gaziantep,-0.09631892103800747,0.40494296885179903,0.2957999887286253,-0.14864039915272767,-0.08119136721247892,0.06908590512555281,-0.0021268298157825867,-0.4034220787035795,-0.5620307176065583,-0.07486726939778937,0.05853511622870462,0.4670368968889556
Rize,-0.4572651761500937,-0.3669248644967794,-0.0444537981760782,0.4274319320391626,0.17349317524966348,0.035031734107690775,-0.20008390596321649,-0.11904731623483845,-0.10051552184664514,0.2461249739897517,-0.3450724389581059,-0.4430707703430237
Hakkari,0.2761120563110298,0.03454658780945373,-0.07205904155058321,-0.14617179652324505,-0.0815036284338558,-0.1470261504271101,0.9204066704489298,-0.07351996068069898,0.05581826897306792,-0.015173172316072531,-0.05045451850637553,0.09646372029280297
Batman,-0.27352955683204644,0.3923043783362157,-0.18065543593973354,-0.03792262559425243,-0.2436833828437596,0.6114411210155589,0.1564501181253206,0.04918845320809384,-0.1245890364182026,-0.3767577316817597,0.2243798433503362,0.2631562934798762
Mardin,-0.2125156351361984,0.5375780188236153,-0.11838553212944633,-0.4193024271085355,-0.06109984088091131,0.5071022460771943,0.15259938714651095,-0.10905884765024902,-0.2385758997338193,-0.2758469114698541,0.14550797871239368,0.16052565151068462
Muğla,0.42461872104785947,0.20217019612414136,-0.4314933403778067,0.2740291410760447,-0.07638807873494388,-0.19203142701063752,-0.0046614306573167785,0.25744831053832384,-0.3875381972689862,-0.034607698234647405,0.4036960785494418,-0.3068892969172642
Zonguldak,0.2523111477813056,-0.17367378774810344,0.01850662531886656,0.293343406887678,0.26343531250501745,0.27174085970074113,-0.0569868360097903,0.6427525597396305,0.3575468647929427,0.1674702285316101,-0.2614330952129577,0.18955405069070907
İzmir,0.4713138784207842,0.05901174325577504,-0.4291449227659309,-0.166598787291069,0.027997034011358626,0.02704114249340589,-0.3044298016594998,-0.2284164848341245,0.06044257218058838,-0.2633416498167108,0.2457704238949329,-0.5316845297716976
Kırıkkale,-0.2490913399369629,0.3486556831430683,0.15100573119006475,-0.04885082488314006,0.5290144626327948,-0.4564087353760751,0.2572510550342162,0.1835834068057541,0.08935915145053197,-0.18562703040023032,-0.2555915291379809,-0.30884930780771386
Sakarya,0.20661709244752166,-0.5050485723339637,0.15523014415042674,0.12325828590242024,0.002874318527580115,0.2493645518877119,0.0703036777223182,0.6101309698396011,-0.010891417632602114,0.4402407264639516,-0.1577857556327995,0.0687466377022905
Nevşehir,-0.2876440683006131,0.12817752566775728,0.16927638682175633,-0.7065565044943715,0.002504540616433171,-0.4176752199519119,-0.16461600488568942,0.2314302649437225,0.2631217966802261,0.058068664546727024,0.19491941121030548,-0.08508194560165472
Tunceli,0.3127888096574249,0.46131007019385906,-0.20487800428578146,0.02697049525457304,-0.16797575773597456,-0.07127446402462048,0.008256823512619589,0.028183907119079664,0.6027814359372834,-0.009475167362732724,-0.49428296709866204,0.06888013793117209
Trabzon,-0.36464908960608905,-0.3375962317580285,0.0191748908669071,0.2547634513321005,0.3818454304024309,0.09994425392710286,-0.04052106456504929,-0.046586814235394285,-0.08555316887927747,0.4450379179159117,-0.4618465747492256,-0.3309083059333355
Bolu,0.242194408324974,0.13621561464004892,0.11370394864407485,0.3888863504214048,0.17650622338606914,-0.2359048837629268,0.13610170806733105,0.6914667583893321,0.18181727109654866,0.2570333831280422,-0.17577668071267322,0.21248378257151448
