,0,1
Balıkesir,-0.9852084933050739,0.17135992740295483
Manisa,-0.9474726086242837,0.31983692079979603
Yalova,-0.9945637666776861,-0.10412931389331849
Çanakkale,-0.9909045946407757,0.1345662822545069
Edirne,-0.9812864256243002,0.1925537610265884
Aydın,-0.9299038262391235,0.36780276500569964
Çorum,0.3479309976413203,-0.9375201442530797
Bartın,0.20519513313547147,-0.9787210825038541
Denizli,-0.9336135262900616,0.3582817097316532
Giresun,0.2760246599207229,-0.9611505538237228
Afyonkarahisar,0.5205584837222353,0.8538260156640856
Samsun,0.2486411510773235,-0.9685956731221463
Amasya,0.4282116164970049,-0.9036784890086862
Kütahya,-0.9667964388984999,0.25554773670134373
Bingöl,0.7421701509662334,0.6702115091631583
Ordu,0.16005441729868478,-0.9871081923999913
Şanlıurfa,0.659595044613358,0.7516211659616182
Elazığ,0.7498239085769786,0.6616374431109103
Mersin,0.5828819449941633,0.8125568522877775
Kocaeli,0.20882073525670275,-0.9779539357898458
Iğdır,0.4846435276760409,-0.8747117531402688
Şırnak,0.6440695553011512,0.7649669325756359
Ankara,0.6818285590132172,-0.7315120068146249
Van,0.6425199647496252,0.766268944234425
Tekirdağ,0.19496976108039096,-0.9808092537615329
Diyarbakır,-0.7731685782331219,0.6342005594707188
Adana,0.6657177283309113,0.7462036626725516
Düzce,0.1119269625026953,-0.9937164359438361
Çankırı,0.26478874259163354,-0.9643064459997877
Burdur,-0.9331482077264087,0.3594918947862262
Kars,0.5226431535286142,-0.8525515433507029
Kastamonu,0.291829568807982,-0.956470335540704
Kayseri,0.7817749417316227,0.6235606951055511
Artvin,0.2911552758286368,-0.9566758099571403
Kırklareli,-0.9761172508841458,0.2172443613223997
Gümüşhane,0.3334936303661176,-0.9427523526914305
Sivas,0.8238290890326783,0.5668382768158722
Antalya,0.6473483965505935,0.7621942360601894
Erzurum,0.522150772476438,-0.8528531941678233
İstanbul,0.5123958974280697,-0.8587493489365119
Bursa,-0.9673418805614727,-0.25347521794406896
Eskişehir,-0.9533309196544962,0.30192740457055695
Konya,0.7596368831493919,0.650347450028888
Yozgat,-0.9744608386213452,0.2245575070964779
Sinop,0.23313430404889043,-0.9724445466326805
Isparta,-0.914225873036547,0.4052049519324309
Aksaray,0.7397541750992155,0.6728772253712256
Ardahan,0.4131389615138566,-0.9106679957477656
Adıyaman,0.7124176813110692,0.7017556892219398
Kahramanmaraş,0.7342735898250855,0.6788536626441534
Osmaniye,0.6411724686825558,0.7673968109156547
Niğde,0.6916221106493827,0.7222595489579164
Tokat,0.3544832375290289,-0.9350623692091016
Bilecik,-0.9708999151858241,0.23948560435266206
Muş,0.585706939926898,0.8105229056118457
Ağrı,0.5150473046264414,-0.8571617548613784
Hatay,0.6302270754862614,0.7764108663098644
Kırşehir,0.7651497879784437,0.643852313777424
Bayburt,0.36465303722641673,-0.9311434703854985
Erzincan,0.9239418719280212,0.38253289701428833
Siirt,-0.8281765775145326,0.5604672661773527
Karabük,0.05476052830562817,-0.9984995165445442
Kilis,0.5851380419619512,0.8109337037322681
Malatya,0.7245342322813498,0.6892388165595977
Uşak,-0.9423115175753551,0.33473721610366414
Karaman,0.6293880571208081,0.7770911616751887
Bitlis,0.6763804203502655,0.7365524604308903
Gaziantep,0.671986602409765,0.7405633032913395
Rize,0.2330942190706945,-0.9724541557501943
Hakkari,0.6744858482964312,0.7382877761739276
Batman,-0.8121092447772935,0.5835054194669096
Mardin,0.5279910029029148,0.8492499637053712
Muğla,-0.9337774308622399,0.3578543133906798
Zonguldak,-0.0026212585815959667,-0.9999965644958229
İzmir,-0.889685173009409,0.45657452067238474
Kırıkkale,0.7883594283684435,0.6152149313065971
Sakarya,-0.9920964256254051,-0.12547781581337333
Nevşehir,0.7415905625723885,0.6708527688722529
Tunceli,0.6175139135501728,0.786559957391647
Trabzon,0.27674690371232236,-0.9609428449630302
Bolu,0.40247142013099957,-0.9154325512989673
