,0,1,2,3,4,5,6,7,8
Balıkesir,0.32363698933355817,0.44241972715180766,-0.6266930939268398,-0.24369778858791516,-0.22060920360222067,-0.06911877780802292,-0.14308482476229803,-0.21224448963868703,0.3583632534243318
Manisa,0.14699594462027984,0.12358928678484411,-0.055189285476456136,-0.2726198341390139,-0.27631543912894,-0.4596717474824728,0.14768728454593374,-0.2186998183907773,0.7269532084972883
Yalova,-0.14526461577215202,-0.2893225036867761,-0.060313667686740964,-0.2818864781688348,0.23392015287843002,0.34397590684601426,-0.19208977301815552,-0.6856311783450562,0.3634092722407167
Çanakkale,0.49923327210453744,0.40793122788721514,-0.7022091399895933,0.008152516973378024,-0.00227404137956479,0.0063349837179118565,0.184443856460916,-0.23859726261960465,0.014164050326644986
Edirne,0.21631820072822644,0.36338829632072467,-0.73962094898792,-0.06440237239633895,0.005064188596995369,-0.039727987113148136,0.2266795254332171,-0.31588575202471264,-0.3423407568924587
Aydın,0.13804220038802323,0.24411776955187267,0.19734331807987973,-0.22563120254071006,-0.23860278508181837,-0.5979246926662546,0.19593634763561601,-0.14441468250080167,0.5981681709643886
Çorum,0.10341636659744795,0.45258558459958387,-0.07550255218351806,0.4281190776972841,-0.6065828143839866,0.2336731412503929,0.2049003898492648,-0.14789191756670506,-0.33027674300210086
Bartın,-0.5443376989523337,-0.40691978794613715,-0.28674077010250715,0.4139035384708554,-0.22453466368846195,0.16792302565107367,0.07616822369414389,-0.4444018118741878,-0.05165095197760173
Denizli,0.1271725574466649,0.058795704688444035,0.225901566950098,-0.12452999228539806,-0.1437262828627823,-0.750047016271153,0.21580413994016684,-0.053677906431042706,0.5302362241082818
Giresun,0.3491277341557746,-0.5049655309847444,0.3168690445010012,-0.07937591787067867,0.10343185612670434,0.3211643362598948,-0.009893054689353559,-0.4191196484325653,-0.47624497695971874
Afyonkarahisar,0.44614381279715065,-0.016043655183884457,-0.0548530879281799,0.34471317912427885,0.04626673976994257,-0.4918608563382232,0.3542010545541465,0.06320154515569819,0.5525773491104139
Samsun,0.489666336400865,-0.3050740380599208,0.09022041457053498,0.19448190605974897,-0.3609767346606541,0.18689393131348536,0.21629825956166382,-0.3796658213168001,-0.5148098268428973
Amasya,0.5471806403162159,0.36363636427177726,-0.11048249153403128,0.18987272951051506,-0.22554011725107867,0.13700206730781803,0.23204850548914044,-0.2803592333833908,-0.5639310130819967
Kütahya,0.3778038874944523,-0.20403121626646428,-0.27243841520799483,0.2853510882818057,-0.18619553084066304,-0.15265115587986325,0.1924091777318383,-0.0635905900442088,0.7489668522732806
Bingöl,-0.38630811343559385,0.33117514592204844,0.14081148517122002,-0.27520587963817583,0.5274217650309395,0.34421115982105627,0.2022640512815241,-0.38691709552707587,0.2413551069444436
Ordu,0.11123884044509125,-0.6197844344560656,0.21191272816365525,0.21595768901433388,-0.24950818045157722,0.07816812888851705,0.11691899611770028,-0.4361748388336224,-0.48955624519490737
Şanlıurfa,-0.033318400702780915,-0.13877460056815946,0.1332578959946127,-0.5646044149131781,-0.02253639355713973,0.19580251112115107,0.5234043346160563,0.574393309205841,-0.019219747037105498
Elazığ,-0.12010918966475063,0.4657292525792426,0.27881639845140943,-0.19997478556839365,0.567124958705827,0.4032189671716057,0.055153810738682245,-0.2823604751384399,0.28975146575658745
Mersin,-0.11322450505445437,-0.02353229012298548,0.17948609156836662,-0.28589024142744923,0.25043099713565037,0.21457318091765992,0.1027086058108022,0.8669720549251487,0.04160552298188851
Kocaeli,0.012644156703244093,-0.605635122622063,-0.2884941301277565,0.06674796234617231,0.13486107098930922,0.13034216452737607,-0.6138747911438275,-0.3572972695078488,0.07537827028115804
Iğdır,0.39355355889564464,0.28794042736749775,-0.38839600918104517,-0.2750131323996513,0.10364689404702672,-0.3145043289979655,-0.6040431454386614,-0.17639492066221849,-0.17344532982195826
Şırnak,-0.2816652419847379,0.12175227482212031,-0.34009552506499074,-0.5033303484704302,-0.2665721702532595,0.1322908122246391,0.5223664236770527,0.4187487601733353,-0.0074755259531384555
Ankara,-0.19267098975408098,0.44065776956085456,0.237866367816217,0.3379564642260812,-0.642208106129768,0.2874709721578074,-0.2931232216168358,0.12676382329025104,-0.029026502101164663
Van,-0.2311579889791842,0.16870152880958747,-0.351143612569277,-0.7523976276786074,-0.27624488897877925,-0.3176363881059516,-0.12715155307013115,0.1844371085148975,0.036236353878858
Tekirdağ,0.15917416005556506,0.1581948744426574,-0.5141286613901771,0.07191633055931032,0.16436409367720867,-0.34518762545109494,0.1541933868609943,-0.2740971652456246,-0.6595929205233023
Diyarbakır,-0.20596487444478798,0.12650804993348327,0.18742530687155845,-0.7056599586699485,0.3535531901719011,0.2783374447302766,0.3114299964272308,-0.09758386107754995,0.31544748665003364
Adana,-0.1675580118264193,0.06976486481823954,0.3024908678711921,-0.23574807624179944,0.47637819606479165,0.22412721645603884,0.16705190534234363,0.7175581070724713,0.0037582930011286837
Düzce,-0.4641061009754203,-0.5229383769858084,-0.3392448675440043,0.43475766910364877,-0.01076598323906918,0.09321208012596689,-0.298749064137166,-0.31132928104429064,0.1098105053196391
Çankırı,-0.392220456693535,-0.08852191555306148,0.10510236275876098,0.49425156712189555,-0.5648155468875481,0.10447852157261436,0.06627834507787483,-0.1218455447941272,-0.4835538711143667
Burdur,0.07845679183909698,-0.019675985963086853,0.17690880649191942,0.1779030665591603,0.13615324033351006,-0.77757716342159,0.17345056475788245,0.12089755978033233,0.5124898947114978
Kars,0.16532909557001468,0.3029297462764722,-0.4089373674276409,-0.3809916788932524,0.04647597570628462,-0.3189637369522131,-0.6657427664643015,0.05176416715778936,-0.1368378135051587
Kastamonu,-0.4219086064432234,-0.03964820789489906,-0.31977057081957605,0.5411306247746028,-0.0322770947709653,-0.1683656800345288,0.15626826353988083,-0.34729250878668544,-0.50092405260595
Kayseri,-0.0718570941858419,0.5375242249693611,0.36569257270696565,0.24869265739645707,-0.2592452447709688,0.2787506959260681,-0.3362086958621413,0.49032464226865774,-0.10936443940088302
Artvin,0.48634697829889906,-0.5493728346898888,0.17707017283000326,-0.003058969982069515,-0.1962925129297353,0.1655217975930966,-0.5320519207987101,-0.27951790211317695,-0.056171003755144486
Kırklareli,0.1478450757548722,0.14697062158821791,-0.6118647119471189,0.03924316492084933,0.05417751268819408,-0.32273706328125634,0.25032120630454396,-0.30444406321195067,-0.5640759783917596
Gümüşhane,0.38691526468498977,-0.13815713628909193,0.45562652560077044,0.007890909142346476,0.2353343014470212,0.3179254490477436,-0.37692876816192694,-0.5345033997388783,-0.19830123846755796
Sivas,0.13605165658264295,0.40117234588809375,0.5814234627402,0.2541892747001844,-0.309446084089615,0.4832412731360612,-0.2150467271869192,-0.06326182324905677,-0.1958548060763244
Antalya,0.23398763652368035,0.0173367089231102,0.520151683740879,0.2449105721139396,0.023713897123579915,-0.3659189670440866,0.2694174318516418,0.3186790731987071,0.5530001070582261
Erzurum,0.24832639621619446,0.06693918870192035,0.11220711871430683,-0.2672764819317185,0.1443090885160969,-0.004370018993460233,-0.8593610861735772,-0.3003010243704917,-0.017308925804312834
İstanbul,-0.31940755159721057,-0.06860920992353672,-0.12812444610267745,-0.21871097060938444,0.23945242616430085,-0.11465487952283834,-0.05360487738178736,-0.5432733997365348,-0.6786151740180522
Bursa,0.3228065083421627,-0.32485309405263174,-0.39019983667696706,-0.20562895622639213,-0.1865286516767655,0.44046959134278474,-0.331020996821777,-0.29982643490048483,0.4092066166117525
Eskişehir,0.4014143629512919,0.007150759518379346,-0.49353734496124774,0.47236946967098964,0.024089163073988593,0.031222755544895862,0.08677003612826859,0.16655767288053502,0.5790316945552878
Konya,0.043225441134622594,0.1595231996625271,0.22787059518473227,0.35921856623117865,0.27752646937591224,-0.6842418675031315,-0.09490349590195044,0.48086392909629994,0.07922283284725913
Yozgat,0.015730271174449015,-0.0023562804604203604,0.43214047618016077,0.3982202462854618,-0.6483609133023109,0.3206332495142121,-0.11715332083793706,0.06312986477444033,-0.33694868422989277
Sinop,-0.09827148250867365,-0.491046757738656,-0.21208804540094023,0.4064919818186761,-0.03852265288144531,0.022768379424062537,0.3159128406476582,-0.42787759323425445,-0.5040993707498574
Isparta,-0.10240851232629229,0.23238222656663984,0.2560254262243226,-0.004643922742883726,0.01291574540624908,-0.5826930225512744,0.284717595954116,-0.08486754618916771,0.6648126259600211
Aksaray,-0.47185875392237214,0.24088370463361317,0.3741104816623352,0.5204399701555014,0.07129889537393147,-0.4049147627100447,-0.1096159803785308,0.35523205367027244,-0.035538282351709964
Ardahan,0.38575923460343087,-0.0973780110319308,-0.04669085445456955,-0.1373411407473519,-0.030988761595473684,-0.23534725500491596,-0.7886149982189838,-0.061460610550339974,-0.3723238579589573
Adıyaman,-0.12489800126781023,0.19009610549864725,0.26748953250544094,-0.24036629729269718,0.6913939041924761,0.3078273269708528,0.33064559274418825,0.3652895534540888,-0.05823395256201266
Kahramanmaraş,0.1817542119889705,0.1245025794347396,0.13838657839252141,0.19590968684644255,0.5405229324939895,0.23055288210604485,0.06027199344927643,0.7366764539075096,0.047838067723379486
Osmaniye,-0.06656125199586536,-0.0999712958704619,0.025906968069419885,0.06003029749005284,0.5541695876178162,0.09011746380203244,-0.05614411143482951,0.8130266546659279,0.04371430606497315
Niğde,-0.23592948941399455,0.12250841035439422,0.31111556966324955,0.207744386174775,0.22985863661559403,-0.12241770340661799,-0.33711292544800553,0.7731775572837581,-0.10054149003146974
Tokat,0.20938826617993925,-0.3083882063761701,0.3277953245480501,0.23500977624215977,-0.22551111745344332,0.12103290474957325,0.2060131419968114,-0.3970349529112584,-0.6578689092770941
Bilecik,-0.02825337135034356,-0.22102363455413757,-0.7306202856005428,0.22709437225477141,0.06939677436958426,0.1272078229874007,-0.010944123274822606,-0.12475055236227102,0.5729679115482551
