,0
0,2198.508100004432
1,1688.7538990712121
2,1609.8405157703066
3,1568.7231168875792
4,1544.408431053341
5,1524.5754025670674
6,1509.657969272346
7,1495.8968642230773
8,1487.4662784469447
9,1479.522120371964
10,1474.6918720219073
11,1467.3543307582886
12,1463.3022826184324
13,1456.8677052956493
14,1453.270268954798
15,1450.2366666358555
16,1446.1245571592717
17,1444.0600949786285
18,1442.130445022923
19,1440.3083275202816
20,1438.6813473210143
21,1437.7015632444468
22,1436.47862073598
23,1434.522761564534
24,1433.490024283901
25,1431.8865712664153
26,1431.932587418926
27,1431.259413811182
28,1429.7914921724396
29,1428.335630363201
30,1429.5103952008633
31,1426.4349274513156
32,1427.7689674282196
33,1426.3536154856836
34,1425.9537949839514
35,1425.7928153078549
36,1423.9262954245373
37,1423.7233572699868
38,1424.2053495860484
39,1424.951119809171
40,1422.676927306651
41,1422.7685740809002
42,1421.8766007610493
43,1422.6977814001482
44,1419.648571538963
45,1421.3497310004568
46,1420.952719601718
47,1419.739362521145
48,1418.7313083957292
49,1418.994389959679
50,1418.896258420743
51,1418.3498853586823
52,1418.0817835329447
53,1418.5902095817787
54,1418.1844965629784
55,1417.3966411137767
56,1417.8748623355646
57,1417.9937797341258
58,1415.3770927504138
59,1415.9816981114177
60,1417.6605828015847
61,1416.8715774997438
62,1415.504508232791
63,1415.429568726052
64,1415.0232569966959
65,1416.9459042593624
66,1414.9715944350337
67,1415.2408586511187
68,1414.6500505973156
69,1413.928978884986
70,1415.0148263263561
71,1414.6771132062831
72,1414.5201918653188
73,1413.352036371443
74,1413.9752863105057
75,1413.6519114354123
76,1414.8871451692075
77,1412.071294021882
78,1413.4971143595096
79,1413.5475337205373
80,1412.0981131839899
81,1413.1876343133624
82,1413.3515228927881
83,1412.4211904158435
84,1412.6523450389664
85,1412.926732511989
86,1412.815493824731
87,1414.5368770507355
88,1413.188973800395
89,1412.6477486770175
90,1412.6780002649375
91,1410.8103539410986
92,1411.7915489670552
93,1411.9887440828468
94,1410.3560574976484
95,1411.0091649258718
96,1411.948500218445
97,1411.4119069749604
98,1411.307283940305
99,1410.993372870165
