,0,1,2,3,4,5,6
Balıkesir,-0.10336019141205785,0.18419716522050525,0.7355122804640066,0.36343926127337056,-0.26199696004931394,-0.3497312608320811,0.3022702465169501
Manisa,-0.6610236072389033,-0.05607063071196258,0.18140187233062885,0.3353989468078312,-0.3005063365462491,-0.13389496458259179,0.5534192464981225
Yalova,0.19343285709041452,0.7453892483924361,-0.14632533283962126,-0.0157287046991789,-0.4996394347087879,-0.2731617304952166,-0.24710970695907508
Çanakkale,0.44839308523608923,0.23912701890372484,0.5686353459214686,0.5618487468506063,-0.12201028518598124,-0.135924338077897,0.26340046241564496
Edirne,0.48126168199284985,0.021381754547035108,0.04364360837131415,0.5627208200129274,-0.0108744095566004,0.4766338033687785,0.47124568209504136
Aydın,-0.7506968257840398,-0.10849828908338803,0.15591021057193458,0.22949717432061542,-0.23110287493354145,-0.05629524081681559,0.5395625610629794
Çorum,-0.0991766421029441,-0.38528190241159027,0.2869413155622367,-0.2717914267981625,0.011319850497032638,0.6801821907339828,-0.47195338696821254
Bartın,0.6931237863551831,-0.42348511986014836,0.26802103361066076,0.2752459966768385,-0.3610228572928835,0.24811007555299158,0.02735002417746397
Denizli,-0.7640605811109473,-0.1807969962106037,0.08932036969672282,0.2657581124568613,-0.1854031057301945,-0.137221154798903,0.5017114856523471
Giresun,0.2679050338654226,0.16038013074623877,-0.40905174490534707,-0.40752141501522154,-0.6561576582852496,-0.0831206971718738,-0.3628445258792642
Afyonkarahisar,-0.5824970949263104,-0.14921307174473084,0.6023513908892747,0.05202352977932047,-0.20385089586413876,-0.3035199687106375,0.3731211448246382
Samsun,0.24558060410786922,-0.16711212203573403,-0.24230635970907421,-0.12898317396507947,-0.7808947739480471,0.16849585186039603,-0.44522710425088324
Amasya,0.03556966849477092,-0.2018588476060377,-0.40071873294616106,-0.16266839749757028,-0.6672981731967699,0.1811227239246371,-0.5411644858768029
Kütahya,-0.33679497386330226,-0.17953665781614123,0.6095074993705892,0.267123172629348,-0.35451835691582295,-0.47011803614154246,0.2545335334296746
Bingöl,0.15740436302766175,0.3823904328623609,-0.16866807907017056,-0.34586245055274556,0.28864667491353985,0.3089641270738906,0.7086296162301202
Ordu,0.22435880347263248,-0.23696019786759348,-0.2469137207518349,-0.15750294020952693,-0.8128079103292662,0.1875969938741053,-0.3344997743740481
