,0,1,2,3,4,5
Balıkesir,0.32574002084910536,0.7547005678092207,0.13027121411434836,-0.11917454497555036,0.4174018445049073,-0.3448521865562251
Manisa,0.12987574804791402,0.8194840868970553,0.09073413364780598,-0.17377140204341915,0.5179216776635642,-0.0700433724252339
Yalova,0.6656294490330885,-0.3091832373313272,-0.23089771421383276,-0.27051114819477334,-0.027414532565344773,-0.5780151987712983
Çanakkale,0.8050718475595487,0.18285805095631757,-0.035166492719673176,-0.2050569761093137,-0.05345808819571936,-0.5218040251020222
Edirne,0.7351736285182568,-0.259368978009148,-0.3221823393046796,-0.24530696766473922,-0.052184028243782155,-0.47491823320371374
Aydın,0.1272837781098443,0.8532868864263453,0.21952671498324222,-0.16994517765577105,0.4122190282481962,-0.09328697676120278
Çorum,-0.07137595390634567,-0.3630458692728777,0.4562162684201798,0.6316765893522448,0.46533008582057767,0.1985509610431424
Bartın,0.18394634300373947,-0.19378641033168936,-0.4847680367529645,0.7204793762520786,0.41624001704376057,0.03555611362074141
Denizli,0.1054621293979533,0.9187187271937898,0.13754674232506794,-0.03833067776527307,0.32752165059866556,-0.13105289303641535
Giresun,-0.04208495520730972,-0.5085430149561844,-0.584697460618135,0.4714802637885415,0.33717448140699724,-0.24851854654529731
Afyonkarahisar,0.09828610749635806,0.9236540062322839,0.1926360077257415,0.08955816127130908,0.212015727983842,-0.21707867976597364
Samsun,-0.3181780705382674,-0.33871022895373454,-0.39860197448479673,0.5732588234698344,0.5379262941436582,-0.0846415119803951
Amasya,-0.4180406404278527,-0.35906022767268425,-0.24196984164867233,0.5698379911392017,0.547086754922262,0.11725663320211507
Kütahya,0.2835921353623697,0.8637637711494129,0.12822430077884825,-0.01579446563029449,0.3295741503320688,-0.21949394385376497
Bingöl,-0.061752909390612565,-0.21240535589588874,-0.11254650453378567,-0.7365575483947866,-0.04052055998786475,0.6278892333896909
Ordu,0.015314477608949115,-0.3573447541967131,-0.4252846415018425,0.6775124782182191,0.4543515891367933,-0.16045137093145345
Şanlıurfa,-0.30583294224639385,0.20057889042617416,0.08884880149904108,0.0478384198097722,-0.9096837256218108,0.1689000164399895
Elazığ,-0.2374541500057618,-0.2147402852736381,0.010470285016595604,-0.6386124451158122,0.02339106193167012,0.6992993013168405
Mersin,-0.2835541807607775,0.2261480077593253,-0.00777181412341443,-0.09867281157856678,-0.831085778479254,0.4098216796724116
Kocaeli,0.535961719514324,-0.36792803171552524,-0.3043284599843197,-0.12006599215103425,-0.09920506504571681,-0.6786020186639763
Iğdır,-0.4572033403366153,-0.23597805307469022,-0.10633271136057637,-0.5873138109258201,0.2752426972940301,-0.5507056960200477
Şırnak,0.022502974698217514,-0.020897555536907753,-0.09490899507758595,-0.5344355515385236,-0.13215880880779707,0.8288316363785193
Ankara,-0.10479022860954669,-0.26677193006170824,0.9166734416550175,0.21903967493294502,0.15486768605082263,0.0748275838577509
Van,0.181179725716126,-0.09960389163885987,-0.09469931455108879,-0.812827113390651,0.2546576424017208,0.4719603590205397
Tekirdağ,0.7080514698142385,-0.4265911722020976,-0.36301408846244665,-0.0017721041967864322,0.012064917581825532,-0.42983154477233876
Diyarbakır,0.017625946732541455,0.05190197322313156,-0.07298207565046479,-0.7604822552909616,-0.04118548196007138,0.6415914769340116
Adana,-0.25274636741050055,0.22458490532688913,0.09512061540855804,-0.0070509050804656625,-0.8862407627357367,0.3019280672404134
Düzce,0.7661787919855123,-0.3536837133101081,-0.28786471845826755,0.23106286357687617,-0.061689618174679016,-0.3844686431984446
Çankırı,0.1627344493657384,-0.4438917240699959,0.33070887160692347,0.7553729410203404,0.27956190479080945,0.1355217321918806
Burdur,-0.059530314539397985,0.9720040172043207,0.12049757616313657,0.08544813799102924,0.1572679174519325,-0.07148485281869421
Kars,-0.4867297641032634,-0.2471867975710666,-0.019420687086017623,-0.5839042088762443,0.15653431427248468,-0.5798004346906782
Kastamonu,0.011531726625887266,-0.29520183692916646,-0.46957073533108556,0.7363444557473476,0.3591777112095254,0.14496355933724972
Kayseri,-0.2381444600048185,-0.29276355363329076,0.8596238307369111,0.2525043992978999,-0.18419897575024494,0.1446922704569479
Artvin,-0.6446029183344749,-0.30150505465707084,-0.3059969022921125,-0.19070210523839806,0.18822789137912968,-0.572844344864428
Kırklareli,0.7969213896182257,-0.25410611214533935,-0.18704385952244842,-0.241291547824001,-0.17705505046789263,-0.4192742243529798
Gümüşhane,-0.35519031695924114,-0.49916805257612756,-0.14313954482141944,-0.10196495714888636,-0.06505355847620482,-0.7678237732561266
Sivas,-0.2162316868131009,-0.4683099075015644,0.7953447045267299,0.3111288538346264,-0.030053657603092976,0.06043263283486305
Antalya,-0.3239521411446206,0.6234944970404044,-0.050852595229484945,0.2531338352274659,-0.6586886177877633,0.07600133042555961
Erzurum,-0.5983212270490788,-0.28403325799898826,0.02385919707559943,-0.4603793066212527,0.21370983434595459,-0.5505874654100218
İstanbul,0.6939972860575869,-0.5349169159252841,-0.3873869083000294,-0.09323188215692896,-0.05117279996556383,-0.2661807731084123
Bursa,-0.04862743142514026,0.27647563471271863,0.08548568276238627,-0.5320846780657258,0.48077166616429695,-0.6321655596021821
Eskişehir,0.2584677192265547,0.847596374604542,0.3035554292716714,0.021007764298823235,0.21859138550571228,-0.2727735420758568
Konya,-0.27573870749934426,0.48643884173126045,0.1897686572361142,0.297478164634773,-0.7496728896264129,-0.028819703281855204
Yozgat,-0.10810751721680899,-0.32795606818720585,0.8325346990081565,0.38999533970223005,0.07203181747305487,0.17423722131013036
Sinop,0.03217676485088987,-0.3732717659371124,-0.47062542365661014,0.6500278553606124,0.46432537807823326,0.0032071317006191155
Isparta,-0.10644527506517461,0.9735470339146707,0.1620167866192743,0.07983692698489776,0.07692985459157564,-0.048311485052087065
Aksaray,-0.049794340272622264,-0.10640107608355624,0.859070287521169,0.37242451957243006,-0.3307902354620065,-0.008681769842982787
Ardahan,-0.5183045243679635,-0.35245452988121045,-0.03656457962723708,-0.43959926412782513,0.17976863380144628,-0.6166319657478306
Adıyaman,-0.24305835294859438,-0.04226324527590312,-0.2452087201993689,-0.34872639772470565,-0.5074801115566601,0.7070098829600924
Kahramanmaraş,-0.4135247681417459,0.13718146122563213,0.021927895940799715,0.053703003181002504,-0.8810075354351062,0.17504110992800145
Osmaniye,-0.390918251554319,0.12093133213708848,-0.04319426948946351,-0.016616619533592704,-0.8885357975228536,0.20228893461639694
Niğde,-0.145786064821043,-0.19910339441999944,0.8054582944280686,0.18772638451342655,-0.4997224088447964,0.07333155001312122
Tokat,0.10169023925705772,-0.5568529536780141,-0.011353091365419937,0.7185268997985711,0.3762976694342227,0.14684736558954273
Bilecik,0.685658522391229,0.5312550569276893,0.06982345726026054,-0.1833778476729654,0.23566704434614288,-0.3919167630623144
Muş,0.39366104264440327,-0.027042774382058307,0.07912934953056672,-0.7653361743979193,0.1544542774861535,0.4779567284021635
Ağrı,-0.025459778832745066,-0.13178362184364967,0.22493067196634228,-0.6561502743541794,0.08691726945194918,-0.7023555191071541
Hatay,-0.3242450472702087,0.3472088693257352,-0.17639603853386882,0.07648503336789543,-0.8390709311262706,0.18249821966651533
Kırşehir,-0.11111681986770768,-0.30108682935307135,0.8847946371085449,0.2986100569557705,-0.06565573904571577,0.14373441303944
