,0
0,3596.301307864035
1,3086.257411232216
2,2987.477575969765
3,2924.0251135042267
4,2884.3834756728634
5,2856.7162592388595
6,2836.1455496642916
7,2815.7984345169925
8,2798.5676673705602
9,2786.4209456005747
10,2780.2100461240866
11,2773.863357823462
12,2771.6908090244337
13,2770.570759700865
14,2768.8863014637386
15,2767.9045139870614
16,2764.91048196721
17,2758.8075034459052
18,2750.469697829913
19,2743.0257760297773
20,2742.9029195763737
21,2738.817078397968
22,2740.588319291077
23,2741.5574887771327
24,2740.517613074788
25,2742.125570002652
26,2741.374027817864
27,2739.901409233296
28,2739.299805550635
29,2740.757757029996
30,2741.254926788678
31,2739.688723187726
32,2741.916207855742
33,2741.0195130474763
34,2740.5836679977533
35,2740.557317563256
36,2740.2301519461894
37,2740.179246275388
38,2740.5511706020598
39,2738.977286554372
40,2740.3965058718186
41,2740.134262009977
42,2739.2250369640506
43,2740.472039714898
44,2738.4893587081838
45,2739.5836971963804
46,2741.1251669496373
47,2739.1742144096866
48,2739.7134275685985
49,2738.575363821935
50,2739.3552763675043
51,2739.213322802691
52,2740.9938777158595
53,2739.5406001072583
54,2739.9785914927024
55,2738.804176073742
56,2740.502640396221
57,2739.6330440309894
58,2741.7372433971273
59,2739.294428814104
60,2739.7572556392515
61,2739.2092274612583
62,2741.031882325767
63,2741.805147537911
64,2741.0428034789925
65,2738.2997302239414
66,2739.6125087287814
67,2740.24228338996
68,2740.152118159248
69,2740.130149134851
70,2739.2598704647785
71,2740.713897613959
72,2740.2227684043546
73,2739.8270438480117
74,2740.094119371364
75,2740.4991320180175
76,2739.8959486010885
77,2739.6361235976456
78,2741.009420260565
79,2737.8756355111323
80,2739.996157289544
81,2740.0207986483415
82,2740.205494319858
83,2739.349227344536
84,2739.676443974867
85,2739.6279233648524
86,2740.1289956666624
87,2739.8998665161703
88,2739.9648846687896
89,2740.517629314075
90,2739.257144093705
91,2740.7765553233594
92,2738.917386280214
93,2739.8203353107297
94,2740.2103045290755
95,2739.448010607934
96,2739.106138099767
97,2739.6602690354666
98,2737.549034275989
99,2740.572375857866
