,0,1,2,3,4,5
Balıkesir,0.47815734739642396,-0.05447591766076793,-0.057512868172994475,-0.07277239525137334,0.47414525762509746,0.7314237135076743
Manisa,0.3018683448065331,-0.4414430264771654,0.46938358833960064,0.022053318854885155,-0.09046704749832082,0.6964280064876098
Yalova,0.2851136549710416,-0.01936098797364904,-0.6683219507102484,0.22069677386102005,0.543923574531681,0.356540608021867
Çanakkale,0.24649837763069515,0.3885919693985887,-0.43368637416230726,-0.04266956510627587,0.3296987408176414,0.6997349559134629
Edirne,-0.06301434340271554,0.4690279658635154,-0.5376302036216973,0.19844325265214835,0.17665875051433103,0.6452965870517994
Aydın,0.26993968800649537,-0.48687891710165526,0.5848265985229623,0.021747372778142343,-0.11833579018162371,0.5775664698718893
Çorum,-0.45575491320841033,-0.3254314330733081,-0.017207266668066826,-0.807322600211196,-0.06986113149965548,-0.1715674588081391
Bartın,-0.21749461314724933,0.27605472329657216,-0.4453879586857298,-0.7643401470010304,0.11926021443462968,0.2822775056407969
Denizli,0.20341063185247932,-0.4532043824157971,0.642479552953762,-0.0993748738204575,-0.13562794626633792,0.5587303654622402
Giresun,-0.6070606315438635,-0.23462132841417832,-0.22706882021612668,-0.027772622163793247,0.5985720558698573,-0.40719792258589416
Afyonkarahisar,0.34169104948517814,-0.320543812157526,0.6259975063954972,-0.15820372037361088,0.04999913030728713,0.600914039613255
Samsun,-0.5843053457855081,-0.32888429325194163,-0.1521270615695544,-0.6023082992817016,0.270298484433371,-0.3023957400597246
Amasya,-0.5903228352752543,-0.2592141045076346,-0.07080250381982776,-0.7060307368970056,-0.015186651332226344,-0.2839083792488655
Kütahya,0.5930837314268399,-0.2985738151962589,0.30224442561642045,-0.18904775566360124,0.3297415989824396,0.568581652499292
Bingöl,0.17738190864389664,-0.251857196679853,-0.4332613947963725,0.5621863174735187,-0.5722821416622821,-0.2717128438729226
Ordu,-0.7109522621505385,-0.200399338697915,-0.1520440150326364,-0.6237451549918726,0.18248388770509325,-0.09439923642395391
Şanlıurfa,0.7441901827921363,-0.2327007230752323,-0.09978764294256394,0.06632773162543014,0.05052127177548486,-0.6124720440539718
Elazığ,0.33745165124195486,-0.31212164392604863,-0.4712131814109922,0.4020773064037863,-0.5072726930005267,-0.3842822592087483
Mersin,0.542290278253684,0.3963892761583106,0.16198815261345026,0.20981744564856253,-0.4773490993798821,-0.500670661307253
Kocaeli,-0.0746767811069807,0.20367148806255234,-0.5473613834190468,0.21613830950107157,0.6999465306931792,0.341607822791098
Iğdır,-0.5704359630674577,-0.14397530398888525,0.04520268174435918,0.7487446454204936,0.2579897942943273,0.15701389568391094
Şırnak,0.33349067982768077,-0.2353703254740506,-0.3761100498178303,0.26013117247956247,-0.7756789500300486,-0.150266251583746
Ankara,0.06781253455882533,-0.15427800131388222,-0.018191260339008312,-0.9337085206063522,-0.01309972894740444,-0.31509622683107663
Van,-0.22221158650917056,-0.2747711873795153,-0.1603400133364693,0.5486361946934476,-0.6037564372457356,0.42882441148682054
Tekirdağ,-0.5903814413556676,0.3897356688317227,-0.3857645338691363,0.09464081320235473,-0.0004625092455696933,0.5846233737316846
Diyarbakır,0.3501934164070046,-0.37315825367680533,-0.3086857528224666,0.47827480574715603,-0.6318146886551056,-0.12204099397197068
Adana,0.4794228246700579,0.5131622604311572,0.2275173775173914,0.22241326276889603,-0.3669806275074493,-0.5204917407230496
Düzce,0.09923035593802386,0.42721880054550676,-0.516173673132697,-0.16024450365202844,0.4968288740858388,0.5183482815728089
Çankırı,-0.5129620767552314,0.06307739115929219,-0.24925396052819562,-0.7956107948515844,-0.192075176120599,-0.02956693305667805
Burdur,0.3932412704648109,-0.2705412319674119,0.7881528656033013,-0.009143038930115456,-0.039385864452191256,0.3864569367608204
Kars,-0.597068695943643,0.02423276445085311,0.1399217499825885,0.7591166822411942,0.10698368511836218,0.18878560113169077
Kastamonu,-0.5027311210655431,0.21518965853759173,-0.32476632143718953,-0.7515327843464585,-0.1440190625605618,0.09969278259959664
Kayseri,-0.020611475759687047,0.6359184771920562,0.5281002487897957,-0.07528365026466598,-0.20449313518312542,-0.5184668883609669
Artvin,-0.034140953222435905,-0.4675601483604921,-0.14135010009550703,0.25220305993007147,0.6847784244888164,-0.47719406754243227
Kırklareli,-0.0571841753083216,0.48435095663416533,-0.4916344443923748,0.1380732938803187,0.22917429173379883,0.6699586580634865
Gümüşhane,-0.5111782209430955,-0.1725287710585646,0.08660087073443658,0.24696681452271346,0.6669948296801573,-0.44221739957056516
Sivas,-0.3838016375475738,-0.23944375917125824,0.2820355074832726,0.1587251342710982,0.4765207426049972,-0.6808474684877621
Antalya,0.5145072470172068,-0.2803182879807344,0.7514970151562351,-0.20676965089350488,-0.05677204835543573,0.21442815206147714
Erzurum,-0.4848929980988933,-0.2637819268674286,0.1442251997542515,0.6715479693481661,0.4650459075937588,-0.08516217413424786
İstanbul,-0.8155557004875719,0.16509093842381084,-0.2782750027910632,0.36752962364556635,-0.09665016129497479,0.2928440307378804
Bursa,0.47172435147046293,-0.3708247301854317,-0.39261299314493625,0.16600461753850554,0.6769396146779608,-0.003926622211950059
Eskişehir,0.47573792131032583,-0.288891904262378,0.5478011494175968,-0.2307511164656609,0.1867154253279789,0.5495635275108693
Konya,0.2239714658742536,0.4894166414785609,0.795681005011647,-0.0945222418255637,-0.2452855653793722,-0.09000227218481956
Yozgat,-0.45124985474148394,0.01374213650853415,0.08156751878832585,-0.7803666023840456,-0.19268413417800018,-0.378724507364313
Sinop,-0.6350341981426503,-0.05848594294076272,-0.36297243738772067,-0.6760457155085027,0.06704088111736599,0.005448134182697549
Isparta,0.3197031851467385,-0.3352864547987159,0.7507302559019922,-0.039444347999845544,-0.0895918425386941,0.4606456280811281
Aksaray,0.11398276423735686,0.7806474542551067,0.5058603932631108,-0.09519296319680036,-0.23743875765490002,-0.23720008488749098
Ardahan,-0.49369033693911346,-0.14783994399329234,0.08131460472272908,0.6351375272808645,0.551153771729842,-0.14363487939671812
Adıyaman,0.33134167190818226,0.5210761879339073,0.237735142541114,0.29135117333871896,-0.3280432633983958,-0.608010210407191
Kahramanmaraş,0.28730570308640974,0.6142871067447008,0.3692195351326656,0.1435349299289298,-0.22479728883664896,-0.5767561193083746
Osmaniye,0.3190938550433337,0.627641958910523,0.3757257096459822,0.18137624082645276,-0.19290523966563702,-0.5412625074515841
Niğde,0.27264694517293364,0.7092916781334058,0.41158174970151545,0.1053067079674196,-0.16056076630459973,-0.4650808096577924
Tokat,-0.8091923402190809,-0.1819381375789203,-0.10449627422688629,-0.5020754024559477,0.022350119622332094,-0.22047122646582634
Bilecik,0.4567198864691474,0.2158660290959544,-0.3412627627862226,-0.04584023223074891,0.4158164248006976,0.6733081786941733
Muş,-0.0028260136876591306,-0.21876474153459285,-0.356657678842811,0.5782880903621547,-0.653846536501604,0.2509918183537984
Ağrı,-0.5784258742189101,0.11776831445140831,0.11953119462126048,0.6378494716508543,-0.05389651235012272,0.47697970934726003
Hatay,0.44816129541812144,0.6606509647701541,0.37747038453586795,0.14599340888020138,-0.2975319555921958,-0.3322175865314508
Kırşehir,0.22555740419243686,0.44180390753461113,0.2866167075488483,-0.3514858265316995,-0.22467434593806682,-0.705523337445053
Bayburt,-0.21573363224112765,-0.1458426314013721,0.03378114840685974,0.4581424301962924,0.6152406586582452,-0.5853479361763326
Erzincan,-0.2776021985806803,-0.41588468928723155,0.047302981863179515,0.5526969084630453,0.42825611728925356,-0.5087850212478873
Siirt,0.21770166165520002,-0.2961276148152395,-0.47108257855100116,0.29543956673742033,-0.7408297995326745,-0.08295961048922815
Karabük,0.04868975607332732,0.554514665279812,-0.5806571114803339,-0.3291611208216765,0.19922841388665682,0.45270421708890496
Kilis,0.3650586754512333,0.5477585047186468,0.14625902617779593,0.3464731102652044,-0.17219371394016714,-0.6289728054457949
Malatya,0.4375496345273978,-0.1966747387718514,-0.34960854509829176,0.4062619471459766,-0.24471559066581236,-0.6501605491218785
Uşak,0.3004528922305463,-0.3172489128630176,0.7211948280613322,-0.14256817346100842,0.022599556573677036,0.5178057384519634
Karaman,0.39630453504160995,0.5374553925605371,0.707197523722779,-0.015174204999989989,-0.14235861246799458,-0.18292033214551867
Bitlis,0.2681670939377391,-0.36647316832799043,-0.46677064490682135,0.35367882528658534,-0.6670191213989438,-0.07684902022787367
Gaziantep,0.612509258432047,0.10948434365219892,-0.07533342346063816,0.3774937553500826,-0.34804838262741256,-0.5861153898012795
Rize,-0.5395863919851042,-0.42985663052899425,0.02040213709973803,0.22591087572578397,0.5993884060918789,-0.33667695265338143
Hakkari,-0.33057006700530533,-0.08120297211467238,-0.13294251680541838,0.3073310463032048,-0.8675265369642101,0.13928794271707293
Batman,0.16747262411346797,-0.24238808897493525,-0.32248324439222004,0.40614708485077855,-0.8008671195117506,0.05349667217744695
Mardin,0.43904784591496,-0.34413963184345825,-0.36794600716136344,0.366709397124691,-0.6382918092505363,-0.10737049366662701
Muğla,0.4180694804407207,-0.2908300752997478,0.6718673762194324,-0.15804215548870743,0.008570053776526532,0.5139836931887379
Zonguldak,0.0964587910211797,0.35781091568936224,-0.4587092098895656,-0.4082904775420944,0.4712029552929739,0.5133415742781597
İzmir,0.18785681434085913,-0.46111636521051313,0.6415468913836537,0.09791636109332161,-0.13334625212116286,0.5595804361056594
Kırıkkale,-0.422912985526719,-0.14135667635189936,0.004388992893277454,-0.8386317036354869,-0.20563363667016837,-0.23570173226399108
Sakarya,0.10067128165416635,0.3716815175143311,-0.5441465352240835,-0.009810756392479903,0.576641760627842,0.47224010815580547
Nevşehir,-0.0032593044829753726,0.7306963079699269,0.495017632374706,-0.07679543807049868,-0.20445944516066777,-0.41632754180776627
Tunceli,0.29000301526303673,-0.342926029878695,-0.3874312055471835,0.363482704490777,-0.71335480448204,-0.08486634548924588
Trabzon,-0.49165858637164667,-0.2917339329443164,-0.02741291311070259,0.16319477741138774,0.7309242202466678,-0.33395947043482577
Bolu,0.1218569221375368,0.4312536992824499,-0.5389245127017515,-0.4395530724466913,0.33086550259486347,0.45393019583067057
