,0,1,2,3
Balıkesir,0.24032013092878168,-0.24381582794997125,-0.9364202710050145,0.07692303141672653
Manisa,0.479697897274958,-0.19102266760713435,-0.8504649511391253,0.10054667918018594
Yalova,-0.44835210753549326,-0.3509304878780785,-0.3214357787694558,-0.7566420689289016
Çanakkale,0.3141140660922451,-0.3259197597825096,-0.8910127815491858,0.034711479114129494
Edirne,-0.5688748568001875,-0.7440636383473925,0.13742767892986363,0.32227989768795234
Aydın,0.4780147133118345,-0.1500371179290702,-0.8642654814629736,0.045121775812987736
Çorum,-0.6131362388779874,-0.24400167020388036,0.22565851843587303,0.7166626616265138
Bartın,-0.5471710632035705,-0.5397914795000109,0.15857559059010207,0.6197441151966382
Denizli,0.4205050976762099,-0.10023762447417131,-0.8901625622347761,0.14400866037747384
Giresun,-0.656494516305867,0.6933694518502783,0.06840504459443898,-0.2890925512274629
Afyonkarahisar,0.47986722985474944,-0.0787429128798422,-0.8410518117924861,0.23697857553648885
Samsun,-0.6861514419162804,0.7072607150632781,0.07555208036175759,0.1525462645802921
Amasya,-0.6544596854079637,-0.34474072793651006,0.2931705809822607,0.6057122758571415
Kütahya,0.3750750824753003,-0.1626414081998354,-0.8885895442611126,0.2080266249179408
Bingöl,0.5120298608669488,-0.1878577363596095,0.6463565719149499,-0.5336272804240527
Ordu,-0.6096603400663122,0.7887191949147708,-0.0007358935896567025,0.07896682711017908
Şanlıurfa,0.7386958020324491,-0.15707061437896033,0.6190893410100221,-0.2153734477739289
Elazığ,0.6256493563330247,-0.110171779909516,0.6808170268895393,-0.36457267825349926
Mersin,0.7912780462461945,0.012797381416479488,0.5986839706690451,-0.12366399565610232
Kocaeli,-0.7220387395200449,-0.391668884194901,-0.2094389583242306,-0.530462879494774
Iğdır,-0.3607131428665297,-0.23673532265859198,-0.2700243262602729,-0.8607724895678118
Şırnak,0.7206062048834164,-0.2637433176031626,0.6068880109944659,-0.20700990801016791
Ankara,0.04105292004928998,0.33813679272865477,0.1700590821399319,0.9246935036758555
Van,-0.09410867145623396,-0.3827570384320117,-0.15972998883367057,-0.9050563176701734
Tekirdağ,-0.7897334475429449,-0.60919878904587,0.0021122214744516117,-0.07206563520446645
