,0
0,3627.32258889734
1,3115.2974117129947
2,3024.7846842887748
3,2948.2006954380026
4,2888.282663984059
5,2836.4067571353266
6,2794.4305881282803
7,2757.892111735273
8,2717.3021277985245
9,2676.6877098132095
10,2630.99966850913
11,2595.0113887721195
12,2562.0990065667943
13,2535.021302152546
14,2511.906246093209
15,2490.2420129359643
16,2474.7932652886907
17,2465.476667618891
18,2463.134397268774
19,2457.8075367425513
20,2457.7505994090047
21,2455.373327380199
22,2452.3893800954065
23,2453.9464998210506
24,2451.4603260110016
25,2452.9301803461185
26,2454.4532301896274
27,2453.8516937830905
28,2454.5657271203268
29,2453.62241196164
30,2453.641351488226
31,2452.899942104347
32,2454.4611317435115
33,2454.6390836399005
34,2452.1249194981465
35,2454.3870972748714
36,2453.668292448415
37,2453.8217386265865
38,2454.128710181067
39,2452.7033623437396
40,2454.480494702603
41,2454.1040865556674
42,2453.4139518946877
43,2452.0088108201066
44,2453.7724549608197
45,2454.6234627004387
46,2453.10030199032
47,2453.967616959913
48,2453.4227712921543
49,2454.925688178954
50,2451.0881642228333
51,2454.9659891201486
52,2452.154564773585
53,2453.37934236898
54,2452.6726008547416
55,2455.2470832327513
56,2452.72191704881
57,2453.628900321375
58,2452.8694136614345
59,2453.9800099900253
60,2454.8753823638745
61,2454.7518239441943
62,2454.114528984734
63,2453.4567159548087
64,2455.0226276300014
65,2453.484018241013
66,2455.196782809852
67,2453.603399687645
68,2455.34832304157
69,2454.6951993762286
70,2455.3179545161784
71,2452.4746883319913
72,2453.4442440387093
73,2454.3230848841285
74,2455.704354825187
75,2452.6057944186036
76,2453.2284318308893
77,2454.1608615377336
78,2452.9923591688207
79,2454.1429643273627
80,2453.8289327074745
81,2455.4685395165625
82,2452.0543115232867
83,2452.658742608335
84,2454.310116240624
85,2454.305942250146
86,2454.9520358136465
87,2453.86172538761
88,2452.990365026679
89,2455.40292528636
90,2456.250993931209
91,2454.6330186012765
92,2453.4513776367685
93,2452.428385869745
94,2454.621520484112
95,2455.035916737181
96,2453.4511000707703
97,2453.6084200221603
98,2453.9173477404793
99,2453.3869851044574
