,0,1,2,3,4,5,6
Balıkesir,-0.03644477226443659,0.11999305450883764,0.804178007655883,0.2980464273702454,-0.23367535762251657,-0.34807829666536966,0.2701422425486336
Manisa,-0.5314283747101547,0.0663347688839901,0.45976933140327836,0.47691061469426504,-0.0631017987315546,-0.08008455993408778,0.513767101652061
Yalova,0.48573395379958206,0.7798491527348563,0.2709351962078747,0.17902878936038727,-0.05360896514618243,-0.17704691419176571,-0.12736210649968152
Çanakkale,0.5336587904773366,-0.18005187875498338,0.40932157412954656,0.22222611723966817,-0.4975074497837261,-0.37180892339502003,0.28302911504876843
Edirne,0.5985808395946981,-0.28993871680541144,-0.10108698000681919,0.3211723954864823,-0.5852639018225706,-0.06474533456844338,0.31231465014141596
Aydın,-0.6248130245922273,0.11564559044181717,0.6331511430281626,0.32908929593989306,-0.018115564028617134,-0.16154948525190324,0.24622801880769962
Çorum,-0.0748400501681436,-0.23068899602986984,0.23029714869709428,-0.26011331573517393,-0.08619346428275082,0.836776389510542,-0.3359491047070117
Bartın,0.6430353130048291,-0.493735230886786,0.14325019621553423,0.3043680101033579,-0.4764257187859526,-0.017050491021663294,-0.04794182886683157
Denizli,-0.7125028413134206,-0.0979212580153546,0.42026270907704716,0.4814533854292474,-0.04330170446504297,-0.00890094021640941,0.2690330035899288
Giresun,0.19402109306466114,0.27099399386093304,-0.13864329523923788,0.19135251922091331,-0.2513371765749398,0.2991267376535465,-0.8248837125937183
Afyonkarahisar,-0.6692872192811327,-0.1094623496527128,0.618027040801212,0.17110989428186876,-0.028145905242547804,-0.2899821486462136,0.20965389220662198
Samsun,0.0033869658926048564,-0.030879213336219503,-0.11499105979349428,0.25914136175885816,-0.23975550207631352,0.7016326073165243,-0.6073605165084938
Amasya,-0.059502144714717785,-0.037693508094591086,0.01727029765755007,0.1216192333361149,-0.029513930680859734,0.8147645320467052,-0.5614595963539202
Kütahya,-0.4853440246025003,-0.04165769938001311,0.6501707065261748,0.4513198808660425,-0.041120861886516376,-0.25261069810228753,0.2660660468705356
Bingöl,0.36677730932256325,0.3374035394118839,-0.2475932674081858,0.03606188222810757,0.7164056359467825,0.1616617688934653,0.386857607918807
Ordu,0.14066997280031854,-0.07005982651176978,-0.15708410494401268,0.41477143928017335,-0.30318560778706216,0.6007612934407384,-0.5707514100964557
Şanlıurfa,0.17094540241074388,-0.05489133775039197,-0.1647995271141234,-0.13283962633615404,0.9305581196232883,-0.1315372119052144,0.19929603071764257
Elazığ,0.34509637377187474,0.37594286393530074,-0.1107444432170264,-0.09695832117984965,0.8348484693422761,-0.0666839449546077,0.1284192074353072
Mersin,-0.10904158313469402,-0.19286272607401586,-0.42279678865677184,-0.29160896474596515,0.6181552231646024,-0.5514814453620156,-0.0295520678774002
Kocaeli,0.4696679482298991,0.6025096251115504,0.2682562075093926,0.007422921853535035,-0.46927232110523787,-0.31593595762677507,-0.15603088393086081
Iğdır,-0.2942893191662824,0.40902699532451336,-0.5413434072129755,0.10891911265300029,-0.5134889576699367,0.2111630582352166,0.36457359925558197
Şırnak,0.21535256757069599,0.06825279513894988,-0.16699138573099662,0.001194188426233735,0.7999060314196897,0.23751504695366368,0.47414578134902247
Ankara,-0.11328364179044072,-0.053801022151482046,0.36167702734882146,-0.7961101836048496,-0.17741004254025683,0.4304139714058857,-0.05422232004812334
Van,-0.2731355689278088,0.45158776540680995,-0.46990502846495374,-0.1378980265071961,-0.1791670131898489,-0.03526423670343859,0.6695479554329848
Tekirdağ,0.3123872709649412,-0.23466806362094186,-0.37681352035376114,0.3230128426716069,-0.6114125436345751,0.315181651575961,0.35756760927052195
Diyarbakır,0.05132998714409458,0.25426755899794434,-0.10379065971857282,0.08827924251729842,0.749660258629105,0.08594879880221074,0.5871710277026366
Adana,-0.08819185700301038,-0.285827409712505,-0.3540074119982354,-0.3545047229032056,0.5862861220652735,-0.5595708904869292,-0.0517594773772186
Düzce,0.6596952231201275,-0.26019474183697994,0.24364577225528142,0.098943003059279,-0.6052564637559772,-0.11374623217277019,0.22062261096433453
Çankırı,0.4112353349752215,-0.4656291444231046,0.12347126470232885,-0.37474008474782544,-0.39112851034587326,0.5468926832468292,-0.07953990327707977
Burdur,-0.7194008634805266,-0.221579227483268,0.3871658833202154,0.4031129382040401,0.03512166338971682,-0.2585917146502479,0.22992254193915027
Kars,-0.321267663407932,0.4771414125482188,-0.5569762008354578,-0.10126857952977181,-0.4514712136135168,0.025212190463337735,0.37971494059781136
Kastamonu,0.579285247750604,-0.6281640285370764,0.015611130940638578,0.027904548739533266,-0.41805485927819447,0.30656879189081365,0.007867287555859349
Kayseri,-0.16864382881173573,-0.08204007878219836,0.1019170388556637,-0.9626540885724916,0.07503740038661674,0.07955261297852279,-0.1256163911844161
Artvin,0.085898274996914,0.6973131481875882,-0.08617800544570586,0.048930177685230815,-0.19661719957665072,0.007781127754587446,-0.6766359284636493
Kırklareli,0.6035926233389863,-0.42822094652871073,-0.016733812202200115,0.3391374072413995,-0.5346093980983243,-0.055399700033409695,0.21939058604401301
Gümüşhane,-0.038162895681398155,0.3037480840573634,-0.11693910544943202,0.14012711682504658,-0.17294475381913582,0.12717366805872146,-0.9093334382120828
Sivas,-0.026824313574929513,0.3553377472337218,0.06156502506565093,-0.3185778082887231,0.21869408885787156,0.09854256822087192,-0.8427311119768738
Antalya,-0.7505462105401716,-0.2534626503336775,0.45781517500759966,0.15660578880449927,0.24083012994049863,-0.2787992598299152,-0.050880098333568456
Erzurum,-0.2646812250453897,0.73307743745617,-0.4508315766796202,-0.12227955408107617,-0.4164091479586583,0.010228680735113675,-0.02896058546080196
İstanbul,0.6313159815267403,0.6810323695490395,-0.03456279309609165,0.2713391103546373,-0.17399732437405202,-0.04560839959439205,-0.17452893346895318
Bursa,0.24354042191390718,0.7666216294482195,0.4000063296135243,-0.10326167152234939,-0.2861228968971393,-0.3166495803773211,0.013342965852297647
Eskişehir,-0.4970246892220813,0.03819323977005007,0.7828387525365312,0.18044894167706746,-0.12888671636982127,-0.23369577477436299,0.18677232372664784
Konya,-0.4508396274546779,-0.25629791732738927,0.3708589651738106,-0.7630067716421726,0.040585205403399244,0.08434343884107716,0.05077723599602757
Yozgat,-0.12918490316585937,-0.10907781627580922,0.2644644905811153,-0.6760193211130431,-0.004613481819728597,0.4587198296308618,-0.4837608243574429
Sinop,0.4439934180897217,-0.2589603783827706,-0.06680027308852186,0.4673294277305512,-0.37150689088947164,0.5096584878582125,-0.3393834886804487
Isparta,-0.8370529876537481,-0.129120510437305,0.3436646609208718,0.23491548452154418,0.1068760176583439,-0.20270533105991048,0.23846922489051214
Aksaray,-0.2887144681696548,-0.37914731841424376,0.1412282209565028,-0.8554848241446052,-0.003313394933799541,0.14516119518619622,0.0029699997752432677
Ardahan,-0.10318059135523112,0.556242430502964,-0.5911681646793244,-0.11328164718589467,-0.5233709332746962,-0.05305039478383359,0.20224765850986684
Adıyaman,-0.031649619085302005,-0.1777019403241742,-0.6434485530347158,-0.004705954410734865,0.4608105118882428,-0.5652812848861483,-0.14657038138094258
Kahramanmaraş,-0.07726157626121632,-0.2618873841415704,-0.41471017355013495,-0.3102288653771989,0.45999516843564003,-0.6221417067333358,-0.24199857780720652
Osmaniye,-0.08901837414981793,-0.3359046337996561,-0.4853867338916788,-0.30770356783221176,0.40551814743286185,-0.6021020909596285,-0.14829073850245034
Niğde,-0.217363985691161,-0.35483869506279964,-0.10086989536953428,-0.8472747890377893,0.07995927638149072,-0.2971230076039905,-0.06416795736658384
Tokat,0.02017528716901676,0.1663728198802008,-0.2919058739355415,0.24227096609631338,-0.27949138140355645,0.6278065535472706,-0.5964497308119743
Bilecik,0.1372900839383095,0.14043027886871037,0.6550411877793543,0.2746538778298393,-0.28661336155412015,-0.536166818787081,0.29545724351435737
Muş,0.2313735598432309,0.48605966662668537,-0.05743485132800668,0.026577441338810456,0.4225638459263587,0.05493763825455263,0.7243126436615441
Ağrı,-0.304545373733744,0.46270337847950305,-0.46584176496159635,-0.13244455854813458,-0.4918012283160822,-0.0072398372627506405,0.465496213080928
Hatay,-0.05944928502975981,-0.4261478777623572,-0.3451965080526,-0.01078820961524696,0.4426908987308037,-0.6740490105495092,-0.21276619493664864
Kırşehir,-0.09198977936384664,-0.22041871576321925,0.2515864968235086,-0.8976143169249106,0.16708954508136387,0.17650839573161595,-0.12195127331085967
Bayburt,-0.04161422274737803,0.5094110843413877,-0.21639134154332487,0.08686294767106342,-0.17969744437124238,0.25535597190321097,-0.7660942339830329
Erzincan,-0.03618732915029193,0.855020477600492,-0.3077151304401734,-0.1800102575891032,0.020028422561813853,-0.0997317486824851,-0.3608193541761682
Siirt,0.2702282900714218,0.2027983172952419,-0.11131211131620633,0.016523251634676734,0.728511076613384,0.16022529316260492,0.5628370780781996
Karabük,0.6160715073064383,-0.4548431028028339,0.30686177251897917,-0.041042191247430866,-0.5171151182216769,-0.20048014716700555,0.10062159768390481
Kilis,-0.12457587372748473,-0.39165735132714463,-0.5248400627451342,0.1721816240849855,0.4414908561803015,-0.5119442906488532,-0.26264164727401335
Malatya,0.20397299841554226,0.0996654711676975,-0.33428394472156175,-0.13653241544615924,0.7785490589295708,-0.4365312135013942,-0.14620812592672236
Uşak,-0.6903217125686365,-0.07312244317742839,0.4853473744677429,0.4513335335405671,-0.05611376286154268,-0.08903937872868749,0.2603233445395402
Karaman,-0.34741213999540876,-0.43244304041133663,-0.20594737012296727,-0.2981229408508633,0.2606564837838536,-0.6330732209716945,-0.3037806922953449
Bitlis,0.19964890820721826,0.39329115259127817,-0.15430950623190737,-0.015416171209868679,0.5459556390584593,0.1192452727368493,0.6849279566545422
Gaziantep,-0.09605936033732165,-0.23422690926200884,-0.4411201980941917,-0.08613527612245447,0.6941300227662685,-0.48130298640105884,-0.14295099190185415
Rize,0.00736097693271514,0.35592024801040245,-0.2516256272300548,0.2155049194072763,-0.41678017397507133,0.4463898647255319,-0.6249313096323366
Hakkari,-0.3566869903396844,0.021796754946969404,-0.6274989171026476,-0.184642397225657,-0.11599550684361387,0.007131132837548658,0.6564646037026771
Batman,0.1360291736549194,0.11909441659145795,-0.16518017326310286,0.2162382288046944,0.7081231560457204,0.32924832667687276,0.5323779276679375
Mardin,0.23852938606594593,0.14608209444257503,-0.0446708226973444,0.10557247925643663,0.8709129974854259,0.10999530895936203,0.3715296834808098
Muğla,-0.6394449414799728,-0.17775818631203855,0.5579066897979429,0.4094160320471952,0.01632488797990866,-0.26213970324327684,0.1079217596786325
Zonguldak,0.6068795384702664,-0.3148014197199842,0.34367807783809856,0.2686596408810805,-0.5584646877980204,-0.17418353969095263,0.009052904890072006
İzmir,-0.6615738653031195,0.2550852666716365,0.5338618171035616,0.3548801744513456,0.050012406855925826,-0.0748185423282152,0.2796499497221048
Kırıkkale,-0.024370782848429307,-0.3965278816674951,0.18758438026538465,-0.7540724192334909,-0.11154329746842616,0.47239525948865707,0.05253001463887612
Sakarya,0.6524384682719592,-0.018897540385503373,0.28211948681729365,0.18846122076588268,-0.6241411051140358,-0.19812885634740493,0.173351460049228
Nevşehir,-0.21176073514815297,-0.2593811147081408,0.08610628287433539,-0.9275375155546515,-0.019653947054149124,0.13649062595724018,-0.033507089720541026
Tunceli,0.2901558438417129,0.16581741774594053,-0.039894792294414755,-0.009741114774751003,0.8027071234427586,0.2044577058391993,0.44775663812446853
Trabzon,0.1157920268132612,0.326041976298731,-0.2712306442068249,0.2755780454631465,-0.36327754724782324,0.3543386021751512,-0.6879339309800943
Bolu,0.5877250098033993,-0.3536120459074728,0.33988722880269506,-0.38681641931285643,-0.44332691699249743,0.029725268038954727,0.25877638299789046
