,0
0,2405.756733542013
1,1870.6901659519312
2,1792.6672124353508
3,1749.0197932211095
4,1715.4921238510792
5,1690.030466476526
6,1669.5567187047116
7,1653.5429891989336
8,1641.413177910073
9,1628.900185594286
10,1622.3822236183064
11,1614.5435180527256
12,1610.6322874063305
13,1605.5482827161952
14,1601.1683255286
15,1597.2189109185156
16,1595.4015778242892
17,1591.7970972547564
18,1588.8087374195286
19,1584.8546030703237
20,1584.6036801679004
21,1582.1918787263269
22,1580.7520410999127
23,1576.8535181358834
24,1576.3675108043587
25,1572.751870804617
26,1574.0942609480726
27,1572.3437385316038
28,1570.8371711768343
29,1569.9289293930294
30,1568.1498411034727
31,1567.33027560908
32,1565.6236814783265
33,1564.9108302147754
34,1563.4056101689423
35,1563.7346384711188
36,1562.4638482763394
37,1561.1056233487782
38,1558.5259847405903
39,1559.0719907197454
40,1558.171010179263
41,1557.0341820522694
42,1557.11989320168
43,1555.7959590201592
44,1554.373955832833
45,1553.4502503803878
46,1553.918233573435
47,1551.7861429174247
48,1551.8922845815732
49,1549.4946492595082
50,1551.87516512578
51,1549.9528216231638
52,1549.2798725322193
53,1550.5151217963837
54,1549.376540790551
55,1550.0446713808954
56,1547.9630531491478
57,1548.803398413458
58,1548.7562744580355
59,1548.8204473511644
60,1547.9036659713418
61,1547.8364215171557
62,1548.0099356375051
63,1547.534105958561
64,1547.2442554225947
65,1548.7567083230467
66,1546.767968701851
67,1546.131351126436
68,1546.6590986615886
69,1545.9361951808603
70,1546.849220476459
71,1546.6881022091407
72,1544.8251063727232
73,1546.5516355242808
74,1546.070077906737
75,1546.212899762211
76,1546.7237155950172
77,1545.1019445455731
78,1546.0262918689962
79,1547.7975962730895
80,1547.0772095187592
81,1546.2541728039555
82,1545.2515066006567
83,1544.223292268484
84,1546.664228557345
85,1546.0386219167658
86,1546.1028838958418
87,1544.260855571577
88,1544.7870373525955
89,1545.563435800726
90,1545.0096872827623
91,1546.351341653222
92,1545.404592822371
93,1545.4293313560584
94,1545.7927202129852
95,1545.8642331362876
96,1545.3988421995275
97,1544.5109170763144
98,1545.1204662965808
99,1545.1241781218182
