,0,1,2,3,4
Balıkesir,0.5854748002561181,-0.0306005748659832,0.42277420378027886,0.685110359150313,0.09038048177460557
Manisa,0.5091593736565716,-0.21131251371885684,0.526883243559421,0.6467845057298395,-0.012946218273147125
Yalova,0.4606289975153673,0.5528783967482099,-0.1777190306035795,-0.16460048641964464,0.650744981608661
Çanakkale,0.6564806085812257,-0.1527395240018733,0.4971968994241039,0.5463185751713668,-0.005925030826000896
Edirne,0.7635186823626541,-0.12930673551947972,0.29842494428060906,0.5260856976355983,0.18572932242075482
Aydın,0.4742868187102171,-0.23818016940122497,0.5243649816482387,0.65799479229375,-0.10201195928464231
Çorum,0.24275603475338464,-0.09515196686738918,-0.48222327617670874,-0.3846225757005826,-0.7426586005473392
Bartın,0.4298221150088915,0.6231984543529562,0.16710385025246607,-0.6221719371421346,0.10888075957199451
Denizli,0.45370524697242653,-0.20574675854683214,0.6005427087865188,0.6069252160532442,-0.1510299879468769
Giresun,0.29360208957348216,0.6836488826185592,-0.3471810671329041,-0.4692575975172108,0.3250917287310052
Afyonkarahisar,0.323403556673313,-0.09815478078739023,0.6511034890815971,0.6216916919563461,-0.2744803548486775
Samsun,0.474727119400529,-0.020124067006852316,-0.7291609254218178,-0.36038664328870673,-0.3356709642043478
Amasya,0.21213038769151898,-0.26760487705517005,-0.7345774226838044,-0.23514472593747968,-0.5371138578934078
Kütahya,0.5133784259187231,-0.03376438671025935,0.6171919670372749,0.5891599834861472,-0.08524756697147451
Bingöl,-0.35028905550328626,-0.15759658788759306,-0.5457534442048179,0.35493610373805806,0.6547017897353185
Ordu,0.47500280490097835,0.6783376528746428,-0.3095257618972022,-0.46525446417240457,-0.044299552123341496
Şanlıurfa,-0.6245246906240325,-0.511296909170118,0.38983656362330665,-0.30920709462710505,0.3177464520158746
Elazığ,-0.4695065892717269,-0.049785225427110225,-0.5158328983418922,0.4495952663456394,0.5557567016486605
Mersin,-0.7472770612728162,-0.4793849138310366,0.38193610041289316,-0.13889019666288402,0.2158736356274454
Kocaeli,0.5077579500450019,0.6541685852063577,-0.13795714743120882,-0.3393174787474565,0.42435456918044645
Iğdır,0.4301684847714379,-0.6253596179906429,-0.6096805498084815,-0.05119541024387191,-0.22259622649818644
Şırnak,-0.3789308506651322,-0.6860242202012831,0.3471396378652919,-0.40177641128657315,0.32226071257268846
Ankara,-0.09954305901170027,0.17359254408914748,0.24943236427992313,-0.3581323029983591,-0.877200978817323
Van,0.38417536819791986,-0.7756924699464045,-0.4257754841702474,-0.1819972249890344,-0.1905327418432906
Tekirdağ,0.6435761243596794,-0.36774888226052715,-0.4672186863662174,-0.32793164299105376,-0.3531827690951559
Diyarbakır,-0.48133880390972367,-0.5991972049189883,0.060349382357473585,-0.05730491263842651,0.6343104638145286
Adana,-0.757972690569917,-0.4360921625593416,0.3177387437381575,-0.1855470819177764,0.316093968977602
Düzce,0.45367469851659425,0.682803276731396,0.1343146689000905,-0.5365926656016825,0.1482795810335518
Çankırı,0.15666815778146762,0.7514256492121373,0.06399005607939545,-0.6160420853627127,-0.16496061296077583
Burdur,0.2568758134622852,-0.1552113031672828,0.6484011242387512,0.5662095024463215,-0.41098302793742625
Kars,0.3424278568166957,-0.6276066478078774,-0.6317826284232786,-0.048957254934798244,-0.2954775052607329
Kastamonu,0.2850489391704036,0.6666655977622734,0.0013866471725997617,-0.6775789728734795,0.1232432382219709
Kayseri,-0.7103927570869071,0.31136700439445164,-0.07603370847817387,0.23683765747624325,-0.5801030239785945
Artvin,0.35056593209909753,-0.4487266210350971,-0.6841880151099242,-0.38875200825199585,-0.23771113328133725
Kırklareli,0.6273723643938143,-0.17527262660501364,0.48663492639908823,0.5667663003898024,-0.13283761481186124
Gümüşhane,-0.2688272614351203,0.5800245259010128,-0.6880475725874221,0.3082937775488367,0.15115864991399894
Sivas,-0.6475971777886912,0.3777119782363542,-0.48062707309018654,0.4156483350929479,-0.1848935774009544
Antalya,-0.5940924643136033,0.053986564729115685,0.3435518334349954,0.2926194591353317,-0.6636908802698271
Erzurum,0.12739113339210195,-0.13581907735014984,-0.8564891505823892,0.4422467420747221,0.19018104905531813
İstanbul,0.22916242287648417,0.2524832895482791,-0.6279324451083019,0.12642854244668694,0.6880795306324515
Bursa,0.3043856792850627,0.2128352008892307,-0.41183764385177174,0.605735109252939,0.5705482170978741
Eskişehir,0.43530527560602367,-0.03420404993102428,0.6028326189687228,0.6348481274407286,-0.2071233656307041
Konya,-0.5476568155498283,0.1866739704343165,0.2380850677664699,0.24168306743474702,-0.7417072445150283
Yozgat,-0.6089259547497654,0.4126049146440902,-0.13862243093246318,0.11074066454883652,-0.6538246652591855
Sinop,0.4459945981435784,0.5910437364184009,-0.07839369121348336,-0.6655134086603477,-0.051985114586135577
Isparta,0.11801177615144597,-0.15694098131145212,0.6290311802396362,0.6271243850599829,-0.41530414038876085
Aksaray,-0.6813032402052489,0.319061943167829,0.10432037331213549,0.21115836522002704,-0.6152680520045067
Ardahan,0.3886188699684525,-0.5223225403975482,-0.6729062444814232,-0.2153329790130031,-0.27745888341227687
Adıyaman,-0.6398087152240248,-0.5538464830737937,0.1226172503398717,-0.26192510533825425,0.4475032181144694
Kahramanmaraş,-0.7144723252712223,-0.5134703778015521,0.22610248336717528,-0.22503360170949155,0.3522996063845574
Osmaniye,-0.7372887709153374,-0.4544843319818807,0.3113896291347067,-0.22418947512046808,0.32035111733486044
Niğde,-0.829334921264259,0.2388798542123604,-0.20879123342068448,0.2906928924201072,-0.35643213486747793
Tokat,0.2315096798548079,0.7530821289934897,-0.20856953177569124,-0.578062827407944,0.04015835041631619
Bilecik,0.6384962288514388,0.06333535869502231,0.551608895360618,0.5020189648405937,0.17892954921108098
Muş,-0.11874204057652332,-0.07270781200402265,-0.49267773654833164,0.5925393604691223,0.6219161165927183
Ağrı,0.41305834051882334,-0.5386789437786216,-0.6267208447471136,0.04310093677837033,-0.380225058176965
Hatay,-0.5871456156039525,-0.5359365558308049,0.42161940870880843,-0.30594628902051635,0.3109115254149954
Kırşehir,-0.683295782584836,0.33335125290886114,-0.11660172416539287,0.12560754869521926,-0.6265864643593129
Bayburt,-0.22967848750488348,0.20018350094284895,-0.6737162367985996,0.4192141846297439,0.5268208974660035
Erzincan,-0.23295711072576988,0.004518956060885901,-0.7405176107430249,0.5014233274275675,0.3819932963931821
Siirt,-0.37734312774433626,-0.6577765709879777,0.2913920474364506,-0.37106903160080607,0.4498228485537976
Karabük,0.35077817611478335,0.6619139406362001,0.23624072634469234,-0.6044685007622608,0.1327883923970764
Kilis,-0.5090019532803751,-0.513633784027902,0.3996046824762021,-0.4112859195488023,0.38504199457452803
Malatya,-0.616771050662047,-0.4980442330107166,-0.03353881647537856,-0.16615168338963163,0.585503355179306
Uşak,0.41399738457781354,-0.1790025831154874,0.6555714595095693,0.5802049845198495,-0.17364468956903506
Karaman,-0.7060556550883289,0.26326193238374623,0.12940771709215496,0.27593924903653444,-0.5824858285602466
Bitlis,-0.3883684406674208,-0.6349602386202193,0.29659375644437497,-0.2997152841049098,0.5178786940752035
Gaziantep,-0.6345517890732109,-0.5333665386422392,0.24149330398212787,-0.31147821996598085,0.39689603809990814
Rize,0.4142141836582061,-0.2541009852900474,-0.8102456630818162,-0.20617068262503818,-0.2546662804809988
Hakkari,0.20191081153555943,-0.7206304409061927,-0.4908036430131888,-0.21048517290270166,-0.393359336761568
Batman,-0.36844565088944864,-0.6943481785149525,0.3008802184696861,-0.27266846515047655,0.4661023616972299
Mardin,-0.4758762111467504,-0.5747020394837927,0.3954557833111234,-0.23433889748148795,0.481621637855619
Muğla,0.4752313720725727,-0.1862873259307521,0.6405608116284598,0.5511141413319384,-0.1593964398141882
Zonguldak,0.46031181955041406,0.6767413597479236,0.20222533477951016,-0.5161253728951702,0.15117431731565523
İzmir,0.47249243534227364,-0.2944475062168528,0.39356528132404844,0.7288547548515831,-0.06267918548899933
Kırıkkale,-0.5268069901147545,0.4042973372263318,-0.031052820165045854,0.12305469430192492,-0.736825164369396
Sakarya,0.4632305670849385,0.7042880628761542,0.057999960536198235,-0.4624113474971016,0.2687145632302687
Nevşehir,-0.6983319345842997,0.287117727115679,-0.012607599296471908,0.15394742758676055,-0.6372104502400084
Tunceli,0.1703381364916117,-0.8180785212710354,-0.476409447553834,-0.16661164971720008,-0.21681109001046306
Trabzon,0.0766611459084966,0.3615360256247897,-0.8315715179319383,0.23387403042693608,0.34235437683730524
Bolu,0.369476803750407,0.6046315726497,0.20276194364851755,-0.6758307364130706,0.00692551606568013
