,0
0,2259.766803791501
1,1728.99644763595
2,1664.198693417159
3,1631.628382538662
4,1609.0710026068448
5,1594.6900035147646
6,1580.44518317757
7,1573.212211680723
8,1565.5710923712186
9,1558.7069401291674
10,1554.6758400921276
11,1549.3960700018595
12,1545.5602030176617
13,1543.113800670173
14,1541.2526545985493
15,1537.5231281541473
16,1535.9076851660095
17,1534.1973126344772
18,1531.2861831108883
19,1531.4079357604353
20,1530.0075264153918
21,1528.719063123657
22,1527.7944232956786
23,1528.2470654166473
24,1526.0787274353004
25,1526.064177541677
26,1526.5393870660891
27,1523.756485289594
28,1525.6879407034546
29,1525.1901847877293
30,1524.5877991120392
31,1522.7116149148344
32,1523.0770541268212
33,1522.8283912333497
34,1519.965235144716
35,1521.9871371490237
36,1521.479169114424
37,1521.2714747563127
38,1520.9883342580367
39,1519.487247679399
40,1520.313589986691
41,1520.0949664579905
42,1520.5418949816312
43,1519.2457044761265
44,1520.1689943275603
45,1519.8834669738612
46,1518.4770777630035
47,1517.1269265890373
48,1519.0166303838562
49,1518.2618909831199
50,1518.1305603867672
51,1518.4445674160443
52,1516.8480439841912
53,1517.712641274846
54,1517.5064222049139
55,1515.9759962579908
56,1516.6848375564193
57,1516.1838920052476
58,1515.4743549364307
59,1516.619650502416
60,1516.226903301301
61,1514.5327450374873
62,1516.5340864303357
63,1513.4132765350032
64,1514.8297236903272
65,1514.405915515101
66,1514.443571420515
67,1513.4038665079393
68,1514.2703684778928
69,1513.516002133283
70,1513.9546716054929
71,1513.9848394676196
72,1513.0213731915517
73,1513.0633116589195
74,1512.4677782986198
75,1513.0957856855002
76,1512.8914283988395
77,1511.8219997409076
78,1512.5165434132186
79,1511.8147606069647
80,1512.2203887864932
81,1512.373576055161
82,1511.9029572975453
83,1511.4157788600937
84,1510.3305753184288
85,1510.849364162607
86,1509.883444875943
87,1512.08437874648
88,1511.0434108658962
89,1510.6311296556194
90,1511.478685712736
91,1509.739157717912
92,1508.7641956464731
93,1510.405586948112
94,1510.528368166533
95,1509.7238643394242
96,1510.0281745124216
97,1509.4146533022972
98,1509.2316904104794
99,1509.5075249105623
