,0,1,2,3,4,5,6,7
Balıkesir,0.37692769204326215,0.20225144663469644,-0.3598146199896144,0.5727580282509799,0.43144058489683174,-0.412679445218322,0.03306651852659973,-0.04430406495569735
Manisa,0.06237693367160522,0.18619180949263353,-0.2268876828147764,0.6810293980098789,0.5762962633088929,-0.33650573381460663,-0.02838865334333538,-0.001805276788320564
Yalova,0.14835384672531496,0.07473144821462023,-0.04816556955153816,-0.12282607968507343,-0.26166915475660263,-0.485817565235231,0.009342438097812185,-0.8064883411908603
Çanakkale,0.3075253557420998,-0.18153570819852602,-0.6499675455796565,0.5480116012113991,0.12559995560348777,-0.29390730522344266,0.21786895298206188,-0.008641948311869617
Edirne,-0.060733418054255944,-0.38856157950819137,-0.683196639124287,0.3671048762083109,-0.41411887513547324,-0.1824167652580504,-0.05919746210727306,0.18850213395153662
Aydın,0.025291651487269907,0.22776071406990583,-0.04108452628760595,0.7058237976503631,0.6301029480957031,-0.22004787439199971,-0.001847461945666211,0.046432881911214585
Çorum,-0.5137573286452709,0.6026625199423291,-0.01621356647262062,-0.3307807829010242,0.09346228247211537,-0.04022571761124857,0.20787396534641972,0.4578292216259012
Bartın,-0.3099037713423197,0.5491655190732564,-0.6007548666838493,-0.3931887371054208,-0.1317355798382199,-0.05125633918659113,0.20367412182208686,0.15940034233276287
Denizli,0.20391102480752818,0.05954421270687061,-0.32892300159544835,0.6732618908567253,0.5549754935872054,-0.1781226606881153,0.0689103951198701,0.22119842392742547
Giresun,-0.0053475238638537705,0.02730170666402542,0.0982876748840671,-0.296808306403431,-0.5874420555798192,-0.45939164395684073,0.5826911273069322,0.0762402910155284
Afyonkarahisar,0.5061043277342074,0.16126370695577638,-0.4267037543502696,0.20976635850545727,0.642776904257638,-0.20957575005502427,-0.18608836990576919,0.007834670253849424
Samsun,-0.3720255680397581,0.3898673696260007,0.12935687270577492,-0.3018912384477807,-0.29167059607779205,-0.42497261434976574,0.4677780362227586,0.34240201477470267
Amasya,-0.48788879217581993,0.6043497458871877,0.07915476897878262,-0.3241297165708711,-0.1141917082383202,-0.027482855003866092,0.20765700534165413,0.4779998693325143
Kütahya,0.5385540402132115,0.22301901007232333,-0.5070331485775157,0.18220970010603244,0.3748509622758104,-0.3562885954778177,-0.12925948956942815,-0.2928758363484787
Bingöl,-0.07559516490874343,-0.35201741539098347,0.10516704880986937,0.27354323997680796,-0.5359449075741997,0.32016722750378374,-0.6267407942805782,-0.04398951322595948
Ordu,-0.30450597850299643,0.27394184435947627,-0.18096641679309422,-0.2640405836571483,-0.3481342435513916,-0.37130647050027354,0.5119524943657092,0.45673230462074826
Şanlıurfa,0.28020928647748383,0.21635268395385324,0.22343499173240888,0.10352055194666936,-0.040099746631495584,0.8489033222213138,0.03185882951534441,-0.30128847726980423
Elazığ,-0.05578149892193853,-0.08253735368968164,0.23576039037702445,0.3527790413966188,-0.42667492616052066,0.5221561295301559,-0.587205560475877,0.10262119386702835
Mersin,-0.05264485975401733,-0.5555329493125141,0.24963172354257374,-0.22756149401946613,0.4710416870751428,0.5027611489771115,-0.0012858144029231611,-0.31600748853207766
Kocaeli,0.25087599345723616,0.23751381205745528,-0.04490496514841223,-0.2825324281333707,-0.38093897471575766,-0.5877133370033871,-0.06936063178101683,-0.5508856777559673
Iğdır,0.036396526260425104,0.054746335113225034,0.25579200826039183,0.4658871541068434,-0.4640661454395317,-0.17221165738566782,-0.672932273378961,0.12387757254074197
Şırnak,-0.6273890820558566,-0.4004333083513864,0.19526378662938776,0.13548440925901176,0.32186155346750744,0.1503395491886242,-0.015237476108082827,-0.5129552742977329
Ankara,-0.22203384055233436,0.48871297372503336,0.25758529676486597,-0.3978157206748352,0.37765691217926994,0.11284134868306082,-0.4360355055561027,0.3765211744935126
Van,-0.596270431420705,-0.3078147817899398,0.07772794130137539,0.40229343881081137,0.11524259945462102,-0.241967542892849,-0.3737324022748204,-0.41270441226503934
