,0,1,2,3
Balıkesir,0.023616472868178848,-0.9580529686274364,-0.250956385069795,-0.13637325363180627
Manisa,0.019369461288661346,-0.9678360969996251,-0.19761136235630736,0.15449227418095693
Yalova,-0.5937682970711637,-0.10143425231939708,0.4059857677520794,-0.6872596730729729
Çanakkale,-0.09333051255416248,-0.9599014564149013,-0.23651570190575494,-0.11806325487194383
Edirne,0.009514614393010204,-0.9857580411928889,-0.15283344980319358,-0.06951613451398589
Aydın,0.13092349602230624,-0.9534891990803652,-0.24987960494431416,0.10619589662155242
Çorum,0.44218970508515915,0.42762062885363616,-0.6883574410131913,-0.3844124034123916
Bartın,-0.3783012487521291,0.067539713323986,0.4555582838470066,-0.8029901632866142
Denizli,0.1331200772880935,-0.949521419656945,-0.25974438429180463,0.11498249199049503
Giresun,-0.05219802371161579,0.5491749738432726,-0.4314417780366115,-0.7138208504866259
Afyonkarahisar,0.12139940023382947,-0.9813765357106955,-0.12199692715914018,0.08531723473641797
Samsun,0.21776709003835057,0.4564995200320335,-0.6240259976087863,-0.595631796511159
Amasya,0.3703163067129194,0.48528407856092687,-0.703916874152618,-0.36313390142065016
Kütahya,0.05662999724558692,-0.969969437459043,-0.23564636068427994,-0.02057003897924561
Bingöl,-0.7105135745513602,0.12764777496110766,-0.01879779516674846,0.6917536764069966
Ordu,0.16996774064129835,0.41473410069851696,-0.6053211828301307,-0.6577939331403233
Şanlıurfa,-0.3603057722292505,0.1924308734410517,0.08085285541048495,0.9091825587949697
Elazığ,-0.6330434153453238,0.3125691379503937,0.0253821381414943,0.7077515915575475
Mersin,-0.2598417904535015,0.24691920330940295,0.23284221024262305,0.904045162644156
Kocaeli,-0.429804247311157,0.053938941319099896,0.45253823069993476,-0.7794665158668697
Iğdır,0.7449700276361503,0.03636016144960762,0.6658637467972188,-0.017974072558026674
Şırnak,0.5951535927990265,0.05142945177438446,0.5251959912761178,0.6060663191566521
Ankara,0.8718449695641135,0.17524971273310624,0.456925633684451,-0.019820507429838447
Van,-0.0973539183174334,-0.9597780793590892,-0.20381988726196346,0.16675043186313507
Tekirdağ,-0.4164907454092098,0.07681527266266214,0.47907231168618275,-0.768846274004042
Diyarbakır,-0.4746725683890258,0.11457871423577873,0.026715969831522083,0.8722636803278022
Adana,-0.34754431408974473,0.2809847982403865,0.15859628271513915,0.8804020172686099
Düzce,-0.43815554998084244,0.039985225949013874,0.5060258859207116,-0.7418616437752733
Çankırı,0.2500474216168127,0.6067162918814332,-0.6053652719489107,-0.45044923756917266
Burdur,0.17883787147570568,-0.9602484607064704,-0.18369882486504438,0.11042939454735583
Kars,0.9082469803426418,0.011627633840231149,0.4026497793357491,0.11324917673264827
Kastamonu,0.21910387373610699,0.5007761783334792,-0.6551772304903619,-0.5214973713975238
Kayseri,0.7298716924948299,0.2333998180596313,0.5213451821331929,0.3755143652258481
Artvin,0.12678115073424834,0.378712109990547,-0.6637801664128322,-0.6323761287730272
