,0,1,2,3,4,5,6,7,8,9
Balıkesir,-0.21663630725905753,0.6447594088942706,-0.017819164916632917,0.18486062938999756,-0.15058004858431076,0.00815470940111526,-0.17297108110479165,0.5580441804325489,0.14269441303719185,0.344133973969999
Manisa,-0.002543823332868806,0.10763495667868177,-0.1577348962153577,0.02054838198851435,0.03642784910340882,0.3831380328071978,-0.28990799231765924,0.5123103696956741,0.2589920047109343,0.6335602211250183
Yalova,0.27794967852348607,0.2956856932941566,0.20353556725370014,0.41124210855193266,0.2930160405980213,-0.23980600844045474,-0.6244285675255429,0.009683420824646391,0.06489963720594462,-0.29527116145012144
Çanakkale,0.006588171587890914,0.30329329711392256,-0.3122819583040153,0.4402886066481333,0.1664337709404996,0.22456043322516708,-0.178154954830217,0.21857553680215724,0.16808629565461228,0.6562778748434254
Edirne,0.09229225818909328,-0.13954689948578955,-0.5535653545320767,0.1488197755144075,-0.05860671741865718,0.34757909761827027,-0.42103431788837314,-0.001633327198761989,0.1788942939597964,0.5566912655712482
Aydın,-0.2850112245363465,0.48222931800243035,0.24414997158560664,-0.09634215347528918,-0.0036409879869957204,0.22664011323851557,0.029119117766957484,0.6061214112650255,0.059207718112391575,0.44070038321505733
Çorum,-0.28738218311468006,0.3762535503333723,-0.48617318892963807,-0.3594617307837776,-0.20494192137594286,0.05986247905994134,0.13865373188191984,-0.03546117867315581,-0.03672875380210797,-0.585535293306643
Bartın,-0.14697173077064465,0.23233580055655068,-0.5351785304099311,0.22529257954286203,0.360604195708845,-0.04090460636035688,-0.05984156642773561,-0.5109336581261107,-0.41004030481209397,0.1508997676997825
Denizli,-0.13971171289263176,0.17368242485352392,0.07709485055316638,-0.32387056266676145,0.21860090731388143,0.3252120713785649,-0.04787615835153749,0.5133456836984254,0.21124396318959618,0.6127724844430974
Giresun,0.15390607314016647,0.11591270959940847,-0.1776269553855592,-0.18735131431923613,-0.4211347284682231,-0.5168941941836299,-0.5185693008454721,-0.17492083323601762,-0.18695131343209487,-0.3423872593586546
Afyonkarahisar,-0.35688210437209744,0.4315389646392164,0.3650788857965768,-0.2721858394214428,0.3773562431034818,0.0881502171940161,-0.010508423514020447,0.5225561385207672,0.014367785955277813,0.23556652647768964
Samsun,-0.0136547243743236,0.38474350272074737,-0.5979715726402758,-0.2527684622082495,-0.23873676706932084,-0.30314884853836055,-0.27255817379236896,-0.1586698208424417,0.018561634272600228,-0.42617017224168224
Amasya,-0.1463642958081626,0.3868016795070977,-0.27705304982621715,-0.47781332593946574,-0.5049466514792557,-0.17564513753674382,-0.10210333531589708,0.14673221917930504,-0.19684343585855044,-0.4091123050346921
Kütahya,-0.13441564972878964,0.5069241217113902,0.1135583271969488,0.1751330841351357,0.32803359590695796,-0.040146647611130286,-0.12851197635449826,0.4994534967087951,0.20550206390440423,0.513785229480624
Bingöl,0.24455964223561485,-0.08143768247674647,0.3784963424289082,0.46728037365290404,-0.524279429254252,0.04129666608900636,0.4309790199982885,0.09054776570554506,-0.3167268592370045,-0.03340666018663307
Ordu,-0.15127453478865047,0.21281664308038054,-0.5872738223745843,-0.23322634756159544,-0.3460106502815145,-0.3784902559487418,-0.40675107030158497,-0.2662812717232246,-0.18179202662176658,0.012699848323736397
Şanlıurfa,0.06825073990502373,-0.6368942364039604,0.2445125562856603,0.17892457050723204,0.28582084038927597,-0.15808947871461324,0.35728475290259665,0.36615806728875105,0.04160054654892613,-0.35744455454479196
Elazığ,0.1736268802260652,-0.041756603392072544,0.4475487753187084,0.30242573278572193,-0.4822823182994356,-0.03546176962959509,0.5764495562066294,-0.0015278428334033608,-0.32663149468098057,0.05924974492981437
Mersin,0.20142278280321743,-0.5987526375508715,0.278362490982275,0.1269513264127362,0.3232998106798791,-0.24176122197900923,0.5128723385849105,0.21872915823207148,0.03180907178167425,-0.18016179533232218
Kocaeli,0.04969688175865855,0.22797415286462133,0.34428110989234423,0.15757291688411248,0.15016324471430276,-0.11993297067385598,-0.6858675622596019,-0.48279687780206165,-0.2465608570490324,-0.031096412705770043
Iğdır,0.17306678443505139,-0.011768017648937493,0.4820847703744683,-0.16096998563685125,-0.1327581042504902,0.6264822526952984,-0.396894617829907,-0.37835120528954885,0.006575557443140728,-0.02773810437905033
Şırnak,0.4234183784556705,-0.4677908842919657,-0.10447559535912722,-0.06428385735924658,0.23189486493387174,0.37315982154743,0.23147597269692313,0.34534658456446093,-0.40071570487063146,-0.24576219131588023
Ankara,0.012583689674706014,0.44211935210981873,-0.18455817930794674,-0.23164970940608276,0.16121536545457996,0.2980958104081688,0.5554524837651904,-0.2692587105561352,0.19774331196941441,-0.4262243320427831
