,0,1
Balıkesir,-0.9722616576271232,0.23389585098534438
Manisa,0.7076918872494378,0.7065211905677905
Yalova,0.18430421604541095,-0.9828692466182292
Çanakkale,0.12460005848432702,-0.9922070476597621
Edirne,-0.9628253703504531,0.27012461237272045
Aydın,0.6742005804246157,0.7385482904692898
Çorum,-0.9573804034159451,0.2888299900549143
Bartın,-0.9640445898752864,0.2657405289604702
Denizli,0.699386009950225,0.7147441563845787
Giresun,0.8732035817953085,0.48735562450826747
Afyonkarahisar,0.6701825704755429,0.7421962828193046
Samsun,0.14181903329618373,-0.9898926011416264
Amasya,-0.9658703600378497,0.25902595931750616
Kütahya,0.7143285269161904,0.699810514092025
Bingöl,0.7717347904175481,0.6359445048580751
Ordu,0.17346060944632533,-0.9848408079331951
Şanlıurfa,0.6559309050132969,0.7548209376060238
Elazığ,0.14348219469189388,-0.989652898650025
Mersin,-0.8957135463496313,0.4446315810710777
Kocaeli,0.24186525386917374,-0.9703098468895381
Iğdır,0.8517222273435413,0.523993556686489
Şırnak,-0.8676940074044177,0.49709869192592115
Ankara,-0.9998995909357358,-0.014170675585442593
Van,0.7536059278734181,0.6573264831680252
Tekirdağ,-0.9713676995282298,0.2375811278558009
Diyarbakır,0.21897563412015414,-0.9757303273249608
Adana,0.1966991972505016,-0.9804638829661232
Düzce,0.8074936467903481,0.5898762670198082
Çankırı,0.7246649861123253,0.6891013408075932
Burdur,0.2366622401230719,-0.9715919843740624
Kars,-0.9573532883526419,0.2889198526934119
Kastamonu,0.7687700866961826,0.6395252565779892
Kayseri,-0.9279757736414286,0.3726405285722308
Artvin,0.14698099655964508,-0.9891393160977543
Kırklareli,-0.9720177234327587,0.23490752506592202
Gümüşhane,0.18642984230110934,-0.9824682762815207
Sivas,0.7924691592588479,0.6099119867846298
Antalya,0.07412815679552445,-0.9972487234236487
Erzurum,0.3162732335369001,-0.9486681409998505
İstanbul,0.6580074852259217,-0.7530113872888362
Bursa,-0.2143444946911291,-0.9767581264548575
Eskişehir,-0.9360533507744837,0.35185810279693874
Konya,-0.029271863125084233,-0.9995714872029839
Yozgat,-0.9431718411922427,0.3323053986651952
Sinop,0.15677725716596386,-0.9876339866749809
Isparta,-0.9122194629368633,0.4097019055840236
Aksaray,-0.9305343997750938,0.36620449319363274
Ardahan,0.11383715220714521,-0.9934994226356482
Adıyaman,0.19400592238227207,-0.9810003578391819
Kahramanmaraş,0.7248152550947665,0.6889432821226343
Osmaniye,0.6160178938313301,0.7877321590995325
Niğde,-0.9120009146061002,0.4101881662818129
Tokat,0.24120181531718166,-0.9704749787025398
Bilecik,-0.9430304391904818,0.3327064633580279
Muş,0.8099342150186462,0.5865207305305831
Ağrı,-0.9396671213356322,0.34209019436517885
Hatay,0.14588403789542964,-0.9893016968990421
Kırşehir,-0.9341692643811325,0.3568301913874633
Bayburt,0.10370264288410837,-0.9946083459627965
Erzincan,0.0821027176850181,-0.9966238727567855
Siirt,-0.9330711043593929,0.3596919712886886
Karabük,0.7124268262120974,0.701746405258593
Kilis,0.7016692818613061,0.712502785182092
Malatya,-0.9286732762523127,0.37089883522976375
Uşak,-0.9225589252258342,0.38585622903635136
Karaman,0.7219120076529827,0.6919848648680397
Bitlis,0.1322080044623905,-0.9912219950929617
Gaziantep,0.690972741255756,0.7228808137179361
Rize,0.22964815097863486,-0.9732737162546273
Hakkari,-0.9197858340625388,0.39242071741675394
Batman,0.7393934475435785,0.6732735920334473
Mardin,-0.9486857207697075,0.31622049776644784
Muğla,0.5605373023534382,0.8281291763187246
Zonguldak,0.7808934452224171,0.6246642515853326
İzmir,0.568735860640179,0.8225202251749643
Kırıkkale,0.7245870390250505,0.6891833013624962
Sakarya,0.26091150403576385,-0.9653627230537727
Nevşehir,0.7345283565468185,0.6785779936224201
Tunceli,-0.9291423324767386,0.36972222816553174
Trabzon,0.09251316758481476,-0.995711461128887
Bolu,-0.9610279683117281,0.27645116046533763
