,0,1,2,3,4,5,6,7,8,9
Balıkesir,-0.0006482943182534802,0.4685814356641949,-0.24237186426744986,0.2841564934853136,-0.20573085541798236,0.18876962158764943,-0.132159035753166,0.3890316459150727,0.4779698175918366,0.4070823636541889
Manisa,-0.12905885246860602,0.4357617994774528,0.22308115521492586,0.2691429604459239,0.1329805064817367,0.34526577385780804,-0.125302295855629,0.4771608400701593,0.0761177141300548,0.5340253018319748
Yalova,-0.012460874796771998,0.34187408283840465,0.2804949278491922,0.5636998767092875,0.0859166390944578,-0.20133272541510094,-0.6441009705350912,0.004714540970893554,-0.11883413483639979,-0.09800769659583501
Çanakkale,0.16154898671615026,0.24439712856678164,-0.3047992896554071,0.25990145706857676,0.12011998848957078,0.2847213881796259,-0.24822671780027847,0.23145996226557264,0.34753954895154665,0.6498088625969151
Edirne,0.017730952944665916,-0.08775675771074623,-0.6973663182663231,0.009377379861868047,-0.37132157090018514,0.17754252771053497,-0.3398303412631758,-0.011666912520419726,0.18276235821034703,0.4326115257911319
Aydın,-0.1543185087700525,0.3966427912219984,0.14228081477363624,-0.094350561345805,0.13003478681133454,0.3393477187878278,-0.021755014705988684,0.6779081806137093,0.1964511639793911,0.3987764705689339
Çorum,-0.09765352610876517,0.4910413357787648,-0.5996650504995373,-0.3472549694140782,-0.17359290058200655,-0.00531063921033586,0.31178171726596504,-0.157759347498379,-0.158773483407856,-0.30280429459067487
Bartın,-0.2721735136824261,0.3312126472842783,-0.34823606804019663,0.16371887771709195,0.2633951558041056,-0.16578863362806667,-0.10008637925417405,-0.5032789280170175,-0.5469994143134851,0.09364469886153931
Denizli,-0.35084694362349933,0.0638451849645912,0.40104461095672267,-0.40829649165862725,0.22628535069762512,0.3187202487919826,-0.15428316791958915,0.5071028078047439,-0.17465125383851227,0.2846754967400961
Giresun,0.14179413619631062,0.02213326118747865,-0.3477493887807071,-0.22415459094639972,-0.41962797264516133,-0.47479882243267063,-0.5978030523207607,-0.17150532726427756,0.03184994941651827,-0.1375175643989795
Afyonkarahisar,-0.3732399462438737,0.399611631333061,0.222889302081563,-0.21201764356530334,0.4842507141807449,0.08313994238703887,0.040326558325726396,0.36489797887035885,-0.04450734919599033,0.47770565188053243
Samsun,0.12151017737986526,0.32697658150625336,-0.5826197552520986,-0.38027982697151197,-0.3503092382627463,-0.327065922624138,-0.3219635204609644,-0.1709890170441655,0.03193263682079562,-0.1750912334248044
Amasya,-0.012585709571475527,0.2370095776602567,-0.6123011328672012,-0.40059437517930224,-0.5821954698803546,-0.10778257150471704,0.01130148505755269,0.02449609007107525,0.1129195826237142,-0.21031468630024336
Kütahya,-0.18836747993173414,0.5139720758093121,0.18893158702935584,0.1713375152264851,0.2846921986674526,-0.15813645707508928,-0.16677967329761048,0.5101181360384668,0.2479678797361591,0.4239314573503423
Bingöl,0.08827819260680295,-0.10861075616859553,0.3714484595333103,0.46566183229879493,-0.44783679012998484,0.07442947049290584,0.2767335375097152,0.23454600287326108,-0.4896788767564696,-0.21936168066756304
Ordu,-0.2133132111548552,0.24812407733422934,-0.4928511353981978,-0.22491973558946962,-0.2165290165253699,-0.39435600137375815,-0.4265179041317724,-0.32508838144861985,-0.3308148065541512,-0.000949590788311699
Şanlıurfa,0.23480368280519623,-0.3876941972481732,0.27561765417532086,0.1356939363423776,0.010240003338728675,-0.2019518359138793,0.7627702471184589,0.056939115305620285,-0.1276552950248514,0.24070046847031468
Elazığ,0.1660501678835484,-0.029932642758888982,0.4797025245678736,0.3277249887210026,-0.5790301529962946,-0.06343037740443061,0.44955335229390864,0.11352611481635606,-0.2812201578275092,-0.025351430043371957
Mersin,0.13968780837732317,-0.627387867605778,0.23708249083993482,-0.05115315702045102,0.3753201958776777,-0.28977373767385295,0.4618704061172895,0.2713082613161682,0.059803471209107666,-0.11271228186246961
Kocaeli,0.09554262192672341,0.4219413389959696,0.19887429079725247,0.3695549603826957,0.18386446512252544,-0.33123342469486927,-0.6337917230422139,-0.2850161766665848,0.043066567095888804,-0.09172044498542593
Iğdır,0.5194622201212417,-0.08742831482897881,0.2532225470433566,-0.30298934757529394,-0.04354375069285916,0.5778282825913451,-0.31996585465956745,-0.3303065592137548,0.028749378381516866,0.13602355753986925
Şırnak,0.4882431464516913,-0.38602375637143754,-0.21696532250551467,0.1858149468733174,0.19499900766994385,0.2565592728915522,0.21431289253578956,0.5047388924169328,-0.1202093442403898,-0.33468525279946776
Ankara,-0.047171167530752095,0.45264960833639983,-0.13563249153072293,-0.20948277953128733,0.17128421433321667,0.2869945354803221,0.5580542219853685,-0.31719994296258197,0.1314521840505361,-0.43540769939170243
Van,0.3510959595034803,-0.2529510575980871,0.17155051589898918,0.04614906590754346,0.28366258959267754,0.5028215276274771,-0.22962046354676727,0.42572007505671516,-0.3079503370486324,-0.34510515909914236
Tekirdağ,-0.06246118312421703,-0.23940029830109452,-0.447625253298831,0.11769784242199043,-0.19890022672985486,0.4033616550037227,-0.5584367213771584,-0.2571261880948742,0.04224267285085843,0.37756208967221616
