,0,1,2
Balıkesir,0.6370008027008933,0.07069687699391518,-0.7676144402899968
Manisa,0.6881990084510744,0.10639690982396255,-0.7176780770978518
Yalova,-0.05126708377250943,-0.9855776937946412,-0.16127087652734856
Çanakkale,0.6637178453203891,0.012897651484469037,-0.7478718288513385
Edirne,0.6345345920778026,0.04020364480284018,-0.7718481187391887
Aydın,0.6932605872221171,0.18835889210759305,-0.6956368923284948
Çorum,-0.8652248011343783,0.4631468026810375,-0.19204448096289628
Bartın,-0.3666406319828017,-0.9191355324687837,-0.14409899351687894
Denizli,0.7139014624268153,0.19637384402319663,-0.6721473166861625
Giresun,-0.5012292940515416,-0.8615216225335199,-0.08093014698988302
Afyonkarahisar,0.5132219644900369,-0.7199468874396473,-0.4672041250149139
Samsun,-0.9060365941760188,0.32940243941865427,-0.26569102905247
Amasya,-0.891085042980833,0.42948956234832036,-0.14664979375947343
Kütahya,0.7147503055005687,0.14532289594591669,0.684114944070612
Bingöl,0.39821374039530444,0.12818881872198845,0.9082914971059909
Ordu,-0.9237139783394589,0.28144175323802506,-0.2598904110478047
Şanlıurfa,0.3965456904236295,0.17704786109822554,0.9007805339187733
Elazığ,-0.6795554763358074,0.7247756367266652,0.11359855188104918
Mersin,0.42599926269889626,0.3016760000440693,0.8529456132587865
Kocaeli,-0.35214166810119707,-0.9122457169646845,-0.20929404546354183
Iğdır,-0.15419299287765187,-0.9850626853837924,-0.07665524647344371
Şırnak,0.7968916723906749,0.43992253122168595,-0.41404326947542364
Ankara,-0.9426477481559428,0.1915748527826825,0.27333916418585985
Van,0.6698331325444173,0.11229951414786347,-0.7339702948130036
Tekirdağ,0.5217343565563496,0.08714985981431699,-0.8486448981305885
Diyarbakır,0.8078535280050635,0.2775240581363399,-0.5199548773165902
Adana,0.4378912036685213,0.246514565474062,0.8645703341885309
Düzce,-0.28959374371621327,-0.9495406661354185,-0.12044910525003423
Çankırı,-0.9049238266860529,0.4121142919867051,-0.1061822877704579
Burdur,0.8052188293426735,0.24720591329733954,-0.5389915336096138
Kars,-0.1417503629328625,-0.9898993174079763,-0.002485156659940335
Kastamonu,-0.9167968298175776,0.3528324025448704,-0.1870638087681706
Kayseri,-0.6734768850731765,0.7370672740210065,0.056220270715946846
Artvin,-0.30541295011874914,-0.9449204443213358,0.11767873131255273
Kırklareli,0.6247690506494373,0.14745577241971825,-0.7667596941224187
Gümüşhane,-0.9474509783232828,0.2930149108396827,-0.12837019007490655
Sivas,-0.7755479819071774,0.6308412911611885,-0.023761168443277005
Antalya,0.42947299953302787,0.1694231272477809,0.8870449518630308
Erzurum,-0.3455116463677408,-0.9383802142835425,-0.008017210576390738
İstanbul,-0.14826730636710178,-0.13588861681624043,-0.9795667867391242
Bursa,0.010926687256624034,-0.9852451616089942,-0.17079982152116888
Eskişehir,0.011024999020478031,-0.9999383541389513,0.0013180737778686583
Konya,0.3081995849102234,0.22102100859622406,0.9252906190058742
Yozgat,-0.7710260932062619,0.630692604637514,-0.08800910208971428
Sinop,-0.8678228396529152,0.4094716999020196,-0.2814541631529049
Isparta,0.5057692954864766,0.15224255956080038,0.8491287433607987
Aksaray,-0.662787918711898,0.7473209434913437,0.04715487492040281
Ardahan,-0.2909046287964801,-0.9529354488547707,-0.08537287192509518
Adıyaman,0.39455049324422603,0.25508679903194875,0.882757403390293
Kahramanmaraş,0.2548626816352338,0.2438903163463737,0.9357149817664369
Osmaniye,0.337787061425802,0.16653015078028782,0.9263733642621725
Niğde,-0.6726911901318654,0.7369793643870235,0.06593920826544764
Tokat,-0.8614448575811247,0.4619316391100634,-0.2110258707744777
Bilecik,-0.07255336288232427,-0.9946955140526464,-0.07291669121680967
Muş,-0.6366273116874727,0.7383269473251046,-0.22266338914867548
Ağrı,-0.017401746915375643,-0.9847850097398225,-0.17290362574576373
Hatay,0.44415729738384746,0.20877946046223317,0.8712837838900569
Kırşehir,-0.7320117281522422,0.6784616691991984,0.06203703148125316
Bayburt,-0.46008512754542413,-0.8663143120813305,0.19447670321805172
Erzincan,-0.38160799733450856,-0.9081221876400235,0.17230620617448397
Siirt,0.7831395301513553,0.3219036550597081,-0.5320437135927043
Karabük,-0.4028589476348077,-0.9150666761452896,-0.01891154459548829
Kilis,0.4777955430994327,0.27376628905111555,0.8347235697963125
Malatya,0.3553982028549542,0.21596803024459058,0.909422853968241
Uşak,0.6794487790746814,0.20090910608138057,-0.7056804430530195
Karaman,0.4011544413355321,0.23150936151409324,0.8862722661395391
Bitlis,-0.6521881730159768,0.7478724597230088,-0.12384413981266866
Gaziantep,0.4743299952187782,0.20074461323471912,0.8571538111056828
Rize,-0.3875555973171597,-0.9210295155655776,-0.03879807269926446
Hakkari,0.05012947984132205,-0.9869369079703257,0.1531096827010343
Batman,0.7909210770879654,0.2646043907237884,-0.5517502752402628
Mardin,0.8463762369418617,0.25871992570038865,-0.46552257258453095
Muğla,0.7404024528406506,0.14872794403949138,-0.6555030179101655
Zonguldak,-0.269856795015121,-0.9466650414728046,-0.17607557876508723
İzmir,0.6819910075821766,0.25720638065929474,-0.6846408863960685
Kırıkkale,-0.7816622914204203,0.6066291691371991,-0.1449314090295467
Sakarya,-0.30115128701529587,-0.9497254636992872,-0.08561218330474309
Nevşehir,-0.6326571641747493,0.772784231575184,0.050492019637929354
Tunceli,0.43296814439598613,0.20399610102659793,0.8780228793740188
Trabzon,-0.4428836832798175,-0.8956590602977197,-0.040606536310155115
Bolu,-0.3302881321671235,-0.939888403223183,-0.0867152768324503
