,0,1,2,3
Balıkesir,-0.4602146494222376,0.8094784617376366,-0.18443651560297156,0.3145318237512246
Manisa,-0.26451513022767054,0.8406553651206413,-0.22480261694441134,0.4156850807876847
Yalova,0.0740216456884453,0.4058884224459155,0.4959222255096733,-0.7640919648442019
Çanakkale,-0.339679249113406,0.8844413182116202,-0.09973465627876196,0.3040305259325147
Edirne,0.19405639787980816,0.1184447069398119,-0.7770873643109726,-0.5868970898446176
Aydın,-0.35328635386686835,0.7886217450942872,-0.2089200134333413,0.4578394077871709
Çorum,-0.255765791984006,0.01335710642842083,0.7701537804276827,-0.5841819937755725
Bartın,-0.1999429018467891,0.10408839781772783,0.7635754314369049,-0.6050958617828818
Denizli,-0.31724327841195227,0.7679550411522005,-0.22106093912783095,0.5106210123597342
Giresun,0.036193622465244595,-0.13171476756239178,-0.6153794953747412,-0.776304913272586
Afyonkarahisar,-0.3785774394396891,0.763062692976383,-0.04073540451389409,0.5222595865601782
Samsun,-0.2254417658799229,0.034562376351260145,0.5336374294956231,-0.8143786258118515
Amasya,-0.1517179263070265,-0.14590967970754887,0.7615840854430069,-0.612928802557585
Kütahya,-0.39334332397167954,0.8470161393705005,-0.04576476999588657,0.3546128522205966
Bingöl,0.41265061047316626,-0.3632635915640098,-0.7920473478140311,-0.26536773643549527
Ordu,-0.2355674894220363,0.09385543826606259,0.46040887498562655,-0.850718979728179
Şanlıurfa,0.8044721543359457,-0.16373166607278047,0.15821152540382363,0.5486215523040535
Elazığ,-0.26159004798271335,-0.844515213368042,-0.09584161868452669,0.45736100108586203
Mersin,0.6810675891378035,-0.3141094788515927,0.11965117808269154,0.6505119291027835
Kocaeli,-0.17780767189013338,0.1726865107902213,0.33577601885178615,-0.9087454351864193
Iğdır,0.03347137767008948,-0.0310584796421118,-0.902826793714409,-0.4275731730014721
Şırnak,0.8924046175533304,-0.008102564836862667,0.07776720543404593,0.4444104057867428
Ankara,-0.8155209472295726,-0.5542703505117688,0.1593762271687601,0.04805394246878542
Van,0.5143862925813125,0.06570025293176338,-0.800104900712925,-0.30153335905719464
Tekirdağ,0.07246071880944055,0.07911007907576695,-0.5968179792353557,-0.7951725217081334
Diyarbakır,0.9169674275256045,-0.10290985206375808,0.05204332784842157,0.38193165780248195
Adana,0.699030985617359,-0.3341375998359392,0.14584036215438917,0.6151734180614258
Düzce,-0.1295856799772987,0.22549203778217752,0.6374979633672477,-0.7252290942483439
Çankırı,-0.04400542868402729,-0.05687770235429339,0.7585001272758913,-0.6476928331730158
Burdur,-0.2897491639286429,0.7663717632880259,-0.0951664635286875,0.5653875543880474
Kars,0.033234088506745064,-0.07561948674308708,-0.9143968916715727,-0.39630230012858164
Kastamonu,-0.05789479799608029,-0.002150966553573253,0.7846484595396875,-0.6172279648961752
Kayseri,-0.505183481526688,-0.7526154511925117,0.06611284377733326,0.41711955661002065
Artvin,0.15760758060530408,-0.005703846118823243,-0.7183705035166386,-0.6775478849147465
Kırklareli,0.15645793050483175,0.06835206057652946,-0.8601483358231681,-0.48061809389339694
Gümüşhane,-0.5797956500641527,-0.7294130207391001,-0.18164035399567907,-0.31432535873402284
Sivas,-0.5917543914602208,-0.7615815992989949,0.10926659268334817,0.24058474498625237
Antalya,-0.332779345349689,0.5516739261401135,0.017278307378305862,0.7646013645161287
Erzurum,-0.0433750981810887,-0.21943602839522983,-0.8169359679841701,-0.5315844754257556
