,0,1,2,3
Balıkesir,0.3172646138976736,0.1915981365270318,-0.8208055706088523,-0.4346395450315177
Manisa,0.29814442843665595,-0.8963737845385845,-0.32364956516160864,0.05361806742932791
Yalova,0.027142271408924893,0.3876842051314671,-0.7165916145097416,-0.579189703127281
Çanakkale,0.30288326718533526,0.17141967072065187,-0.8063593618862996,-0.47818574053131124
Edirne,0.16852033018674745,0.4483495326502538,-0.7102848014302174,-0.515828552663852
Aydın,0.34398721325576553,-0.8928658278170766,-0.2753868528421135,0.09287352644739333
Çorum,-0.14988630471319503,-0.11668816288623701,0.7383015068597211,-0.6471698797613522
Bartın,-0.24812157853048153,0.001668976949134989,0.608130329639331,-0.7540625961790198
Denizli,0.34852375418781206,-0.91099854281834,-0.18261809776306684,0.1235454496090121
Giresun,0.07279071121850711,0.49721502757756864,-0.6130811894871679,-0.6095983791057352
Afyonkarahisar,0.47504751361917535,-0.8772769261116198,-0.040804135508661674,0.05522750439570163
Samsun,0.13425143383324525,0.49235341771623026,-0.3161350061989562,-0.7997645418699496
Amasya,0.16436681374345422,0.5308930422808819,-0.5616019259207921,-0.6129758600464056
Kütahya,0.37999725396549977,-0.9087777297946069,-0.11985286474825765,-0.12393714382571158
Bingöl,-0.761253679758082,0.03362124401638128,-0.2458674026128824,0.5990923696208831
Ordu,-0.05915346968172801,0.1515681455639451,0.28501525045684156,-0.9446132919252952
Şanlıurfa,0.32861893483725096,0.38928047297393925,0.2911539997488592,0.8097528372644694
Elazığ,-0.77428038216199,0.04605429933743038,-0.2813139112771901,0.5650056412404659
Mersin,0.1450686356345999,0.3761323465302935,0.29736969264533936,0.8654772179235839
Kocaeli,0.16146661290287598,0.4045516657472382,-0.5596703638799501,-0.7050074938986756
Iğdır,-0.5324422369527909,-0.5527971671374193,-0.6163164842545744,0.17627974231213572
Şırnak,-0.7497457832463443,-0.005707327578113364,-0.18791352314048657,0.6344581899047181
Ankara,-0.31249003499706934,-0.1790077295262036,0.88806010636418,-0.2857541920634663
Van,-0.7929873524356776,-0.11093241496504878,-0.40461324112212727,0.4417614551946828
Tekirdağ,0.08792984740316807,0.5059651457677325,-0.5925536024418584,-0.6206028048897844
Diyarbakır,-0.7615566800207337,-0.07586073374894754,-0.22536871682877893,0.6028975979930741
Adana,0.20514589817524398,0.40215454926174005,0.24079812956182647,0.859187488136021
