,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Iğdır,0.09038329387806092,-0.22688304289286204,0.5242679980044807,0.004309489913187142,-0.0025585563647620374,0.06632523768942465,-0.36726540993282064,-0.362524972275802,-0.04707128442219326,0.00164646615994269,0.04016492309101812,0.2889507285145618,-0.1758253060848614,-0.11718339758820799,0.38718697101538985,0.33597800627476754
Şırnak,-0.13697780542730342,0.10083073682933885,-0.12474684258542938,-0.25191159088849396,-0.016439116486748985,-0.007065047948940756,0.33983734849493935,0.2600697719120744,0.14041377821257867,0.4896360579424532,-0.4252204975424058,0.016669832279036026,0.40530053626494533,-0.27382761590557814,-0.1647392922030465,-0.04079429263250972
Ankara,-0.029922268813296037,0.21516174934048507,-0.006305478538935989,0.3581419009245285,0.46318029759128676,-0.01799576104950281,0.21169303078488527,-0.377209270701579,0.06955588427573402,0.25912155449138724,0.4417772116005231,-0.012991938182608846,-0.23222821610395317,-0.2704610768712448,-0.07257617159253954,-0.1512605539685159
Van,-0.21790012306250492,-0.009051342857742811,0.26559000624679696,0.10013602578635361,-0.32668006994791216,-0.2812527889920474,0.006323124962794432,0.13643185818209663,0.2781114858749373,0.41514912822528455,-0.23424803043978087,-0.2632586313934228,-0.05052413197801071,-0.4097078379352616,0.29749345368609986,0.18603252902766643
Tekirdağ,0.14522845840437862,-0.07451484193663825,-0.13414784200843435,-0.02283201362509739,0.09314109443922258,-0.2270330211190045,-0.4482302623759363,0.09189159824163606,0.013239632476343603,0.25737027853859024,-0.263742321234325,0.27493486386822186,-0.025918559603251293,-0.05682344524194287,0.07937128711201014,0.6808092114152475
Diyarbakır,-0.3039985166305817,-0.09925464748217434,0.18331872693560916,0.0007685586264571768,-0.09359900995055989,0.04807297176675706,-0.10299815266717527,0.27980809113677174,-0.2762200099205484,0.009778565307387011,-0.047971421194485206,0.13617812608012766,0.12042786201741103,-0.2512338932707003,-0.6928938473876263,-0.33044216074150656
Adana,-0.02141973918995771,-0.16029767277145338,0.205216606595239,0.1458083137113736,-0.01792210753128164,0.3552672652054065,0.4526256752837942,0.22380821352497532,-0.1870997065252948,0.201033331445949,-0.48292585528587406,-0.24491970024984955,0.14030263422868103,0.14869175217540168,-0.3058363732458343,-0.15818370816928945
Düzce,0.1643801758509054,0.248324844574851,-0.5534953158029677,-0.08651602426522387,-0.3894296209983742,0.3129160149404673,-0.2574555052653259,-0.1581445539039214,-0.09363116252326703,-0.05813543912801412,0.032729968284199155,-0.21411941181127897,-0.2533900300308446,-0.21497481919250225,0.294305121576778,-0.02249135471680734
Çankırı,0.3338068177498451,0.5002244083740766,-0.28402073002701117,-0.0376733479975039,0.2172369888631344,0.18902630346010305,0.17761693936878595,-0.4303535707191948,-0.021527445414125955,-0.1871850442564436,0.16600127906469397,-0.002378875767297906,-0.24794995948698623,-0.28136605020912786,-0.20632049390660648,0.10153191379254
Burdur,-0.01420061047261726,-0.05240919647085941,0.30190445517255293,-0.13673886788556056,-0.1449459910939695,0.1726379794632736,-0.03378574103188787,0.23118655770499932,0.7794069942396393,-0.1706515315658053,-0.06339606512922852,-0.1337738615128382,-0.22653076954634097,0.2253297942281845,-0.036818781280190435,-0.14088592665488633
Kars,0.16939005028351298,-0.19897867692932944,0.3836592562640708,0.09967799799856582,0.031224591558974824,-0.17904181244463963,-0.3030359751431012,-0.2795197165803513,0.020409893683417526,0.32368954723324594,0.08453072997506993,0.31389176272529273,-0.20056187351034005,-0.10767579423551128,0.5501065964141619,0.07930933064263522
Kastamonu,0.3760858535847774,0.40072152479294404,-0.5451680325447462,-0.25670551881353454,0.15501300718356292,-0.025801525574362053,-0.24245497602258634,-0.3075326304889921,-0.006738247748466178,-0.0812885281981359,-0.11562183589448978,0.020350860707802707,-0.017149088199968965,-0.10735849449091166,-0.16246991855790477,0.3133178746946732
Kayseri,-0.026078430024786978,0.25838273130624023,0.2596577101221648,0.4320247199353364,0.3844251321702969,0.15641471006300883,0.09072103961355255,-0.04672212353840213,-0.1066942280595553,0.2658979610535734,-0.16245245926585783,-0.39661594375325104,0.11377657615393182,0.4393424044028135,0.0023369777878815053,0.15516628356996226
Artvin,0.06214536912910317,-0.4600133102173223,-0.36997196392973014,0.14219004542937627,-0.1331151463436381,-0.08649087023945153,0.06915404259310114,-0.14614760098425614,-0.15816753813959863,-0.2864214251639432,0.5171202959578025,-0.14929059359204874,0.11580841157744537,-0.1649498945448849,0.34812985650977024,-0.13235177017169708
Kırklareli,-0.10964013583171732,-0.3256585831447601,-0.10475464505428399,-0.0931199474593469,0.07727375172891204,-0.07415397174070082,-0.38638505148886554,0.21335871956863364,0.09559536990340535,0.25886221709684903,-0.17660870312479154,0.23472370727100197,-0.018572225637146767,-0.1670337132291698,0.06297396669435511,0.6792277878144231
Gümüşhane,-0.35281240628539456,-0.5813574313499262,-0.3417965194673273,0.07345049836970233,0.06785579277254185,0.001974566856110592,-0.05126245909457141,-0.32321581500613444,-0.07961441854694197,-0.3157360298063019,0.17678325103993447,0.21512397316079185,0.12130743071061358,0.043995404779086686,0.2834288010522661,0.15192493132027052
Sivas,0.035860160739682734,0.2567739929198524,0.03535615069259966,0.448251656906544,0.17104263022165644,-0.22202379279593737,-0.0556799267139447,-0.2817530427123885,-0.2337529882134133,-0.00974616135952365,0.047825346073983255,-0.08655634997146246,0.2026141580491156,0.6714652153160222,-0.09987441577569614,-0.05620265943849718
Antalya,-0.08962655538266709,-0.19587057942943195,0.19263944125970547,-0.026654565406801774,0.1632729788118742,-0.016435983063864217,0.06685532212201796,0.12645395616413296,0.5416562708118641,-0.18034228545649159,-0.11238067485448286,-0.4234851241835511,-0.2898563991124649,0.2433839444544416,-0.28011324859785636,-0.35887755786573955
Erzurum,-0.02482336167086267,-0.3898031143012539,0.0586655364369473,0.12366710840391995,0.18563598515837437,-0.07920197722238487,-0.3511878833542514,-0.23628519753508237,-0.2582702702567394,-0.005292577375607492,0.2130650607996517,0.22386649436073872,0.13778902607600024,0.3043532721942248,0.46601286350162324,-0.3431845676939931
İstanbul,-0.04590139160664122,-0.04183421670942578,-0.0850665658980946,-0.007688416088643351,-0.2442408037360805,-0.3518350979622309,-0.43854974392882223,-0.5375561306621492,-0.36025980521307305,0.02297463476274463,-0.24598129225426243,0.05272564500651046,0.12187648674933764,-0.12332205709243219,-0.25449090618248454,0.1889020124627428
Bursa,-0.15649047058064255,-0.4184757402594065,-0.2089728468396498,0.006281565233243282,0.054195131610383016,-0.19981007348738497,-0.3877940431867761,0.37770732544422186,-0.2715150327444042,0.03460080886246364,0.4999165502669243,-0.08286526380446037,0.15266670633246632,-0.14652749207621987,0.207036604071271,-0.03780257309836374
Eskişehir,-0.09394658541899986,0.1155430889574365,0.062131733056345576,-0.438084269167525,0.13303025384720182,-0.38220133369955744,-0.05131418570316242,0.24035672203037442,0.0495477866163776,0.3441157233993567,0.43043497462249247,-0.20394355391339916,-0.36738399199886723,-0.04453473943262227,0.18297885331203628,-0.19923049709980986
Konya,0.1163506249354989,-0.23588518593208777,0.013453922937711131,0.05454335380684725,-0.0464904085025677,-0.07926696832401789,0.18072176427275488,-0.019548269937516866,0.3156004801834448,0.48713084284412783,0.1613420142285846,-0.2347735462465564,-0.26524569771973716,0.554069285542764,-0.25654944774779476,-0.1579935668424411
Yozgat,0.16239321214630248,0.30687089537691414,0.060218735069140064,0.41570759219181747,0.462515559399004,0.023687399337986415,0.030711208432704733,-0.13875615246056375,-0.17309863856193458,0.0540203453389947,0.3686947602696708,-0.42684055113636254,-0.05355684786397733,0.2265647767269002,-0.061081204530444806,0.24372228034575716
Sinop,0.08749256010395605,0.3778658919038815,-0.3566316514970936,-0.18125614905965526,0.17213355049912565,-0.3119635512551541,-0.22736116805287312,-0.2517661727993618,-0.17096125313215507,-0.35544096086707744,-0.07756951110643613,-0.055743859004815544,0.03899718024121845,0.1777135799965894,0.11056149032874311,0.48731385870580474
Isparta,-0.25839332051074265,-0.14501423097650992,0.08140027377852377,-0.10486823212541879,0.055291047889280937,-0.031754044095548085,-0.19341816357129216,0.11805006575800175,0.8129448828936666,0.060751072990190697,-0.11646001303820717,-0.10113842349866659,-0.33050546708460066,0.04811240161604256,-0.010638277391965791,-0.1978503474509573
Aksaray,0.16520255367753875,-0.1496575657876237,-0.03769023332485336,0.46917248420955326,0.11373753607797064,0.0620356183851416,0.2258145882176529,-0.084017643328662,0.011658965338246636,0.39967496022354015,0.1387084579120466,-0.29877924311698034,-0.2516977903833022,0.49065433864718977,-0.24469283035032457,0.14689588582132412
Ardahan,0.4510950785690939,-0.45871520750210487,0.23800229557723065,-0.054125033146047066,0.0599663884579802,-0.154152718807278,-0.3630030498982728,-0.40896583561269184,-0.1594895263590799,-0.08846180828572539,0.22930912963877959,0.1911224326919877,-0.13124858409710097,-0.04599002797794811,0.23910219512841088,-0.03537914945832554
Adıyaman,-0.0903155406824042,0.06049575226073994,0.35102059926433626,0.03429063319111004,0.0688952568216164,0.010257134719789745,0.28984429200726236,0.11703730105121547,-0.36832691579764704,-0.29889715414130563,-0.5569706808278404,0.16329201691411857,-0.29321623564472565,-0.031633148799390436,-0.33485814212401105,0.015543800228115006
Kahramanmaraş,0.18199487074048876,-0.0028258430528849887,0.38802063114704566,0.19384962438975137,0.3484302516008486,0.10365901993648571,0.07638699769929241,0.1899875561131233,-0.21074696251168798,-0.22575162444196967,-0.5398094293475266,-0.3960526130718885,-0.06503548920963963,0.20118960881171602,-0.025044309448095266,-0.12525596016667928
Osmaniye,0.08200497294514562,0.02263828219733665,0.2572424587650835,0.1902242517015099,-0.0008916828430167474,0.3295023975825782,0.14944993492180514,0.3356655982522971,-0.18885196734686108,-0.03567080220384945,-0.6822835333848676,-0.23930781278723823,-0.17675128210089056,0.12533486440679056,-0.043519852983585725,-0.1956121151709752
Niğde,0.09290264878171987,-0.21819702627362086,0.060259042097460545,0.2903587064762108,0.07895678365479092,0.37139370147727235,0.19522470999413763,0.10265655916098372,0.03941942073321192,0.41316253688528853,0.037117409095405916,-0.5161586800295084,0.09437629796937512,0.34038591388677975,-0.27557777513901405,0.1491109972295133
Tokat,0.3402259590334741,0.0756294713730876,-0.10916908482195387,0.12986082699964357,0.0005622070026495663,-0.4295198438810302,0.13630734374667272,-0.47251573939198965,-0.11619981039318962,-0.380560269457464,0.0912332651438801,0.08898757855239915,0.23817843315656453,0.07307139465191344,-0.12238063364827026,0.4144756946228905
Bilecik,-0.14996487287128546,0.10749079207772244,-0.17143698761524956,-0.5426885176449899,0.0685531921682773,-0.26680337190445585,-0.27138023179624576,0.3760498148102613,-0.26433825701533464,0.2424100753437842,0.18636152018282426,-0.19021924250609296,-0.16099331920584917,-0.03167332428662875,0.279660163044101,-0.21547003388769947
Muş,-0.16111967856507486,0.03616574677101482,0.363139978096055,-0.03621090656608827,-0.5828740904679391,0.10923499778428555,-0.13711891500422288,0.3127036781953479,-0.3747965082429524,0.1566200783182419,0.17111946437728873,0.06267375726841992,0.3531724387591098,-0.18491328571037496,-0.07022310593331503,-0.09604069660527824
Ağrı,-0.21766651530924458,0.08006944995321683,0.3408099580472201,0.13929797907079527,-0.3302661724918398,0.11634962635174403,-0.366503311775802,-0.1396564647387178,0.13835903343454248,0.2499440783497212,0.11203969821251225,-0.02198202857701762,-0.06792504742470203,-0.16894096313108206,0.5773968723493973,0.27022185997491127
Hatay,0.21829506008012117,-0.19160202133799964,0.15152206521123243,0.06521831050164315,0.0057996398385550315,-0.08585591375258267,0.2816264999942829,0.2518621988680103,0.009173480669889765,0.010003384699961763,-0.6341176381956242,-0.09481397054823013,-0.2856273289641677,-0.19696388265652934,-0.020749707915086988,-0.4540740692785282
Kırşehir,0.09951200752016723,0.2117552581198822,0.029948313662842993,0.32480199613004535,0.40953665385088156,0.2389395233516199,0.47673497224789146,-0.2630151605712629,-0.0738962659887797,0.21360179235378096,0.4076506686222601,-0.09321925528032333,0.07869043400741378,0.27053117631649715,-0.09623873828617639,0.05478850424836492
Bayburt,-0.3576366351393294,-0.3238329878588251,-0.1498631358066823,-0.04796429388226798,0.15774129908134293,0.03366541966763768,-0.1257090425281719,-0.5222266519423076,0.10182146918112561,-0.0820388450745287,0.028153142263092276,0.00818851981112807,0.17864198144282126,0.17014428219995023,0.5749825179040756,0.13603314953313753
Erzincan,-0.6082135757800013,-0.22884239640383938,-0.13045762630299135,0.2911710311519798,0.21111659639996852,0.048834676945622844,-0.23739825854518085,-0.23508555316051966,0.08444588016648458,-0.20235409845103106,-0.07057853890145015,0.426497646415605,0.0965035402634505,0.16373912652597672,0.20870652290576103,-0.05184342637745181
Siirt,-0.13026518004100793,0.1086084134815855,0.18623921941964008,-0.24154391278902665,-0.03520470920042891,0.09002873788174591,-0.020904442201116896,0.07044389012477634,0.08732526138476256,0.2783619160120397,-0.2495524374033444,-0.3392689154860776,0.440422306473653,-0.43573806063624676,-0.4643810748530263,-0.03850561493063815
Karabük,0.47924928969264136,0.3989670788066302,-0.6277664687359112,-0.056111605469069355,-0.056237467746514745,0.09904853860785354,-0.20982618863312374,-0.12536006412365683,0.09209799744206792,0.009601142492378128,-0.001181402544113874,-0.0038954019775981653,-0.1731445966745847,-0.31572901980736107,-0.0028897667148196655,0.054108104120585886
Kilis,0.07764535128481931,-0.15375477058278147,0.3122661746283577,-0.09089652055937045,0.03831715402963839,0.2982077289025217,0.4200669673417076,0.043413755523233497,-0.07611191652630439,-0.4189408990168737,-0.622667527709851,0.011529191541712197,-0.12748286150741683,-0.05420603569369426,0.03594250470073901,0.07865718424568159
Malatya,-0.24552829118811584,0.26825541547099796,0.313250685881968,0.08231008563492427,0.0782061665857055,-0.15788097981042395,0.1879217024811964,0.12463272622033598,-0.5098569475816003,0.03381035342568055,-0.3100425904945379,0.24346011922793862,-0.27445859172852566,0.07778109575095477,-0.3435072462935112,-0.2551319788863821
Uşak,-0.029340673187507924,0.12128558838252534,0.3393350333915061,-0.5447513996174392,-0.17435698468607685,0.25090808169107304,-0.09263592677041382,0.33420771692765855,0.32875832756463286,-0.10256615718732633,0.26249616471840564,0.13998705714627144,-0.1406623856382901,0.328325365807006,-0.029869569948011095,-0.1526991524143291
Karaman,0.16724832591749428,-0.22198196500238504,-0.046166087740993955,-0.055245010784668584,-0.050902675279156276,0.06530167895483434,0.4912542691177197,0.043273788960504,0.31259719595254604,0.2792003489338702,-0.2421447936244208,-0.20589243284426115,-0.12160633037829133,0.5154273290869298,-0.24582466972499897,-0.22345263549126745
Bitlis,-0.13880773651365688,0.021255126308922193,0.4669529734830357,0.1517677052775187,-0.3390796477509232,0.17223381700529328,-0.11012657650336002,0.16389191257178853,-0.10509458590738477,0.3487927958236948,0.018759279839323868,-0.20675531339014735,0.25694273227351505,-0.4999122113241633,-0.11429281009144351,0.22534109532729982
Gaziantep,0.1688800022579654,-0.19466872317264397,0.43217481335454117,-0.05907031533077846,0.03593961771485572,0.19198947413276102,0.41879727054501503,0.2777559416030336,-0.17064034414141893,-0.24210982510875265,-0.5711183584198257,-0.060056373869684015,-0.05532695486537679,-0.13308029944037192,-0.11963286491034829,0.005140832954788883
Rize,-0.035553220817534606,-0.4615001788522663,-0.21673847241299243,-0.018554626786081326,-0.15738238624321302,-0.11564132409975175,0.017593312629357875,-0.47933814463336794,-0.2134630839603729,-0.3875085388971897,0.3731174700690729,0.09880795165691095,0.04237204182961259,-0.16600745168223205,0.3062993169831483,0.04832030298003018
Hakkari,-0.04776363204675177,0.12990988248935603,-0.05379270093439838,0.0354951781879419,0.07040172173478604,-0.2757900649050194,0.16828845461818986,0.37022140811952986,0.4477928189877142,0.4779871939481109,-0.2686449808550186,-0.08719423264970397,-0.1955466535306759,-0.2376703936339543,0.2573550292993679,0.24610280604131626
Batman,-0.011410772349807325,-0.058429238620649145,0.14793390259347425,-0.30722931444925994,-0.2668602305703333,0.10054750278116961,0.1406068136642708,-0.011620215793173254,-0.08648973033083535,-0.022514552771394844,-0.3107323841464611,-0.0595296751132028,0.3110818297033908,-0.3347223145422819,-0.6777546072555469,-0.052000222304509944
Mardin,0.07043083255524753,-0.196020423677885,0.19394867021889345,-0.08227051150533013,-0.26283954969675566,0.12335151143944775,0.40080048094624837,0.08931845963687517,-0.18144955630377285,0.18523608607266365,-0.22733544538364162,0.12509216946388968,0.4382137846720806,-0.08192427210742037,-0.5666899500478003,-0.06975470585128796
Muğla,0.05323203313654151,0.33364529209579363,0.3381100438730735,0.1865461221226661,-0.3220012853098841,-0.34730522488969634,0.0066391325794143375,0.10392021623441045,0.45147222938305437,-0.13119413778041186,0.032049977484408354,-0.10508999102290198,0.21422198130489759,0.16125491054843896,0.2195954947184228,-0.38516685754395774
Zonguldak,0.3376356457485976,0.27531509032946017,-0.6149097623471516,-0.04812017641127724,-0.11238890624881619,-0.023461642204807554,-0.40753655703051456,-0.045122478396506745,0.0048388811176896555,-0.25713692198965904,0.23229374893032317,-0.22502000512105486,-0.12496556155851965,-0.24817144031099655,-0.020866408453646342,0.009609578161897487
İzmir,0.020922308173075357,-0.06646689951320403,0.391794497002389,0.10473226034907525,-0.3020356003431132,0.030797907643854684,-0.08500439389894028,0.20805475016414376,0.2731064817300802,0.1692414153371281,0.46310249424611477,0.42730933010954625,0.2241924934309617,0.29539256152905263,-0.08211004636682338,-0.20841785666537513
Kırıkkale,0.09921867836701738,0.16295967572006936,-0.15730740959565714,0.3178590171618248,0.603364201602157,0.0887008993403922,0.5550121367119787,-0.16816393817093372,0.12274501133826676,0.17670629935862991,0.18533731411091986,-0.00772403403226829,0.058222504093472544,-0.10827996504379482,0.16901012519861908,-0.072153743856376
Sakarya,-0.03550974274187112,0.1269990821663387,-0.6252664656835781,-0.31779972390253136,-0.3396200479479188,0.02561632255247258,-0.20935024060812482,-0.059313601649317385,-0.24728085498709013,0.03203575751879321,0.1165548930907942,-0.2567453747097163,-0.1782769325117599,0.008727005405719971,0.3920034396332112,-0.01044081563823964
Nevşehir,-0.11110133619643249,0.16343914193832604,1.224394090014119e-06,0.31877889776363133,0.3047617802269153,0.23913160891657284,0.24594451399511152,-0.1595055287998933,-0.2523649596903506,0.4064980984981242,0.013792060723524355,-0.2326389798219925,0.08392246625897272,0.5593001910599844,-0.09341565348610728,0.10725533251135615
Tunceli,-0.5111900886250492,0.2596011181824147,-0.4152688430994766,0.17428866305392282,0.2185962091925424,0.10017136505830564,-0.14053333287524764,0.13252318266843596,0.22505055121639359,0.12099169806271384,-0.19741908755357074,0.44735414121580735,-0.10701279639255841,0.0631430875289832,-0.1408842987996745,-0.1834738314529336
Trabzon,-0.2385977736197079,-0.23602639198584136,-0.5260151735353178,-0.10364399999925267,-0.035520632964749665,0.013218488843753307,0.17051095703393848,-0.47048575572538553,-0.07661856198236157,-0.302387998989804,0.15217031129773795,0.008416284356477389,0.1917039210688002,-0.014286691921792933,0.3602006807141765,0.2466307965353968
Bolu,0.10213681217087728,0.3896111294775834,-0.6024884411487916,0.08848314601175081,0.019480062736380584,0.24591296849910205,-0.16854501183931148,-0.1285097781197267,0.06278601535271215,0.018836862329452378,-0.0005740295091868452,-0.10398262260714669,-0.390825096957684,-0.3346330236464806,0.07900715789496636,-0.27404293675690544
