,0,1,2,3,4,5,6,7,8,9
Balıkesir,-0.051479312811860266,-0.0489021380509121,-0.372479495310109,0.3045127109729072,0.07374576894885027,0.11315141831673507,-0.4947234197374963,-0.129769889888542,0.5948807955152979,0.36024042879668383
Manisa,-0.28115269289175576,-0.5650467235575467,-0.31536884536156123,0.21479140709345046,-0.4397798887996774,0.2812980392233582,-0.28268130445802747,-0.036360570828999704,0.31629867890388697,0.04766448939952301
Yalova,0.6472825599791826,-0.1774198921085377,0.31201955786460045,0.13621202737404992,-0.06969270031436892,-0.348615649538707,-0.18214405545804582,-0.2867055853634237,0.39699429473741316,-0.18511235854981392
Çanakkale,-0.00198367804965845,0.21760908196715284,-0.3140252441291835,-0.03838173532148502,0.16945525834635444,0.2201338218116843,-0.6234628488951907,-0.5177858915214532,0.24453280977533381,0.24244361892135904
Edirne,-0.126648180302388,0.039011008608308924,-0.21507346660307497,-0.49726569388396274,0.24877529772943038,0.15752644948520933,-0.26112363861345134,-0.6513588022212715,0.27458829721867284,0.1853437492655267
Aydın,-0.2561463123004263,-0.3830023257093817,-0.29145192418540294,0.5156634958784112,-0.3529474266301179,0.3782977518266904,-0.19345067862955106,0.10412504025120592,0.2260291014598992,0.2642154449022804
Çorum,0.23019936248418088,0.20826606316172638,0.12702616811884207,-0.24280220061300384,-0.35811664641396324,-0.04731450006672347,0.2488644275108053,0.42445993403047677,-0.13484230330006236,0.661646857806691
Bartın,0.3247040791004334,0.17158771260475994,-0.04440038038959635,-0.5302801673376284,-0.600273924575515,0.04904052268114067,-0.378234506754316,-0.04689280477814324,-0.19941820054663525,0.18491840067773507
Denizli,-0.3305279397232551,-0.5492576716123956,-0.2803428088712476,0.232438263084656,-0.18297395551533316,0.552271873726426,-0.24284996755266097,0.21800796874093717,0.096913096724074,-0.04547784304301606
Giresun,0.36110220106606444,0.304637075535055,0.3208303805453967,-0.5380730297599541,0.24292428241848485,0.20540985604561918,0.08726161229306566,0.19488702973704955,0.4870177303533406,0.01896062212271291
Afyonkarahisar,0.005229273141771753,-0.5860812292321109,-0.26620119324004665,0.3995622611401278,-0.09135125400986731,0.3639361968308102,-0.3639828148616542,0.3895510405770429,0.004706781204202445,-0.030300299386743626
Samsun,0.34205019821407895,0.30450578563382846,0.3454213422153306,-0.41555512475386047,0.20034172012504697,0.08126840401061262,0.06681151276903398,0.29152983904788216,0.32737453479426315,0.5048832076941867
Amasya,0.01563140012755336,0.40199968798083885,0.22713468473196796,-0.10625813550142943,0.049058005142600586,-0.07732224352352905,0.3505736101906203,0.520330139321094,0.2268640888528503,0.5672503078480597
Kütahya,0.3279703814011727,-0.396783752355072,-0.2813097402448054,0.3122436718990706,0.1386106074749228,0.4532392023355409,-0.44940588178440904,0.054830683049457686,0.34620543198229764,0.09432855153408053
Bingöl,0.14177322973289352,-0.1323136704245877,0.07176412830952547,0.36576854693164607,-0.09354090138234204,-0.4175097497325321,0.6726407935697499,-0.3395764957753571,0.22994859893723937,-0.14056400943985542
Ordu,0.1141022154470571,0.14813882321632393,0.21084903451738082,-0.7364148071318324,-0.0591672565529167,0.3156063577693965,0.0851356889829195,0.2970763270656868,0.33306013438764676,0.2621676370073448
Şanlıurfa,0.06493944944831993,0.3582584122836014,-0.20545504945355295,0.5429181073330454,-0.3462029584200085,-0.07764423639820728,0.2038369290653316,-0.08689729341395255,-0.3671391886386185,-0.46977121704614766
Elazığ,0.007891387888228633,0.21229918106920487,-0.11830636140926948,0.45193227873966607,-0.21710238519219663,-0.4069802337378521,0.6948287220850464,-0.1349453062455603,0.14372327877273677,0.046985935290516916
Mersin,0.08250400035596331,-0.20516275369528808,-0.32275558354852557,0.1293321168563707,0.3609417690069936,-0.22336795803403017,0.3445408335324712,-0.19471487601552506,-0.5753879687474335,-0.4029113829077698
