,0,1,2,3,4,5,6,7,8,9,10
Balıkesir,-0.3252500381446483,-0.053429807867173655,-0.23222361870152017,-0.027078828193850577,-0.5819289906032524,-0.055980321567080285,0.47536677185143195,-0.24261599503519224,0.4288275077752542,-0.13006435850019732,0.09630987585681398
Manisa,-0.6624366122679775,-0.020103164804854235,-0.027300439956879897,-0.02272961770101371,-0.5564615681125458,-0.10103837294297426,-0.0038899874934701386,0.14366644762657846,0.17147309575282071,-0.11129302014406024,-0.42096208769871524
Yalova,0.4385937988172933,-0.13475378447265066,-0.14411118712280668,0.02766602213413203,-0.02048233663491558,0.03597657471473333,0.8116627820943144,0.09778509750282083,0.14272396207250546,0.13425571987158907,-0.2438780214241983
Çanakkale,-0.1276868798773163,0.01812591523823466,-0.3117410778143859,0.4851771860680335,-0.40788499096628295,0.035440448805800176,0.2953041278959907,-0.2173160986851671,0.37437317680245863,-0.34335799883912504,-0.30113304963579457
Edirne,-0.24370124003049654,0.042020256434856164,0.17684346419366181,0.2853988604260012,-0.31725413560502724,-0.06420755239900768,-0.10156470088308324,-0.6044043371796913,0.10441321245902227,-0.3286782657959875,-0.476228489638057
Aydın,-0.6877661167449164,0.10928545075975292,0.048655770589726186,-0.09966418063373464,-0.5391706643247891,-0.06621455551322157,0.03786717242070871,0.40661114167895773,-0.16150590367549364,0.037687513209482416,-0.11564473402613462
Çorum,0.17595339007817531,0.5588620406802698,0.05419136055777399,-0.5848078131897851,0.040483861370145514,-0.16089445929458981,-0.11468675380951261,0.06279037176552994,0.1129023708713513,-0.4221736262113835,0.27600285091637566
Bartın,0.306938500355384,0.3969784602303612,0.15393295787139108,-0.1852196762458007,0.04934669079646303,0.26089890667314813,-0.03144263928985703,0.17816229659063787,0.13693448434312572,-0.6952037054389061,-0.2913797370769187
Denizli,-0.6948241658245612,-0.005567181447554502,0.11196074858265584,0.04906160578556698,-0.5381729638793414,-0.11931010483521207,-0.12670279730345177,0.3143482438114858,0.006773299832118278,-0.008494559548939469,-0.2887813050746012
Giresun,0.5871456244510689,-0.18320944655842442,0.5756267302974954,-0.277468083506126,-0.07500343713807636,-0.06124848810625518,0.263850174030029,-0.30361461180694366,0.05589123864266278,0.11698428718134844,-0.15929485447323138
Afyonkarahisar,-0.3503743714818849,0.20169552767050378,0.08129924991191943,0.25553854958393407,-0.5163502937638799,0.12662190796511982,0.10640244395649623,0.6688278457882145,-0.13269837276204524,0.07353482703885954,-0.018112587252190848
Samsun,0.5944623506087345,0.28021423436810755,0.5126098392310503,-0.3164094149922075,-0.06510192470765717,-0.09657678332054503,0.40453685018583785,-0.033700780223926974,0.0689092845610387,-0.01304051835216,0.1481251003485467
Amasya,0.2888580956246266,0.34229651037201336,0.27034216323360344,-0.5761657636058393,-0.15484636647486835,-0.2633682779900802,0.10002778868405944,-0.21508316053413135,3.6433502284345005e-05,-0.06857522145423692,0.489931723166332
Kütahya,-0.31210626411293374,0.10822304960368526,0.008878923550798492,0.2956716065993446,-0.5263820813749932,0.17893564735178502,0.42130160872922745,0.5428400397849519,0.1094703279923735,0.06443655509562482,-0.07729604817002002
Bingöl,-0.4960182158838384,-0.10428534317659063,-0.2094021152971772,-0.1579000480250063,0.47253904720857565,0.36156187022243214,0.2621671755395413,-0.4017359415249096,0.10349838775493336,0.06931287099349388,0.27321988126905156
Ordu,0.4950652192791193,0.21359342408509555,0.5937775049975664,-0.2900268791423136,-0.1341406016524439,0.1535963411917363,0.06608994402157535,-0.10461174113714689,0.05384531487769246,-0.3859913769293675,-0.25261683764104537
Şanlıurfa,0.004221213052704643,0.0031421192143739796,-0.34638254647604394,-0.27128537915538775,0.21436789408729318,0.16839480863046277,-0.4306701469652657,0.09299651600462684,0.0364303705420468,0.7112715097209089,-0.17528781331515933
Elazığ,-0.5020111015533023,-0.288732594869034,-0.0014847465445957026,-0.18712312363921715,0.6135624666290838,0.2774495126207253,0.21283588468979805,-0.08872579209909488,0.02991596543716763,0.03911784163245537,0.3472281550765593
Mersin,0.05490442061912178,-0.24244033967399378,-0.4733724657320819,0.08740662689595376,0.29081344899373535,0.28931604265351657,-0.46243213504300495,0.200213846087496,-0.06430350131764524,0.5258006765852277,0.060664540215385414
Kocaeli,0.514279122193957,0.038100582430538384,0.09208404272349272,0.3400927574355548,0.06178093955839489,-0.010444700069202605,0.7280206556971955,0.01034481832442614,0.1733757075960549,-0.10336926542556715,-0.18743363585599615
Iğdır,-0.24878988595412785,0.032822986032796445,0.20971418080187781,0.27365732396298814,0.2857459873582746,-0.7329741289120536,0.023858599185547787,-0.2329193029470202,-0.22821923203049632,0.016323924816452253,-0.3034549552580612
Şırnak,-0.1870201363385915,0.38495141217087886,-0.3801158844202631,-0.015069635232575497,0.220839661515652,0.0224681602752138,-0.24362665362523087,-0.2913365025942983,0.09164946202261635,0.6736212177561921,-0.1282561969322473
Ankara,0.08588530980459771,0.40924708073148863,-0.23909346732849607,-0.19932647820536825,0.12737769844222077,-0.46402681764366344,-0.23487380747230022,0.2426403607730436,0.1068454775594085,-0.3165252847253928,0.52062806477241
Van,-0.24711490104833153,0.31368228961886035,-0.4632348217047219,0.058534753411131575,0.2392196927529208,-0.33696854302595525,0.04897671971785297,-0.05538505329300262,-0.2542048542973579,0.5176990715260138,-0.33712358158837064
Tekirdağ,0.12286906744813612,0.14172218739887094,0.13152153184654053,0.36736822069388125,-0.2135262404653752,-0.09797580508964539,0.08845033351925248,-0.6932439716631432,-0.24314382571320264,-0.26873471486241507,-0.3709717570064091
Diyarbakır,-0.4821503064788539,0.06084843902907954,-0.5511712991178948,-0.41603024249804177,0.39736289738516817,0.15165482259843277,0.015314622713931096,-0.11434969178842623,-0.022625696681906747,0.29001064534813725,-0.09018116268669672
Adana,0.0034283784001003866,-0.4599051771152886,-0.3382606434644329,0.1738616758546321,0.20587706499324326,0.3000046123586612,-0.5625532511525926,0.06029354003570482,0.04865523927081838,0.42123297153522077,0.10739262423539124
Düzce,0.45775997352726,0.4123789562549961,-0.013815772931334581,0.2635932781138989,0.12245442350924322,0.22346269352975612,0.13080826392831113,-0.037901001459121064,0.18838426623109183,-0.582296592051316,-0.3044523103668951
Çankırı,0.4208619016411695,0.4385364058043566,0.17370429577877813,-0.2730966599417169,0.006738402016105793,0.15264913897470767,-0.40807888366510914,-0.0833109420664301,0.033362046521470186,-0.5725612478420273,-0.007102799203433291
Burdur,-0.3969125576661798,-0.03250880431619682,0.27250011100607774,0.06006626667883176,-0.43902891644213365,0.035996068132044014,-0.17714456459420608,0.5860755831387594,-0.38488499950218846,0.09077662391061131,-0.19559034157475172
Kars,-0.14351122100566818,-0.024599590323013502,-0.046614386516449356,0.20421352271541537,0.24455112663210032,-0.8405440738210423,0.16994674837591897,-0.264799511195424,-0.1279135118297888,0.15768680295948964,-0.16845194979416486
Kastamonu,0.27949654761661846,0.48151387137456775,0.07147419376906998,-0.003193885791227092,0.14244656714366813,0.24309903230220498,-0.005106785637023866,-0.17945718047869744,-0.06674778945600825,-0.7150791444023876,-0.2397806022683602
Kayseri,0.16708538706668222,-0.32280137648539353,-0.2003761565015739,0.18837502594023925,-0.06774078268477375,-0.20454270847096645,-0.3651542366281441,-0.1292638682257226,-0.19209905001407154,-0.15721317413306854,0.730858854878789
Artvin,0.43968641414424303,-0.25892062858173615,0.387922001804996,-0.1159122423882799,0.29358252443498895,-0.3935050553586951,0.2556327157892941,0.3885663545643917,0.29943873341311034,0.006375265399448953,-0.16924483533401816
Kırklareli,0.11889191633978742,-0.13581691112340155,0.07640780569063067,0.45582516630448433,-0.4130771374357267,-0.05968720219144796,-0.11346388920488701,-0.7115987459181028,0.02648250620248559,-0.14738147272800606,-0.19477938626427976
Gümüşhane,0.4078762889240375,-0.35206387765123226,0.5576370257231489,-0.15817372582965333,0.06237491270073406,-0.24202905207172845,0.43179459871029335,-0.197386480378411,-0.010134739862611554,0.170612278396645,0.2379538329215106
Sivas,0.2386774706355868,-0.22312890039545905,-0.05597123515168306,-0.022398360074904363,-0.2741666822486608,0.014785138962126222,0.026384337818441708,-0.40874592305514085,-0.43506495914567156,-0.15003508994604464,0.6592910687576731
