,0
0,3474.908056933431
1,3000.696205489569
2,2912.912900562371
3,2842.617036681202
4,2766.707703949089
5,2702.7117797632527
6,2650.500295308546
7,2605.6891819988996
8,2561.7221971984623
9,2522.5662088201802
10,2493.146264533584
11,2483.3651276457927
12,2478.769591863128
13,2477.289376874062
14,2474.781308531487
15,2469.527500464942
16,2467.354985899313
17,2463.886853765048
18,2460.4948704715753
19,2458.9260308488374
20,2459.798203171819
21,2459.562597925696
22,2460.8121038119716
23,2461.8877129298803
24,2460.992190213364
25,2461.1783179946005
26,2460.6377225377996
27,2462.1606264667635
28,2459.53224892212
29,2459.7989922734173
30,2460.570274472653
31,2460.1189950294442
32,2459.7390161851804
33,2460.182994827368
34,2458.144525050756
35,2459.773405968022
36,2461.4104550510156
37,2461.336167143292
38,2461.7953486529636
39,2459.422398757338
40,2460.2578231990738
41,2461.7949347084377
42,2462.6133037423597
43,2460.164396217151
44,2458.9736510464068
45,2462.0870865574925
46,2458.100485137455
47,2460.4931691108536
48,2461.7094730419094
49,2459.3039940265157
50,2460.784064561391
51,2458.9081915946354
52,2459.150584626048
53,2461.2377458611295
54,2460.585103127469
55,2460.768272319224
56,2460.7398986634594
57,2459.7293564666725
58,2461.424396667346
59,2461.1999866086026
60,2461.3380014084346
61,2460.78791191278
62,2459.674312089443
63,2459.37304051788
64,2460.650876873824
65,2461.0434757732605
66,2460.8877186119958
67,2463.3576222538422
68,2461.6265221517783
69,2460.238604706414
70,2461.3399807769756
71,2461.0002641509827
72,2460.6846406786476
73,2460.385225173247
74,2459.2711636459394
75,2462.4010741458023
76,2460.536598745514
77,2461.019090392208
78,2460.1345214552566
79,2462.3314565545065
80,2460.4751626709813
81,2460.939449273827
82,2460.7173295217735
83,2459.885411873547
84,2459.1832073006635
85,2460.1986568075595
86,2461.1392311238765
87,2460.033375009768
88,2460.794917745264
89,2462.9535327473145
90,2460.0384515632472
91,2461.0412615292857
92,2461.2446952044866
93,2462.2591126435314
94,2459.4126922565447
95,2460.340902633387
96,2458.41640130418
97,2460.332801914686
98,2459.9008568140844
99,2459.454607852357
