,0,1,2,3,4,5,6,7,8,9,10
Balıkesir,-0.18182699541496797,-0.0025198736938961473,-0.016664146756098272,0.18660253884849276,-0.6242710529330214,0.035955082190642466,0.39966108099140824,-0.31425762688862247,0.5166955134936908,-0.005750081989108887,-0.12382699379941582
Manisa,-0.3544038814670702,0.22531875024077516,0.0676866994241584,0.07334075091585475,-0.6479668410757874,0.006037526580436248,0.29897473318204376,0.19894089932064907,-0.003275220106905975,0.44082801962322166,-0.26545823259180557
Yalova,0.25951933721616655,-0.06192883149722263,-0.21871975668827912,0.0331597623856895,-0.1813529432866568,0.1693562383655285,0.7358265272635194,-0.19904505570939504,0.22044661881579788,0.14081541814750523,-0.4108782057478086
Çanakkale,-0.20546236861308767,0.008343616872687734,0.0964023245033809,0.4829107658347338,-0.4457530502217064,-0.03999102666233404,0.21665912286624758,-0.4233691275889069,0.47042465656465376,-0.0033461595618875565,-0.2596751262882593
Edirne,0.031813511777483296,0.05257757694034201,0.17114299413238163,0.25338699149622707,-0.305853896414291,-0.11469815235496642,0.03149907974230444,-0.5495361258302368,0.31828896197262624,0.054527343991074326,-0.6235086965652225
Aydın,-0.6390048541592263,0.2005518278905082,0.03157101738473604,0.03898990922594377,-0.4887579206337047,-0.019346457898692847,0.1607932907795281,0.3520557642421406,-0.36880688825212277,0.15392547259986628,-0.012919469107700947
Çorum,0.2828819369982473,0.5282911787538394,0.07541766264319165,-0.5145659433869808,-0.25368744048974823,-0.05857176959013183,-0.08147824540637025,-0.05828695155827077,-0.0294058049876959,-0.2827468499703961,0.46020189140412143
Bartın,0.3771390038066232,0.7529279763266244,0.1437399220431102,0.26156702450126346,0.03147585997573335,0.3187337725363715,-0.0013840660970147317,0.035752388494804214,0.03896017034979627,-0.24931242994290193,-0.1850688567555203
Denizli,-0.514857763056716,0.19069584639041787,0.22361941538889687,0.08997740743558479,-0.5683580003181615,0.05702617796336072,0.07038144580244952,0.4109321100513932,-0.2812592268990647,0.20436672257115918,-0.13957414770772048
Giresun,0.5211866396921513,-0.20590324436150378,0.48423784014064336,-0.048069340928837516,-0.07662222033639986,0.12773468817780734,0.34105469934979077,-0.1299906363070796,0.23381080539300686,-0.3253225888991062,-0.36505633120191533
Afyonkarahisar,-0.3769686124945025,-0.01594286478416299,-0.15603477952740363,-0.044055859847042446,-0.49475698196934087,-0.13705831758010711,0.04569160672860876,0.7369470101842246,-0.13184663406751854,-0.018189308063701424,-0.0699303999304697
Samsun,0.29396621661229433,0.015262348889021223,0.5676761320436412,-0.38653424342520537,0.02576724402954303,-0.3810560655916771,0.03979750735095752,-0.04447463569487065,0.30280210982775496,-0.4382832128930006,0.09206089693317239
Amasya,0.2770821400399845,0.07667447433752458,0.14772800932408045,-0.40342237902164807,-0.17044961551076396,-0.3611638011143844,-0.09826976946057257,-0.3444436370072603,0.09757741461607432,-0.24539385026965396,0.6125709012844806
Kütahya,-0.17683408413039098,-0.12465047164062835,-0.1798631275010278,0.0717882648248643,-0.5146310445492417,0.06589118175273014,0.30942331479357704,0.6660929505034676,0.26716708604134937,0.00024910175564758053,-0.18894440134106466
Bingöl,-0.43738681750076475,-0.3103265194040263,-0.2503033563822246,-0.19680766591779286,0.49984327232652903,0.26848726364138153,0.2807434129346715,-0.3083618240910139,-0.16709893189494276,0.19185437362905491,0.22459397997100627
Ordu,0.5276998609668363,0.21930476572618995,0.603242299484854,-0.24970488870194782,-0.043471398138480874,0.10592319534709904,0.137805327448693,-0.07668529557338402,-0.0637699314925201,-0.41056584007124947,-0.19124102943900956
Şanlıurfa,0.015490611530055534,-0.36662443443244835,-0.38789818476640964,-0.21706952031641433,0.03752159975468343,0.5403996365454291,-0.009390573260015566,-0.09858298888292694,0.009941107756442592,0.4495335402069123,0.4029103263157056
Elazığ,-0.4207306679737661,-0.2056536397827083,-0.03321698619015939,-0.18368350690188992,0.45207549017996634,0.32255236101325746,0.19334829030435027,-0.2448751784624133,0.15856446161618956,0.17499691121134098,0.5332194579745745
Mersin,-0.2173328340881221,-0.2601127759177098,-0.2518282287930322,0.2326506907851382,0.4000072852877355,0.1471483926431961,-0.6643431532960928,0.1372556070794196,0.07288709932308797,0.34605498926694994,0.02545570074879558
Kocaeli,0.16710716665094738,-0.06543731924471873,-0.018104717593364163,0.24976148887568328,0.26876428925789503,-0.15672524721273243,0.6809030000058333,0.15373657451557368,0.32416043712955633,-0.4640327692727782,0.02484540129511981
Iğdır,0.09898278107280009,0.015471041416984714,-0.022575845030228473,0.25687411177820924,0.19034218647252904,-0.7150475537309829,0.21990324823310275,-0.21676463796303339,-0.3748612619814425,0.24295119477728197,-0.2847021780165129
Şırnak,-0.26821102810491465,0.1716919245490723,-0.28979557265163525,-0.28127687031957704,0.3152325058920915,-0.14252879570348687,-0.5695359476581209,0.05072493646545676,0.23954466767996396,0.32995801582190054,-0.3501462986999772
Ankara,0.019460421401349414,0.5961887720061773,-0.21718546270571967,0.13654245731172326,0.15797316162651814,-0.22754021752680026,-0.014004866029631753,0.1551009068971453,0.1650366695936949,-0.20228514241022275,0.639709303624293
Van,-0.5957963360956195,0.10158893189921875,-0.2987273821110449,-0.06118148317259081,0.23225360608730541,-0.5172623946956552,-0.1907729747658737,-0.1502233599544504,-0.020831699905128384,-0.08641511090211348,-0.3916122479027791
Tekirdağ,0.08063599699994611,-0.028760918726465905,0.176147624439915,0.29759775867655175,-0.38874472025525436,-0.1874674295718528,-0.052840014583809596,-0.6656667592910683,0.135359294895135,-0.1849834975979442,-0.4340119867419792
Diyarbakır,-0.5599171873313408,-0.0513499159844807,-0.4552006534262027,-0.44377882419118087,0.4516879775625494,0.05189502042007477,0.04848775091206752,-0.1630349713911846,0.0910119138447527,0.18763705296603214,-0.02390045120400173
Adana,-0.11767568599141578,-0.27169630333597256,-0.20245272064099187,0.3543481588473635,0.3107846664642684,0.3043270616530095,-0.6614395338630932,0.02538827295690623,0.09850853963496255,0.2998760706527174,0.13713259660275515
Düzce,0.47927340042745825,0.21672738827560836,-0.04345232756979753,0.09113368620757926,0.06193605359061338,0.2994095539435502,0.25112541917480297,0.06299185924512143,-0.13724706963864308,-0.6439776322302926,-0.3450720767168212
Çankırı,0.5093936476260217,0.64486988536538,0.009678711322798997,-0.17821679008855218,-0.019460997500669656,0.1634672097852096,-0.13579945820301942,-0.08401957773931851,-0.023886769087558414,-0.47510955549478245,0.11792087234437892
Burdur,-0.4432866706356655,0.26795327482046305,0.049394832919142456,-0.021038864077896745,-0.43467490367438144,0.22061314921850927,-0.02384677528199396,0.5354492963600803,-0.3322892610782992,0.2968672943402004,-0.07336274392229658
Kars,-0.07618289961260145,0.14234437069582426,-0.19959161490484784,0.2911390742561016,0.22262484785155892,-0.6007750287085256,0.3215295842175881,-0.41060440184114094,-0.21866617121180332,0.33459417475551656,-0.08424731501318336
