,0,1
Balıkesir,0.0028177655461495946,0.9999960300907834
Manisa,0.1043083832813726,0.9945450020875003
Yalova,-0.014236001616902924,0.9998986629943873
Çanakkale,0.07657000166847802,0.9970642079848665
Edirne,0.9664487908496306,-0.25685936748595906
Aydın,0.17479983956736955,0.9846039894735455
Çorum,-0.9381434183539105,-0.34624691565303434
Bartın,-0.952778614163857,-0.30366579061856835
Denizli,0.06380080777287468,0.997962653072513
Giresun,-0.024863590055264964,0.9996908531588972
Afyonkarahisar,0.7835020328719273,-0.6213892214108296
Samsun,-0.30643493957931633,0.9518916050711975
Amasya,-0.9044805959474271,-0.42651477296171914
Kütahya,-0.029232170832914846,0.9995726487796648
Bingöl,0.9030382429692326,-0.4295601607866366
Ordu,0.859933990406503,-0.5104052626526772
Şanlıurfa,0.7494143030725655,-0.6621013535330227
Elazığ,0.8754966106861601,-0.4832242591975762
Mersin,0.7687289851991579,-0.639574661251267
Kocaeli,-0.35154368591182794,0.9361714783604155
Iğdır,0.19697587603247385,0.9804083354711136
Şırnak,0.8582037807774676,-0.5133091375177926
Ankara,-0.6829932861139495,-0.7304246512291797
Van,0.9630017817158005,-0.2694950248375537
Tekirdağ,0.03800400139049802,0.9992775869988834
Diyarbakır,0.8782652485845958,-0.47817376875842726
Adana,0.7583347557054818,-0.6518653222016856
Düzce,-0.9789743172033101,-0.20398354408214633
Çankırı,-0.8977642785613463,-0.44047621972045825
Burdur,-0.8270936568497012,-0.5620641269454838
Kars,0.38826493198493883,0.9215477972361122
Kastamonu,-0.9057032889809848,-0.42391219884432063
Kayseri,-0.7461076395016998,-0.6658253451748449
Artvin,-0.05796414632531357,0.9983186654274164
Kırklareli,0.9243023461016638,-0.3816610708350535
Gümüşhane,0.01608942001488214,0.9998705569040347
Sivas,-0.8341090613529009,-0.5515995592537967
Antalya,-0.607978299127372,-0.7939536433509126
Erzurum,0.14678971645064418,0.9891677204318483
İstanbul,0.4451616991480873,0.8954502005201561
Bursa,0.25125112905000735,0.9679219339136274
Eskişehir,0.776318646961096,-0.6303406685122682
Konya,-0.6828873265574837,-0.7305237157185059
Yozgat,-0.8406822899671393,-0.5415286579079693
Sinop,-0.9646444803351186,-0.263554598819654
Isparta,-0.7992583169594912,-0.6009876394494994
Aksaray,-0.7859962233730104,-0.6182312972046664
Ardahan,0.2585844456172887,0.9659886564990293
Adıyaman,0.8322693468297895,-0.5543714768343655
Kahramanmaraş,0.7340061821323929,-0.6791427866004531
Osmaniye,0.7152753110387366,-0.6988427787553066
Niğde,0.762851476572244,-0.6465737581216447
Tokat,0.8278519074573778,-0.5609467170054401
Bilecik,-0.9367089494473582,-0.3501090459060241
Muş,0.3982359253843869,0.9172830248801298
Ağrı,0.16916609775135275,0.9855875564208284
Hatay,0.7296719179745305,-0.683797405756537
Kırşehir,-0.7836785163037983,-0.621166630690894
Bayburt,-0.07782101051947599,0.9969673466677469
Erzincan,0.35983298078870013,0.9330167340068019
Siirt,0.8700657648806485,-0.4929356598813401
Karabük,-0.9887285982417251,-0.14971893340173495
Kilis,0.805808515792595,-0.5921761865155801
Malatya,0.8607675195861413,-0.5089983076843398
Uşak,0.03983073235348593,0.9992064415125559
Karaman,-0.7948086551435198,-0.6068601170854363
Bitlis,0.8918359208160473,-0.45235902814268325
Gaziantep,0.8087492147087975,-0.5881536429436642
Rize,-0.01869506017576907,0.9998252320906011
Hakkari,0.8829977675233278,-0.469377185799245
Batman,0.8859122085994154,-0.46385294938644717
Mardin,0.8443917002943582,-0.5357262887650771
Muğla,0.1216814467949268,0.9925692043912573
Zonguldak,-0.9820552575599115,-0.1885934015254392
İzmir,0.16993423934036728,0.9854554045210826
Kırıkkale,-0.8406148594742255,-0.5416333243358721
Sakarya,-0.9955927997955797,-0.0937815386693919
Nevşehir,-0.7761339659843114,-0.6305680509235018
Tunceli,0.8765655631466263,-0.48128246748187065
Trabzon,-0.19217152960708628,0.9813613520046899
Bolu,-0.9087035427338125,-0.4174420575637036
