,0,1
Balıkesir,-0.6013853297896301,-0.7989591260595362
Manisa,-0.3666625847560391,0.9303539911990598
Yalova,0.975063966621651,-0.22192399824275866
Çanakkale,0.9598788697204587,-0.28041497011424826
Edirne,-0.6308696833129993,-0.7758888081913259
Aydın,-0.4093700003801868,0.9123684578002058
Çorum,-0.6458649228956864,-0.7634517020564884
Bartın,-0.6273325100772743,-0.7787515147979788
Denizli,-0.3775111503368616,0.9260050385237326
Giresun,-0.09974156604110486,0.9950133767963463
Afyonkarahisar,-0.41431537087659503,0.9101333822332798
Samsun,0.9646056965980055,-0.2636965113358092
Amasya,-0.6218985160546621,-0.7830978455652966
Kütahya,-0.35786555635722184,0.9337731221089713
Bingöl,-0.2764331480370737,0.9610331496188429
Ordu,0.9725588737034714,-0.23265690873179612
Şanlıurfa,-0.43156772189793574,0.9020805404263115
Elazığ,0.9650474360410914,-0.2620752681778953
Mersin,-0.7642735053829414,-0.6448922460145345
Kocaeli,0.986440780503911,-0.16411759978391918
Iğdır,-0.141901303144848,0.9898808110908071
Şırnak,-0.8012628889442744,-0.5983124458012514
Ankara,-0.3847897152797833,-0.9230042659787131
Van,-0.30326245101921034,0.9529070709160581
Tekirdağ,-0.6044107757456827,-0.7966728401059635
Diyarbakır,0.9823076554650313,-0.18727431755260338
Adana,0.9777882481465647,-0.20959518550403816
Düzce,-0.2199414652772504,0.9755130710819288
Çankırı,-0.34392816995050496,0.9389959605421615
Burdur,0.9855471704361216,-0.16940122445057484
Kars,-0.6459365809654776,-0.763391074987538
Kastamonu,-0.2808977904964334,0.9597376887953405
Kayseri,-0.7110595801818425,-0.7031317610744247
Artvin,0.9659681758807867,-0.2586609425204083
Kırklareli,-0.6022164546313298,-0.7983328514919523
Gümüşhane,0.9755417321582232,-0.21981430530730606
Sivas,-0.24430061583204757,0.9696995457893556
Antalya,0.9444251291954974,-0.32872659664844267
Erzurum,0.9961871823603314,-0.0872416053324541
İstanbul,0.9526325278973896,0.30412376887022347
Bursa,0.8108625804452436,-0.5852365979957855
Eskişehir,-0.6952060675149768,-0.7188104921955171
Konya,0.9054204698942003,-0.42451592749455835
Yozgat,-0.6800992197492279,-0.7331200797253417
Sinop,0.9684843510171443,-0.24907441023698287
Isparta,-0.7387935251117418,-0.6739318416968929
Aksaray,-0.7061726824714006,-0.7080396475700681
Ardahan,0.9567827563427886,-0.2908036402198156
Adıyaman,0.9772089744176276,-0.21227958054803286
Kahramanmaraş,-0.34372337599953956,0.9390709455581506
Osmaniye,-0.4776410336737166,0.8785550881709715
Niğde,-0.7391527040666159,-0.6735378831743688
Tokat,0.9863283459428662,-0.16479197186031122
Bilecik,-0.6804109260506891,-0.7328307933696863
Muş,-0.21589196570209804,0.9764172566814272
Ağrı,-0.6876820821765944,-0.7260119515912005
Hatay,0.9656807497817063,-0.2597319570269354
Kırşehir,-0.6990182068762126,-0.7151038710953568
Bayburt,0.9537683292081428,-0.3005427992807471
Erzincan,0.9470243793413288,-0.3211616803623549
Siirt,-0.7012068904551275,-0.7129578506323154
Karabük,-0.36039821172645436,0.9327985468386911
Kilis,-0.37454642887276296,0.9272081603494764
Malatya,-0.7097391361303467,-0.704464590057548
Uşak,-0.7210294531838648,-0.6929044145056205
Karaman,-0.34766890391434546,0.937617370386768
Bitlis,0.9620017987856933,-0.2730431085617993
Gaziantep,-0.3883232550261016,0.9215232224995382
Rize,0.9842996704420597,-0.1765054071909774
Hakkari,-0.7259488804715621,-0.6877486626247163
Batman,-0.32354742791696467,0.9462119539977903
Mardin,-0.6675355753661889,-0.7445779043327373
Muğla,-0.5367755159902996,0.8437251006301446
Zonguldak,-0.26244038595013897,0.9649482078445155
İzmir,-0.5283678961205106,0.8490155277432712
Kırıkkale,-0.3440343751297704,0.9389570537192148
Sakarya,0.9894791804407607,-0.14467533125685467
Nevşehir,-0.3303494805649515,0.9438586868225914
Tunceli,-0.7088462525105653,-0.705363020225563
Trabzon,0.9503288755004434,-0.31124753555660906
Bolu,-0.6359589692370401,-0.7717228708849839
