,0
0,2358.048064373122
1,1864.48382524195
2,1808.0754292782146
3,1778.1691646006054
4,1756.8701634938031
5,1742.9051795849298
6,1730.3061335171092
7,1721.7034924083246
8,1713.8128795060957
9,1708.0319245411024
10,1701.4636858659164
11,1698.1560564372624
12,1692.3051635842633
13,1689.083393398642
14,1686.560495957964
15,1684.4253125219288
16,1681.5099883505447
17,1678.8087680851213
18,1676.9719920421066
19,1676.7213650621957
20,1675.2458228933006
21,1672.0668045052664
22,1672.767877244032
23,1670.4390626355796
24,1669.2297513392718
25,1668.9249843850557
26,1667.7894445899447
27,1667.6325990891776
28,1666.8094796789148
29,1665.651489956819
30,1665.1986907517883
31,1663.2566549970645
32,1663.833996143447
33,1664.8402021471247
34,1662.9552221028678
35,1662.4863899349682
36,1662.376423509664
37,1661.5837218692118
38,1662.1002019678651
39,1661.4925676231865
40,1660.2592182605208
41,1658.715196290872
42,1660.0629402275422
43,1660.3171381643774
44,1659.9061648358304
45,1658.5480528560342
46,1658.4324241080176
47,1658.7004962609633
48,1659.1323914038119
49,1658.3789728339245
50,1657.5637418117888
51,1658.1354182536018
52,1657.1458658333522
53,1657.146367500167
54,1657.8153513308728
55,1656.7155143300315
56,1657.1661629232146
57,1657.0235603373437
58,1656.9255012917583
59,1657.0878674209735
60,1655.4511160662719
61,1658.4163327971999
62,1655.7800795239768
63,1656.3436185504565
64,1657.230117427998
65,1654.9539637680036
66,1656.1437355982696
67,1656.432879230637
68,1656.6334504360918
69,1655.3471719802596
70,1655.9288661590047
71,1655.318390957548
72,1656.4288111247085
73,1653.6607024414575
74,1656.8062703938374
75,1655.8449787158156
76,1654.9022571496987
77,1654.3469173583323
78,1655.6853875937666
79,1655.7614148960597
80,1655.116834864132
81,1654.0008234276063
82,1653.8730807012078
83,1654.200976480073
84,1653.8333390978232
85,1655.0522287641397
86,1653.783855567924
87,1655.1553170002526
88,1654.6340626030103
89,1653.4831955191087
90,1654.6377224997052
91,1653.9392329825566
92,1654.4705126171148
93,1653.4654203836008
94,1653.6954370239125
95,1654.2671180678515
96,1653.3289994417303
97,1654.2586605308343
98,1653.7233053099753
99,1653.6258218801156
