,0
0,3085.8623471110586
1,2489.5978041928506
2,2386.7314133937957
3,2327.7412354725557
4,2287.148427970992
5,2251.793194991025
6,2220.625922946236
7,2196.724308288575
8,2174.9515440283317
9,2159.9971816542734
10,2150.31880346509
11,2144.296805470455
12,2133.2966952382826
13,2127.283787721551
14,2117.907523481467
15,2110.3190141720697
16,2106.0232040286805
17,2101.1618970430504
18,2094.9115233577327
19,2088.9434310867855
20,2083.9732443898097
21,2082.499527860435
22,2078.6326744433686
23,2075.786303374712
24,2071.1628219949957
25,2071.520481193663
26,2067.1038648301515
27,2067.3321862049893
28,2067.355771398147
29,2067.4361551986576
30,2064.8108975976925
31,2066.022648628189
32,2063.270575341696
33,2063.347452339274
34,2061.565781027547
35,2060.7235110791135
36,2059.7261536094798
37,2056.8125390792115
38,2057.2423364734454
39,2053.800159315241
40,2053.8202618278146
41,2052.2541546513567
42,2051.9461016300584
43,2052.528433584739
44,2051.616185610986
45,2052.276151943871
46,2053.5827896691308
47,2051.177806702812
48,2052.6536377650064
49,2052.3805893595563
50,2050.8655825327123
51,2052.275304279028
52,2050.679060542384
53,2053.440208395811
54,2051.4177092469317
55,2053.0193724022024
56,2050.4177095292616
57,2052.0615273131825
58,2052.1269802283446
59,2051.8300708320053
60,2051.9362727662883
61,2051.023139613824
62,2052.9466091282366
63,2051.98689033872
64,2052.4395403419035
65,2051.7313897885224
66,2051.7918795363744
67,2052.892434291354
68,2052.6418633427324
69,2051.6099441925926
70,2052.1228207902573
71,2052.9124513635247
72,2051.572472550521
73,2051.2418735336564
74,2051.790611431458
75,2051.575519316155
76,2051.7079933088335
77,2052.0094763305115
78,2051.945610078025
79,2050.269248880676
80,2051.706732868914
81,2051.5188502994333
82,2053.3187030658974
83,2052.5397914692826
84,2053.548703509931
85,2052.4406429264536
86,2050.566392776317
87,2054.0763343326844
88,2051.4265151370623
89,2051.126274112532
90,2051.880239847838
91,2053.2009299293413
92,2052.2366205117196
93,2051.5199917725718
94,2052.0361043274365
95,2053.6231291378194
96,2051.755272249412
97,2051.6713391256426
98,2051.581442042258
99,2052.0743284344467
