,0,1,2,3,4,5,6,7,8,9,10
Balıkesir,-0.08002380624917332,-0.027580062968034415,-0.10518527454499818,-0.011570191946603576,-0.1372767835192209,-0.4136999487322115,-0.40943026629693735,-0.1396050103864236,-0.6743024815582256,0.20298570843933048,-0.32959887744301564
Manisa,0.024575164583718216,-0.15146387950283274,-0.35351826651035395,0.061467518762206144,-0.1663244554101741,-0.696701865910091,0.19727189730820924,0.19243244386862798,-0.3792009379751621,0.19533565558948682,-0.27703465995362897
Yalova,-0.294359925401915,0.0025539875275829727,-0.1726886267077721,-0.35486575938632375,-0.2811759635286459,-0.12562680914132493,-0.6769104720187251,0.08998056935573895,0.04401300076680188,-0.30876683408293454,0.3149194068145893
Çanakkale,0.0222274699732478,-0.26913079472149964,-0.17683073316385864,-0.0008026814107610298,-0.0155375458297,-0.31506997243501766,-0.27038904039276956,-0.13251667412483412,-0.7379076240202874,0.37869279795504696,-0.13306953319943884
Edirne,-0.23141331420594521,-0.14914574025942764,0.028029962196949285,0.3101564811133649,0.009313046051200181,-0.267010351035811,0.06970553036706817,0.23252802862793656,-0.5763538299044764,0.5944807203329943,0.10639659332769691
Aydın,0.13987023876401583,-0.11096765394097276,-0.5782373977988955,-0.01848272885195497,0.03930364694744233,-0.5331666929748698,0.2557294400381572,0.22718316752856715,0.07021060155980101,-0.22395111293314426,-0.41894812301862233
Çorum,-0.1057332277287436,0.5546045411732733,0.4695177251917542,0.10039414154380119,0.3851028287735153,-0.030137197112129806,-0.0933032457672894,0.1987102460919368,-0.10742471683077953,-0.484191772828124,-0.08557435320296154
Bartın,-0.09805061813703607,0.45065425270824716,-0.30293101210912804,0.564661702195895,-0.029000500493267946,0.22131344192204852,-0.0693032741130411,0.10159726866042088,-0.28923348511153735,0.019585076681983275,0.47718087056167324
Denizli,0.20456224947887136,0.01219443055897045,-0.4807064671735339,-0.18387804850253314,-0.0007674228223968932,-0.412616111926151,0.4237554805890326,0.36271153873740636,0.04364879865817673,-0.1986835604638809,-0.4127400518530747
Giresun,-0.14398962999574685,-0.08793726804099777,0.38170725528373467,-0.17457312162009817,-0.06079244705015215,0.17697547627952198,-0.5040262456763795,0.347933692109641,-0.020553341677813253,-0.4279767650334302,0.4490600375158752
