,0,1,2,3
Balıkesir,0.02077149479697353,-0.9750127604738301,-0.2211720273795748,0.0012634167602128329
Manisa,0.07319469166274448,-0.9519586096477575,-0.2635544903831319,0.13768214564275255
Yalova,0.8555737137040605,-0.13488834940235808,0.43308716376489986,-0.24946795825561405
Çanakkale,0.43690053269317747,0.0995758874801574,-0.8350561674273794,-0.3191923627006974
Edirne,0.21352514485765414,0.24786316206450026,-0.8416814574978676,-0.4295849037258758
Aydın,0.13180884411555022,-0.9520662074431421,-0.2050801716774406,0.18476603703740155
Çorum,-0.47060601182497713,-0.02121497715903572,0.5448987476008315,-0.6936607681290449
Bartın,-0.5502702299885152,-0.014776571652246549,0.3512124813863621,-0.7573863742087172
Denizli,0.04872734682932414,-0.9615147079494641,-0.15540508986806903,0.22127894186056013
Giresun,-0.4371918522642056,0.3282428076771435,-0.13190231632790295,-0.8268746715611457
Afyonkarahisar,0.3174953469208253,-0.9351793766211564,0.0916526478704239,0.12742068263994658
Samsun,0.2255017288182608,0.35960737648150387,-0.5643890748696314,-0.7080229355380142
Amasya,-0.5383278481640124,0.06900745054452033,0.39221349530290556,-0.7427042976600632
Kütahya,0.11680291092290304,-0.9899352994982634,-0.005576068104327289,0.07971254776831292
Bingöl,-0.12784680660528244,-0.8992872248755878,-0.1802773040783791,0.3774092935403515
Ordu,0.19370216975709892,0.3475028787264011,-0.5793551744385863,-0.7113851281545678
Şanlıurfa,-0.2563405852625897,0.34530482652425715,0.1419023044730373,0.8915816379398621
Elazığ,-0.3743385441626212,0.46609581788791443,-0.0961742628168609,0.7958491402729784
Mersin,-0.23649464096207207,0.3103301120467512,0.1234960835845885,0.9124221740469375
Kocaeli,-0.6172906210574838,0.08396168017816308,0.06837378547883723,-0.7792481959397914
Iğdır,0.36624976437967055,0.27239546264752945,-0.8189404205775674,-0.3478482565215913
Şırnak,-0.47392732040903224,0.26738473289764725,-0.03963695415634874,0.838049647364866
Ankara,0.7527311479385494,0.12587162803730842,0.628060569596778,-0.15196076169894143
Van,-0.03394256062202219,-0.9010589780804373,-0.3225177674509208,0.2879633835707807
Tekirdağ,0.2713514527778204,0.29570397134947163,-0.7398616661810908,-0.5399372790605003
Diyarbakır,-0.38265156373875464,0.0909515382628706,-0.09788275482994926,0.9141797223537634
Adana,-0.2362650468510116,0.3646319326941471,0.07505251686420547,0.8975463781936669
Düzce,-0.506629786522428,0.060836686561927714,0.41930569600164197,-0.7508714206020787
Çankırı,-0.12930078828894717,0.20367677029668782,0.7846649970841899,-0.5710498417303308
Burdur,0.03912377438585185,-0.9531721426986864,-0.07707472384326992,0.2898131874250783
Kars,0.482863333262158,0.33853729786477654,-0.7473673714415282,-0.3060678216506173
Kastamonu,-0.6164528986783558,0.09269844960844487,0.3856285009542357,-0.6802084095356602
Kayseri,0.6733297727062822,0.22138966526444598,0.6761499298461107,0.20108432477570873
Artvin,0.4295581552938409,0.3666264016014369,-0.7019071077372087,-0.434040648991912
Kırklareli,0.333370037221119,0.3144595511442696,-0.7987610639161756,-0.38982094831965225
Gümüşhane,0.2913344169429129,0.39233494138819897,-0.7040138992427586,-0.5153270621105186
Sivas,-0.566285760718393,0.224504818006445,0.6122344596534288,-0.5040704219772857
Antalya,0.10134286104958343,-0.8815944411165237,0.10577661695657943,0.4487005384573876
Erzurum,0.5050374342557289,0.24674060807176365,-0.7698646054372802,-0.3022660279020243
İstanbul,-0.7700773792864186,0.0515191124958969,-0.4537938872060706,-0.44541858840129295
Bursa,0.9314821112602307,0.04161043984521188,0.3220945979736168,-0.1639045992468962
Eskişehir,0.8013077459706334,-0.12217721232545992,0.580950174302195,-0.07399675678089725
Konya,0.75767214918447,-0.059439858243073386,0.6274804443035997,0.16931659581620098
Yozgat,0.5288059687299648,0.16633998426625907,0.7946084160897925,-0.24757367014514242
Sinop,-0.5417456366386361,0.18735512477391533,0.2930630819581938,-0.7651952380909822
Isparta,0.08007141692532677,-0.9471808179018041,-0.0903826210724788,0.29709939111096906
Aksaray,0.7007529476083894,0.10259553380476756,0.6894313043607948,0.15199980075263733
Ardahan,0.38936740672955394,0.3419540396471443,-0.7810959916492051,-0.3483525644734741
Adıyaman,-0.36104311113589477,0.47289072746226013,-0.07285393501348736,0.8004464603798177
Kahramanmaraş,-0.22556938664007312,0.5182376775151999,0.07143691444140769,0.821854566617211
Osmaniye,-0.2739984305430991,0.4665528446322677,0.15110093999105995,0.8272978962618459
Niğde,0.6132959032018184,0.33816839303358787,0.6327511536989496,0.3303577614671636
