,0,1,2,3,4
Balıkesir,0.6996672568414998,0.23777343539022947,0.005453712845064674,0.5567136447962093,0.379433390518735
Manisa,0.20305484679436542,-0.01825454335359911,0.16818240280581148,0.20537370565802401,0.9423225675165715
Yalova,-0.1289595182825126,0.8837769674851238,-0.44928694984859746,-0.01949416361481426,-0.008302329061364728
Çanakkale,0.7074298960065675,0.40208044742995647,-0.006421133854242532,0.5324682489733901,0.23304632351938367
Edirne,0.8892975496937101,0.3115941314858309,0.15240349505569303,-0.2767136366609471,-0.11073257566333675
Aydın,0.02800009682501158,-0.11289066236338714,0.12747338971684047,0.21653436540253382,0.9609032711166958
Çorum,-0.08733960170621086,-0.6232190228054006,-0.7459415812342861,0.10597886529938241,-0.190550468597771
Bartın,-0.2850726802608654,0.7057176114682989,-0.6457885311775546,-0.017977392947742463,-0.05770793857611206
Denizli,-0.02441767542342727,-0.17941784315514828,0.2015184307358751,0.11714561202190928,0.9554476659358341
Giresun,-0.2574051313727319,0.7244989975351953,-0.5223550069410967,-0.24234272946496005,-0.27795512068052175
Afyonkarahisar,-0.19948742665087588,-0.15755866062314192,0.09709287811351211,-0.02384998797408909,0.9619689112253699
Samsun,-0.37229567591684537,0.46235068073167823,-0.777053019304785,-0.13233506874469741,-0.16218450138723658
Amasya,0.1682535534927308,-0.5971042292409787,-0.6883761932412071,0.1707254495840789,-0.3348855305961485
Kütahya,-0.07923963945850862,-0.004845106491921585,0.03332041872595173,0.08895269475845896,0.9923078011749696
Bingöl,-0.15944904488646908,0.12180048366690745,0.7931852227998551,0.3994130521753273,-0.41360253909669603
Ordu,-0.23241595187472083,0.6110831492531552,-0.597395591832751,-0.4331587820203607,-0.16748786950238545
Şanlıurfa,-0.43226709154216586,-0.18860542047456552,0.791531416414401,0.11819298857772399,-0.3702453122152495
Elazığ,0.36247416411673206,0.2142231968813233,0.4986629327711074,0.7129672079599627,-0.25638631422077796
Mersin,-0.4035342570014277,-0.19219172140644333,0.7654063090258115,0.27958824488803896,-0.3690610262179463
Kocaeli,-0.20771709509316713,0.7792946546064522,-0.5487790492480983,-0.1951669448840714,-0.10151289789399927
Iğdır,0.7892760655886535,0.00460295796366548,0.09434572267140257,-0.6046622472861725,0.050045543131500336
Şırnak,0.25420607172891746,0.14585536122798837,0.34999413270202273,0.8808869377234172,-0.12509115364255322
Ankara,-0.2545527734035964,-0.40842653838651566,-0.6242854925140761,0.5933562072364583,-0.16305423473362424
Van,0.663801069324421,0.23027504441764246,0.2515895288809328,0.6512628001245584,0.13748097473322557
Tekirdağ,0.73943457717897,0.17297964592980813,-0.11980117025879826,-0.6232437756684363,-0.14328092636959872
Diyarbakır,-0.09808761735501749,0.08867478674804509,0.8143900271953938,0.45601617842623365,-0.3336670947741531
Adana,-0.38173676459891387,-0.2396821375932459,0.7804980925364361,0.14685375284265087,-0.4075367692556102
Düzce,-0.3499059522859145,0.769601931212629,-0.505963507627405,-0.14834865723312426,-0.08527776307561707
Çankırı,-0.16557475894628745,-0.4675384579637256,-0.7584765811742584,0.0458869681461318,-0.42023856497154677
Burdur,-0.23806223541134316,-0.28112706384342073,0.1921005331630088,-0.11257629443497799,0.9026172550619163
Kars,0.6618398318513138,0.02391892207726295,0.12097340793586417,-0.7389037681915054,0.027974596806097485
Kastamonu,-0.2022239369230222,-0.18373322389752952,-0.8756468319824331,0.224204151688864,-0.3291241494879697
Kayseri,0.03569756767855924,-0.844511265499274,-0.3739466805917149,0.07502627526806177,-0.37424770433562876
