,0,1,2,3
Balıkesir,0.49825520439688087,-0.6994646508160111,0.5117920704595699,-0.023660730440218932
Manisa,0.6067110522753795,-0.6069696694205868,0.5053033292034684,0.09032200698753551
Yalova,0.3514697466908143,-0.12553651486569858,-0.5282963315445169,-0.7626352907340931
Çanakkale,-0.3853390054194904,-0.8816092458901548,-0.26896899182749423,-0.043984882614505734
Edirne,0.5460689739622259,-0.753462719916223,0.3652247414089066,-0.02671130163595088
Aydın,0.4980190551163843,-0.5909276251486711,0.6245540946127135,0.11275524590736012
Çorum,-0.5773053404304288,0.4793895013538452,0.597012421445873,-0.28369070929720946
Bartın,0.29892600374054834,0.2810119029456489,-0.18646158937658988,-0.8926968300479882
Denizli,0.5297372445094263,-0.5406734260105956,0.6463219812269186,0.09653286885012609
Giresun,-0.08508543599550476,0.12259408506469333,-0.4792038749090162,-0.8649247395934455
Afyonkarahisar,0.5009146046524023,-0.3721463356583433,0.7758890106074258,0.09267096050341447
Samsun,-0.07071169246518894,0.1229004420831777,-0.3392596794071348,-0.9299452714074287
Amasya,-0.8275979171263538,-0.5075780283664061,-0.20150280954654126,-0.12978000783110885
Kütahya,0.6311613911960721,-0.5206991791919781,0.5715016876658235,-0.06239778880180307
Bingöl,0.19187735093730035,0.24346362464495813,-0.6611409104887851,0.6832285431318597
Ordu,-0.031341760645896555,0.09924083363804861,-0.33043005354338095,-0.9380751199630863
Şanlıurfa,0.18295105446585216,0.48711557699617586,-0.25991725496512275,0.8134435117996277
Elazığ,0.1441317035110961,0.2955823101765047,-0.5602004989987698,0.7602845196867023
Mersin,0.1521434840814942,0.5539735109093032,-0.1922398939768518,0.7956189619573762
Kocaeli,0.12161017123557864,-0.34810605938181977,-0.5954376596490399,-0.7137836725124694
Iğdır,-0.5633409824951736,-0.7736820443532335,-0.2226931180177161,0.18566315432611102
Şırnak,0.4165333199046498,0.3677396992018001,-0.46104009498958454,0.6918883854005462
Ankara,-0.651299028374161,0.3976482751067505,0.628226269349797,-0.15171413725271646
Van,0.5728440195235661,-0.6209915648778673,0.3759657284752587,0.38061657433523505
Tekirdağ,-0.4764048663147061,-0.6415474234918358,-0.5282364463471003,-0.28709155946011583
Diyarbakır,0.3479369736969876,0.25917636813615447,-0.4642640353272737,0.7721569646360577
Adana,0.13606333721423314,0.5223719426936375,-0.26901517782465567,0.7976497701701979
Düzce,0.21395564331872313,0.27122911105078323,-0.23780247596441217,-0.907803797323997
Çankırı,-0.24148728756824478,0.5266988063351629,0.05700812788826692,-0.8130327980485913
Burdur,0.4972922142690479,-0.31879459320327186,0.7638076723755641,0.2601313141318642
Kars,-0.6124068377743885,-0.7374372781276545,-0.22611298350567907,0.1732542771911004
Kastamonu,0.13902943883480384,0.4060515449473046,-0.19597946538935604,-0.8816943955412719
Kayseri,-0.6744618996059826,0.5028429971044412,0.48825021834983295,0.23208143080447605
Artvin,-0.6422262316236171,-0.6199106470110222,-0.42385904640775,-0.15362215307440805
Kırklareli,0.3446996783640629,0.15325702956727344,-0.3324470832663767,-0.8643918969145918
Gümüşhane,-0.8398592615513689,-0.4188923807455002,-0.3171688459442236,-0.13627001615236461
Sivas,-0.9591375127839827,-0.22242854006665672,-0.033907025422512366,0.17155491762513972
Antalya,-0.22107375011100902,0.4199903384234977,0.8469531138966416,0.23959327098972033
Erzurum,-0.6311507059300169,-0.6970599471811189,-0.3316265026084709,0.07602683215530426
İstanbul,-0.18791850819628592,-0.5667388539915965,-0.762083882240027,-0.25044333108218925
Bursa,0.38066677174134944,-0.8782231079907058,-0.27326777214464176,-0.09561227008218513
Eskişehir,0.5955515384543043,-0.523261897364053,0.609456980059986,0.008805751974949207
Konya,-0.4041817112781763,0.4010522256998978,0.8060992268751203,0.16123986157503473
Yozgat,-0.5871533956658409,0.555346713187162,0.5791358423948602,-0.10697006199813296
Sinop,0.04858194093572324,0.23889143549125336,-0.3187291564826441,-0.9159598254681853
Isparta,0.47508842753702835,-0.3353575458305659,0.7851407573368483,0.2130265092504077
Aksaray,-0.503448500403173,0.5663472200721853,0.6414844264006141,0.11953311024054884
Ardahan,-0.6918070775292205,-0.6277272911490939,-0.3521017668165057,0.05818729441892557
Adıyaman,0.12287533268986937,0.49281488931908823,-0.44591663255298675,0.7370166173800787
Kahramanmaraş,0.0885987136635016,0.48865148656190766,-0.3832654645658855,0.7787667020931921
Osmaniye,0.16249685551028548,0.5396775691751035,-0.3405129232030718,0.7525914179753976
Niğde,-0.44176301822525577,0.6874253995183123,0.5621737874271134,0.12748485618086355
Tokat,-0.06251806915845748,0.2993223487397963,-0.3848452087522423,-0.8708569273273498
Bilecik,0.6661830376466438,-0.5844532528942368,0.43516560409006105,-0.15888817624407423
Muş,0.47933200613320304,0.08566129222468591,-0.48414374891988865,0.7269854202750642
Ağrı,-0.5590325414574366,-0.7782203527944739,-0.15753644542234865,0.2388262306610713
Hatay,0.30878587209837377,0.4148072644875475,-0.360588558332843,0.7762487424274814
Kırşehir,-0.5282767382552419,0.526325850894868,0.634345877456321,0.2037402617362755
