,0,1,2,3,4,5,6,7,8,9,10
Balıkesir,-0.007662381588439882,-0.10837614925750358,-0.20606453207352501,0.17967710640745646,-0.49799791605625127,0.4585330413232303,-0.4374996334398287,-0.41244175026447133,-0.14982068288522218,0.26312544116879105,-0.04471698135720468
Manisa,-0.20665592348484108,0.32043677967619655,-0.3059663137442576,0.3979792380548651,-0.17533262458324106,0.1829254789224419,-0.010213020465878107,-0.41693871649653114,0.06625165113401829,0.5991008570747566,0.03397297516616256
Yalova,-0.5279391017063388,-0.21260477119447574,0.03295603256500144,0.09489270012822487,-0.0730843145436443,0.31741938233133604,-0.1403084697774993,0.20124395437461784,-0.6367864658159966,0.02820815497973786,0.30563722172774005
Çanakkale,-0.24547097327266434,0.13494182270329058,0.0845004937610309,0.08183885475931654,-0.27167203498230036,0.6547639022166346,-0.38433991722999333,-0.373730672883879,0.22050511571412584,0.25688600666465394,-0.05630806006002623
Edirne,0.051561485853225904,0.2656014336918374,0.3130309676800692,-0.10998590008485962,-0.007862897081107652,0.7099861814564494,-0.04601241158009345,-0.1906080994991483,0.3132516847735757,0.09949496730458085,-0.40754796956568956
Aydın,-0.17705088448133482,0.3368040232508497,-0.38454367062772454,0.3012822558246538,-0.12470578055458185,-0.1655769930455527,0.2592317084452235,-0.20943309968807525,0.14184820920315097,0.5875877067176581,0.31170563060972334
Çorum,0.49832321235570165,-0.4224150169268795,0.043591826354163164,0.16469912056703404,-0.5744752397432655,-0.29919330136863764,0.2891668553919712,-0.13931923719452552,-0.04395927424364108,-0.1007011007635989,0.09784988299937677
Bartın,0.3943945275366245,-0.25257453324821744,0.6720306063864023,-0.04617613485322805,-0.39982187043573847,0.10736473959481573,0.08160650207165501,0.0644489794253038,-0.04349491878648342,0.2853908463275119,0.2477174596378773
Denizli,-0.24821563437708788,0.31616726029956904,-0.2476660303953036,0.1764491629554733,0.015714445526899826,-0.28317404749892794,0.3760480825416841,-0.3342442987359985,0.0907610575148077,0.6277466815092833,0.1004247496532921
Giresun,0.2041143290571321,-0.25534174785767044,0.13406932363337118,-0.2013972074262951,-0.19372081163885577,0.26525572362577454,0.1769394208134795,0.20317692120685513,-0.803117469942827,-0.07713332116960323,-0.05637838492498312
Afyonkarahisar,-0.3020381572498567,0.05986332775103942,-0.15491622409531353,-0.1872237570646324,0.01998762908300433,-0.12967133605853548,0.02381919593250692,-0.4279015045532901,0.3003732579220695,0.7217157654824027,0.1848204783901445
Samsun,0.24765159378137597,-0.46659175361747285,-0.03837209690143306,0.011953402054126734,-0.4072968004305825,0.06638528754590554,0.2778606104571537,-0.2818930960636855,-0.5329052343555923,-0.11113533503581453,-0.3099008614376367
Amasya,0.4375671850437533,-0.40343321111047,-0.05906218595562055,0.32984595212093853,-0.5025921246179886,-0.12234859643691177,0.3485161281515377,-0.11208616811781111,0.005524385912884722,-0.29625196497575146,-0.20999842801951726
Kütahya,-0.2709521130447722,-0.08629059713726711,-0.09138061520287123,-0.07603138390807591,-0.36679304314076844,0.2750331391258419,-0.3791401376050796,-0.5715381915570803,-0.05823376906565291,0.4698931382689405,-0.015279116178372059
Bingöl,0.008398197923657643,0.3976446002181115,-0.07769610091450152,0.11942822214276044,0.25196594535986594,0.1751457501538011,-0.29083283740999044,-0.15741451927069341,0.023014407673310786,-0.45909998199256874,0.6377147166329061
