,0,1
Balıkesir,0.4402714352298692,-0.8978647243992999
Manisa,0.5382472640610774,-0.8427869735174864
Yalova,0.3958383423201228,-0.9183202092675826
Çanakkale,0.43161137966907626,-0.9020596526506195
Edirne,-0.9985115897093481,-0.05453994147512172
Aydın,0.501298960090345,-0.8652741488177828
Çorum,-0.9997348248335546,0.02302780960102106
Bartın,0.25954105726246757,-0.9657320744363213
Denizli,-0.9829649404125012,0.18379316069932453
Giresun,-0.9997159432081288,0.02383344069749496
Afyonkarahisar,0.4919464761918122,-0.8706254444722245
Samsun,-0.998168247048285,-0.060499178379157754
Amasya,-0.9964664858285663,0.08399132467384177
Kütahya,-0.9997376295170385,0.022905722596167213
Bingöl,0.546196070082014,0.8376573601580561
Ordu,-0.9957454496141424,-0.09214661997452407
Şanlıurfa,0.6146088693771636,0.7888320085309194
Elazığ,0.5089625054215103,0.8607886895603698
Mersin,0.5731633020558539,0.819441168831802
Kocaeli,0.11092048630840859,-0.9938292839905182
Iğdır,0.5296185376151934,-0.8482359368797948
Şırnak,0.570584732993198,0.8212387365894771
Ankara,-0.9274740711201709,0.37388747959750634
Van,0.6474519775929798,0.7621062502767834
Tekirdağ,-0.9984690037444452,-0.05531409008177493
Diyarbakır,0.6134936987111819,0.7896996148167179
Adana,0.576407623677451,0.8171623164136448
Düzce,0.3430495400594448,-0.9393173122353293
Çankırı,0.30055368813907174,-0.9537648979418364
Burdur,0.564446929127713,-0.8254693599391162
Kars,-0.9716661297731469,0.23635763633035736
Kastamonu,0.3224079689236305,-0.9466008142688972
Kayseri,-0.9319681727931101,0.3625401010932051
Artvin,-0.9991221635678348,-0.041891553653785905
Kırklareli,0.40300789395062664,-0.9151965020767289
Gümüşhane,0.544537353760183,0.8387365917615952
Sivas,-0.9626989286896229,0.27057489295914317
Antalya,0.36784836936020215,0.9298857871583155
Erzurum,-0.9791404399480288,0.20318464227982408
İstanbul,0.7666547070580618,-0.6420596235130482
Bursa,0.03790295425684848,-0.9992814248541814
Eskişehir,0.4431834160857369,-0.896430956463785
Konya,-0.9053395826678625,0.42468840348516723
Yozgat,-0.9976137708724112,0.06904175668193638
Sinop,0.24146304611243857,-0.9704100150771848
Isparta,0.580200630570284,-0.8144735896797667
Aksaray,-0.9574898491739204,0.28846696297652924
Ardahan,0.4186417436628162,-0.9081514688987495
Adıyaman,0.5899623528334632,0.8074307538354007
Kahramanmaraş,0.4817369729505767,0.8763158613721511
Osmaniye,0.5223535513126837,0.8527290117212073
Niğde,-0.9823574687004137,0.18701284364587026
Tokat,-0.9947759808345132,0.10208206480440878
Bilecik,0.35260577202070387,-0.9357719644965237
Muş,0.6691286478848522,0.7431465888906368
Ağrı,0.620037327985749,-0.7845723114565619
Hatay,0.5371145090838416,0.8435093384969865
Kırşehir,-0.9663542620668212,0.2572147744304148
Bayburt,0.36519611771357224,-0.9309306072994563
Erzincan,0.517781440571113,0.8555129337421514
Siirt,0.6062082846389649,0.795305925814138
Karabük,0.27274065008869314,-0.9620875936156734
Kilis,0.6181553374809567,0.7860559641296567
Malatya,0.5593113235609902,0.8289576848889532
Uşak,0.5120308241246575,-0.8589670745414073
Karaman,-0.9504970712456802,0.31073351533650867
Bitlis,0.6270397287955746,0.7789872775032799
Gaziantep,0.5502250417097436,0.83501640910554
Rize,-0.9993921521652667,-0.03486152880291122
Hakkari,0.6305469197776149,0.7761511334520884
Batman,0.640377548834276,0.7680602808041853
Mardin,0.629065873448524,0.7773519967572253
Muğla,-0.9892485043509354,0.1462443046393169
Zonguldak,0.2501875525735624,-0.9681973913088441
İzmir,0.5103329817316349,0.859976887920192
Kırıkkale,-0.991737795887297,0.12828150376654096
Sakarya,0.2932357600329433,-0.9560401607871406
Nevşehir,-0.9681423572515321,0.2504004315001206
Tunceli,0.6991846542572485,0.7149411299199196
Trabzon,-0.9951859898218427,-0.09800431450869417
Bolu,0.40839663509757995,-0.9128045729733031
