,0
0,2310.8858760441985
1,1783.9283465493354
2,1713.7133672442355
3,1673.7467925748938
4,1646.5168717982565
5,1623.793425081401
6,1602.5212684214364
7,1587.2307123914939
8,1574.121351826253
9,1563.814375508924
10,1556.8917098383627
11,1551.4870849273022
12,1543.837147990079
13,1539.6128348371928
14,1534.6255986235428
15,1531.9072383059338
16,1529.656114334425
17,1527.9438840098333
18,1525.349254677889
19,1521.4971247843027
20,1522.477751422694
21,1519.4936903898824
22,1517.6749186038146
23,1515.9934780102935
24,1515.9551789540694
25,1513.8798738402854
26,1513.244263918341
27,1511.5644242863075
28,1511.0418003258108
29,1510.4592931735112
30,1509.8677405527574
31,1508.5422843410747
32,1507.7089180582632
33,1507.8363228534408
34,1506.8684687791758
35,1506.5247082560427
36,1505.649273102501
37,1505.4382543324452
38,1504.0798399937241
39,1504.725027057114
40,1502.4433436699599
41,1503.5055090187725
42,1503.5643322148355
43,1502.8912731846938
44,1501.0858871520113
45,1501.4705101579664
46,1502.531500749139
47,1501.0460133175357
48,1498.4157790116028
49,1500.2812501138128
50,1498.8508439194188
51,1498.5429978824848
52,1498.8788267276254
53,1497.5561169581877
54,1497.8007055190008
55,1495.8331432604375
56,1496.5679405815563
57,1496.315850375242
58,1495.0359664972761
59,1493.9159718750786
60,1495.7934827246054
61,1495.2028482069609
62,1495.1867453810935
63,1493.5836970319856
64,1494.1267189242897
65,1493.6259973404528
66,1493.1666607617042
67,1492.5263945834072
68,1493.3603288039237
69,1492.212151548639
70,1491.4343390044419
71,1493.32178507225
72,1491.1697406199046
73,1491.2837519337234
74,1491.4560331072967
75,1491.5053492983984
76,1490.7492842363674
77,1489.0938719326816
78,1489.392975568089
79,1489.640464711681
80,1489.8490521438302
81,1490.5986519756646
82,1488.7014023289228
83,1489.734197614593
84,1488.6901309694326
85,1487.46806157984
86,1487.603113047473
87,1488.3234437206359
88,1487.901452091527
89,1487.8507320463284
90,1487.469369655415
91,1486.9738323913084
92,1485.762056222274
93,1486.7613882246758
94,1486.7544483077572
95,1486.5823838245985
96,1486.602352661093
97,1485.4561404916954
98,1486.5510799724398
99,1484.974756107938
