,0
0,2553.2070535894786
1,2020.4762077073992
2,1945.180216915584
3,1901.4378297292951
4,1870.1756008112382
5,1847.3038204959607
6,1827.4571577280572
7,1811.33489972001
8,1796.3359929094784
9,1784.9823548955746
10,1773.2428964641053
11,1764.3029907058071
12,1755.4080010486089
13,1748.8132529284753
14,1740.3278131217419
15,1735.9877197008425
16,1727.6019021168918
17,1724.9184567466127
18,1717.1889100141514
19,1714.690439741704
20,1708.592265209414
21,1704.8351253414537
22,1700.890454951044
23,1699.5181142391618
24,1694.7983296462796
25,1691.4495682011784
26,1691.1324903521158
27,1688.8752660880064
28,1685.114113558562
29,1685.5204876497296
30,1684.131680640465
31,1683.7787499999965
32,1681.7815497951924
33,1682.4270942093915
34,1680.3755238305232
35,1681.803166748124
36,1681.0553645345612
37,1679.683613849166
38,1679.5058588602676
39,1679.921787295679
40,1677.0742424324415
41,1677.2186609959979
42,1676.3800958685506
43,1675.8292894501074
44,1674.444565568816
45,1671.7321616608135
46,1669.484479648652
47,1667.9610597080846
48,1665.2070965356133
49,1664.9455907020215
50,1663.778933997526
51,1661.8385235660667
52,1663.5427351860192
53,1662.7987514029946
54,1662.7089843983238
55,1661.7904962245345
56,1661.3618720091613
57,1662.766279031985
58,1660.786354915779
59,1660.211093657284
60,1661.3940234202648
61,1661.191587235637
62,1660.6294647357124
63,1661.6552419625793
64,1659.4708433246394
65,1659.8351287057499
66,1659.7881756984941
67,1660.1946142189881
68,1659.1350479467044
69,1660.6127303485544
70,1658.3504175051808
71,1661.1790252849748
72,1657.121001591931
73,1660.6396460401165
74,1657.8191781899468
75,1659.12319616809
76,1659.3954298681417
77,1659.785028880739
78,1658.5901362073744
79,1658.4488347811011
80,1659.0749318765186
81,1659.776440319067
82,1657.390795267322
83,1657.7714898356944
84,1659.1349359509952
85,1658.008438488993
86,1658.709661153448
87,1659.1931723235427
88,1657.619755349793
89,1659.5175033604755
90,1659.3935335593608
91,1656.4852200771343
92,1659.6841521266447
93,1657.8722585024425
94,1657.897095154015
95,1657.916988998008
96,1657.141040256974
97,1658.2361440084342
98,1657.4148697263183
99,1658.3535414242688
