,0,1,2,3,4,5,6,7,8
Balıkesir,-0.685847938065391,-0.15153922273755846,0.49557656785443815,0.13468290411811187,-0.0742137746787037,-0.20268319095840293,0.39683823047037486,-0.05043747672554617,0.19052603518951083
Manisa,-0.49508785931159943,-0.16606026589337028,0.4715877491881359,-0.21750308866744497,-0.30073936315489597,0.07183854139637791,0.010312251445954511,0.5057539559435529,0.3257469168330857
Yalova,-0.6006593090837877,-0.34832601518157996,0.28607327271983446,0.5570008945468146,-0.05226342925200611,0.14015300798047522,0.3061334419810197,-0.09748573041511437,-0.013927815738676196
Çanakkale,-0.3747989798040256,-0.30031008892367234,0.613357598889547,0.20355676779930343,0.059269585226233004,0.0679048114564728,0.18867885991548258,0.2716198123925587,0.48393769390394
Edirne,-0.037911824908864585,-0.4179181037182985,0.6149731758021714,-0.04522275998456057,0.3139284094879521,0.1876539256409828,-0.13449593124425377,0.3461072324662798,0.4147597294349083
Aydın,-0.27878668061952705,0.019558228031297087,0.28785478813213283,-0.5240558362972186,-0.5047431593288793,0.1291081023126686,-0.13073784785503373,0.49963536453614993,0.16198185851704167
Çorum,-0.07912747896275756,0.6217742226323909,0.11374320008326608,-0.45212512255407966,0.2561496410020794,0.13380143153847812,0.1591741364101037,-0.5257814848880127,-0.06695505143732414
Bartın,0.26563830731163285,0.11954069037707575,0.34116371967171893,0.13671702003575142,0.18191869586702028,0.8383493382838811,0.12064638586250391,-0.1692618210717105,0.030544172012165936
Denizli,-0.1621131044229251,-0.00305398256939101,0.3361300456772303,-0.3963438593429501,-0.37533302817850706,0.08722809832495369,-0.2194589843536573,0.6873747879334225,0.18576378559852363
Giresun,-0.4370398121642717,0.09198429042881523,-0.12448025415592133,0.026992102205130222,0.6523246181153899,0.1388504530647179,-0.10954585619149095,-0.2372046584751545,-0.5208051318054021
Afyonkarahisar,-0.2284620568282592,0.2862552268628665,-0.040627362974754805,-0.1675734358939965,-0.7005707089677512,0.28034128349746945,-0.03947528061154729,0.5101140525330657,0.07047266687329276
Samsun,-0.4573437559869698,0.33765236928994863,-0.11762189782832479,-0.10373256522942592,0.6205051538146298,0.23715675274873818,-0.07739206115244082,-0.2693435399152524,-0.3639048852742363
Amasya,-0.5039027570139747,0.42883611915501946,-0.1360640584105954,-0.2738979670118467,0.5275931616188104,-0.10696372499992829,0.08289053751089712,-0.3429801387293641,-0.23312243700026142
Kütahya,-0.4440371312119005,0.016599697742585996,0.1605465113547741,1.182300936031336e-06,-0.6265264411655689,0.3567738029693714,0.2908072708555602,0.4149783692209522,0.013470343789686227
Bingöl,0.29665052951178683,-0.4036821526667248,0.09566815777730396,-0.3287556873830529,-0.34919650212588166,-0.3007254486545022,0.27751568412509797,-0.4903997823727733,-0.3192578746208805
Ordu,-0.12653791693855418,0.25755328502581065,0.28222816056573147,-0.002756365823268292,0.6347405106063732,0.5525701694464143,-0.027140066862192176,-0.057114813243334894,-0.35463521496378986
Şanlıurfa,-0.039605333189466164,-0.04584571522811151,-0.8064605476404572,-0.3053157120062052,0.1603592416051207,-0.24147004036772465,0.4071745443506793,0.052861546101528364,0.011178984434405492
Elazığ,0.38018917251312884,-0.44912332345920897,0.07473523108070712,-0.16979884272169832,-0.3520732571269894,-0.3849728430200071,0.11171937611262188,-0.27834055625784027,-0.5071617879637532
Mersin,0.5115970758416997,-0.11496519363674698,-0.6221778351405207,0.1106895661929293,-0.1673059272918457,-0.4012004353075952,0.23071499126140163,0.2431384619149766,0.15618968014899867
Kocaeli,-0.40557775560263987,-0.16478531735493246,-0.03251949014419101,0.6655170805841744,-0.0547259788247718,0.4339145295947211,-0.16480191325474958,-0.3146688782341132,-0.21663115256758506
Iğdır,-0.13310646302374432,-0.40230279994062207,-0.03834208404067262,-0.022304377049899533,0.016027887149765906,-0.07333337471205628,-0.8910013218085104,-0.12448236491044298,0.05876763025445617
Şırnak,0.13848385177396869,-0.4155243318893728,-0.5595209372632292,-0.3871710048265517,0.0017029225284154526,-0.1218329131341147,0.10006018785388467,-0.19041230178040858,0.5329930971981356
Ankara,0.07320074290365486,0.6149937705151058,-0.07553286718955843,-0.0844919494835657,-0.284670015512915,0.0038069411888553154,-0.21269248846986666,-0.6207747830033935,0.30319840618777
Van,-0.05310357655679833,-0.5212852982532267,-0.33347167720580395,-0.2094216519235465,-0.16581020734936255,-0.05078879559781501,-0.3323279829363678,-0.15715379702338417,0.636528969810601
Tekirdağ,-0.11172706607034133,-0.20281239610316104,0.5087392172741703,-0.09265834480976819,0.6452589839413391,0.053754389644373554,-0.32947641242810477,0.3333073182135876,0.2002145577981533
Diyarbakır,0.10152833440601552,-0.49098731612970714,-0.3061545044927159,-0.5426478147511743,-0.22206962638186797,-0.2148220649966442,0.33983898583386607,-0.3837672935428427,0.046849874925003136
Adana,0.5317239433736101,-0.11903223509467172,-0.5020632065689314,0.22630047706532969,-0.09439233883189219,-0.45816812900205256,0.3246802428061269,0.24807392287960264,0.11847247104874137
Düzce,0.17098073266731556,0.09681105590549462,0.10417890859449191,0.4116820827890674,0.20361208171401438,0.8235496035282863,0.10883187920415954,-0.22161089973967385,0.02025408895701381
Çankırı,0.29341024542919225,0.5393630410566049,0.18586197489919487,-0.10603071004498835,0.5030240992803313,0.47080661091911563,0.109164871981659,-0.2994833849281759,-0.030189007412245533
Burdur,-0.12773637722123576,0.09928834372296691,-0.05041457775716727,-0.3851206729739293,-0.3243267168701595,0.16075849067358422,-0.19148164376203927,0.8049418457332534,-0.08566197419581072
Kars,-0.30730030006397024,-0.3640103210784723,-0.10913270656552888,0.19676167452220078,-0.017270569198903164,-0.29349910863871637,-0.7085071857239351,-0.2603060089217566,0.2574029092501549
Kastamonu,0.2923885634566957,0.18927331627238045,0.38322375754793014,-0.03831172137427995,0.30923118860105514,0.7316512443890574,0.08716267732623371,-0.27575204952574084,0.1256276514433375
Kayseri,0.3655964492519747,0.6642066260663155,0.02227184014691662,0.10276851974257514,-0.14220850317730008,-0.5975994522876193,-0.08035064522041428,-0.17042165799210043,0.03554235810742175
Artvin,-0.3431911337858244,-0.013555330811092071,-0.3171281141150529,0.5383127939701396,0.018214447143890006,0.34826224184452614,-0.3961203641526126,-0.18896042506432806,-0.42124749668938233
Kırklareli,-0.09501662127515097,-0.2794344918310123,0.5795049925091827,0.15348114476324862,0.4177230314602803,-0.10885039479479171,-0.08578824006265474,0.33153115136602124,0.49989223078301326
Gümüşhane,-0.30474519924126436,-0.05074411508957011,-0.007347276708462672,0.29599755537137784,0.350081794470109,-0.27412330137356056,-0.54035372879704,-0.06152335075256226,-0.5686991656177075
Sivas,-0.13816372454970177,0.3549493363100226,0.01673207225570378,-0.3057164164333987,0.21462765443244744,-0.450951323687053,0.2717909643652836,-0.35868513696214577,-0.5560861283851052
Antalya,-0.030566979001180414,0.32662868475570106,-0.36288457074119373,-0.3426906053231593,-0.5407120192793973,0.10688967467117017,0.012170923447438444,0.5804802193105152,-0.04854886917188994
Erzurum,-0.2607651975020141,-0.1978005381294008,0.07585528963578757,0.3196659214450585,-0.15660498991575614,-0.2609089960903878,-0.643165945860021,-0.18906215890232578,-0.4928798754647787
İstanbul,-0.11576352556089999,-0.4482747000503334,0.48896469568732703,0.17577999045477166,0.6391385891398026,-0.08438892401837111,0.21061202126527598,-0.23053202704616477,-0.050412847088417236
Bursa,-0.7448153052164489,-0.20065479759886495,0.06298316865689717,0.482457907454074,-0.29681736385923424,0.05040893215087285,0.11517929531730824,-0.2533739986365206,-0.012208199419725637
Eskişehir,-0.5710120326991373,0.08047136982077191,-0.09421545313017186,0.3836804959852306,-0.6576822281966539,0.20393161388005251,0.12612084783011868,-0.1187551985134073,0.08508266972296327
Konya,0.13940278434810055,0.7038868945334927,-0.1795703942046718,0.02955555366671634,-0.42869858671290606,-0.3236417051661708,-0.2026009799690939,0.07867883596446466,0.3409209560982654
Yozgat,-0.03945721343242201,0.8454192589240115,-0.005358791155702236,0.03523440260920729,0.16635609918757863,-0.3602968360223882,0.11960281756920456,-0.33263511130915124,-0.0003348848314053388
Sinop,-0.019543919567018696,0.21560590207645908,0.15501986009008842,0.0838382408521651,0.628504659158125,0.6785258069314188,0.019888943976499963,-0.011336154545620807,-0.2571627243564498
Isparta,0.04148089292262797,0.13097028188835755,0.1577199676254251,-0.40523816110195676,-0.6782209134182297,0.015381927240284903,-0.27196108075070496,0.5054585513787362,-0.04859195092708292
Aksaray,0.14428239357728112,0.7173699879380923,0.0633930198489821,0.22769539794178711,0.05347540491018688,-0.6002862117004696,0.07986101024603663,0.09206544021942745,0.1750486817189606
Ardahan,-0.2909557833191699,-0.2519710037948924,-0.07829697234412086,0.4538376786921133,0.11491111506263077,-0.19672622497977998,-0.72513645525834,-0.21215165529028945,-0.13045809815434284
Adıyaman,0.49358568071300885,-0.4287191929313112,-0.3856790448898307,-0.3595621540233201,0.033441297345603124,-0.3869385925422748,0.2555664360305446,0.058329545200196745,-0.2738310196069992
Kahramanmaraş,0.5558384403323606,0.018331092195181004,-0.3997235237703954,0.27877287239521287,-0.1095378086803889,-0.5658221509750249,0.1526103128474256,0.2822227757994263,-0.13461630152805928
Osmaniye,0.7293166093948222,-0.10764052641797997,-0.447845423673219,0.28368870987652894,-0.12550727800212141,-0.26406151100326225,0.10196384570647159,0.2643082762188457,-0.09864047639274459
Niğde,0.32725140903979827,0.40498855624821833,-0.10272513224369619,0.46271114445533873,0.07032614303959157,-0.536464702230975,0.30036962423671754,0.23496270156196336,0.25703541228359833
