,0,1,2,3,4,5,6,7,8,9
Balıkesir,-0.18046196435028422,0.28601393603479197,0.1647829553913053,0.5992890097946442,-0.3178643656680657,0.3719049601822487,-0.2151007173670016,0.17589776895550185,0.2752536070938006,0.32711591499863435
Manisa,-0.15761001240627295,0.143498024217721,-0.014165153526966895,-0.055120881740824836,-0.1073656893199123,0.26784628887584466,-0.26938752522482245,0.6436961130159053,0.3325433783401215,0.5201538128404655
Yalova,0.29545967999134876,0.5659754217113714,0.08749159134271076,0.48017223677094617,-0.35084510892503135,-0.38185282537361676,-0.22795829678241683,0.11786719628001727,-0.13922868789398957,0.0030140887157262485
Çanakkale,0.023937269083047403,0.04837605860165283,0.030887628649677146,0.41484209826383467,-0.22178789367942514,0.5009724251390805,-0.2889473427083909,0.008659161997170416,0.30291551901088304,0.590383055204518
Edirne,0.20751250232814,-0.05949984646962888,-0.4671069774393388,0.25898925767931297,-0.12183685470154279,0.49746127740544294,-0.233086701675363,-0.10243656156600647,0.13696525843448948,0.567661767550886
Aydın,-0.20955853485299294,0.2669296366661423,0.15913821638093434,-0.25636657809091756,-0.00019122197821948896,0.21797969159624808,-0.15569017632128732,0.7414108784752695,0.2409754808307408,0.33804009919582995
Çorum,-0.5685275502320356,0.01022180811436711,-0.3180766415611412,-0.10943902233954597,0.0344506080149555,0.04053192244032628,-0.4084083154494819,-0.11812740345705294,-0.0453703386122978,-0.6147216487302948
Bartın,-0.2821934839164219,0.2586909009934448,-0.6693181788192664,0.28359231739564345,0.1082528819301132,0.09668941737926728,-0.10198327821402996,-0.435381494688419,-0.22660591071550779,0.22947554290515923
Denizli,-0.18601282192483412,0.15398945021307078,0.26565159623634543,-0.4754086043061975,0.2054406480004368,0.21849513681599012,-0.15993775687480194,0.6246956066882469,-0.07690645155871703,0.36526304716899816
Giresun,0.06404457308732782,0.04937441915353561,-0.04092111181886988,-0.013999129778207796,-0.3990339327581503,-0.6338198041041349,-0.4405269566350893,-0.29796638586022167,-0.2750360379625998,-0.26859176084588626
Afyonkarahisar,-0.36067166463240685,0.31052154660781456,0.4171136347396929,-0.2879986397085597,0.40984458156605696,0.16123209304106553,0.05970858200702797,0.3012505812470628,-0.19538902102561698,0.4360080879915546
Samsun,-0.19957706144927653,0.2848124096003794,-0.43489798236144467,-0.16222578895763878,-0.15613574152171092,-0.29204667105333604,-0.540954821570691,-0.3029077276229746,-0.27610480240070484,-0.30546477050393145
Amasya,-0.4886215893103726,0.035593835474887425,-0.18876641191308507,0.03063952121442779,-0.3362164030709154,0.07164241831558195,-0.44089230532899903,-0.21111268672824193,-0.16089704412598155,-0.5834328811514993
Kütahya,-0.3275978192712578,0.4410933605300829,0.15495902626900315,0.14755519238131645,0.47335104417161583,0.031625257261417676,-0.23351017716171163,0.3490145911883696,0.2282011112050559,0.44593293073416373
Bingöl,0.0260920503127126,-0.0679437958120126,0.13164038565033956,0.7098904373978907,-0.5261172938937285,-0.05523661962518485,0.24965179669794244,0.35445382502199174,-0.07043681789489621,-0.025570514541727048
Ordu,-0.11537592517537337,0.2164986944430892,-0.557362412448234,-0.35019147071773654,-0.23094013535621655,-0.3767094773056715,-0.4153723490479803,-0.28789250802545124,-0.23279865916835243,-0.040925659055584596
Şanlıurfa,0.1648762681614753,-0.5277246169691252,-0.062211303840212825,0.19745173975304808,0.17360208623813647,-0.1531534285997035,0.4641677012809694,0.5919942466076008,-0.17826216454588262,-0.013609177392817888
Elazığ,-0.19020622381327235,-0.18930638024037,0.5465395717379812,0.5738939193174756,-0.5195967772139742,0.009102416091470528,0.11412200631624203,0.10072712338984463,-0.0763108713914611,-0.029464436927643084
Mersin,0.09688962846376913,-0.644897996052925,0.2329328288529148,0.08596930688927774,0.2812680518292035,-0.006622949371789787,0.5338987733620746,0.11248122737798709,0.166726755188186,-0.32926772094282974
Kocaeli,0.3827244295093489,0.5879598058606309,0.02411910082496481,0.26532854977307246,0.21776762622830034,-0.3101344869002938,-0.3452722106002777,-0.3949818807954726,0.08426119912062656,-0.10447312168682853
Iğdır,0.44533097065157906,-0.08321993738748448,0.19981016992150596,-0.3682913546753598,-0.1307041826910757,0.5331648768972315,-0.5064277149875406,-0.17710290080099456,0.1380506318170243,0.10464859489063105
Şırnak,0.09362261173389232,-0.5735248449268249,-0.28756489885823205,0.35087169079699015,0.28702337643663134,0.4164583919612831,0.07755925687716486,0.3873748915010367,-0.13326582340431856,-0.1638444656655552
