,0,1
Balıkesir,0.7799771243954671,-0.6258080260109949
Manisa,0.7538748478955576,-0.6570180467159557
Yalova,0.826762778022342,-0.5625507167151951
Çanakkale,0.7648485334905935,-0.6442101526810087
Edirne,0.7465496634382368,-0.6653296927240324
Aydın,0.6866614051038732,-0.7269773825510492
Çorum,0.8641856129675833,-0.503173157411882
Bartın,0.82761072775326,-0.561302488242943
Denizli,0.08639929596937485,0.9962605892315506
Giresun,0.21616779619969076,0.9763562279650646
Afyonkarahisar,0.1638253450999116,0.9864893594473765
Samsun,0.2694261370792126,0.9630210572249049
Amasya,-0.9538834158473635,-0.30017732920952894
Kütahya,0.768571199703983,-0.6397642620415589
Bingöl,0.5947254605582345,-0.8039288690946457
Ordu,0.2906037131342151,0.956843499174555
Şanlıurfa,-0.9173070876228607,-0.3981804955003008
Elazığ,-0.9050094860066525,-0.4253913847716884
Mersin,-0.9179261597987888,-0.3967512635859504
Kocaeli,0.6904890890697304,0.7233428079933152
Iğdır,-0.0933426006613672,0.9956340486854456
Şırnak,-0.25075063305813217,0.9680517135055059
Ankara,0.7351036003944856,0.6779547895597939
Van,0.685625887529084,-0.7279540798360539
Tekirdağ,-0.9110540703055544,-0.41228689159331994
Diyarbakır,0.6127605642862446,-0.7902686194298766
Adana,-0.9267269533617801,-0.37573548396816736
Düzce,0.8655113815026556,-0.5008892577100895
Çankırı,0.8683876004225071,-0.4958860508548714
Burdur,-0.9120712453797668,-0.4100317589545974
Kars,0.6676288674082537,-0.7444942547818434
Kastamonu,0.2561467934507461,0.9666378950801074
Kayseri,-0.22603726751447475,0.9741186548334806
Artvin,-0.9119887662569078,-0.4102151755130507
Kırklareli,-0.9169658647063316,-0.3989656663967086
Gümüşhane,-0.9661027748749212,-0.25815775870381535
Sivas,-0.043911856116666814,0.9990354092285163
Antalya,-0.35693352251826493,0.9341297878253875
Erzurum,-0.9395452473658985,-0.34242477736307664
İstanbul,0.6268921762571075,-0.7791060257420858
Bursa,-0.7800168530302622,-0.6257585069248092
Eskişehir,0.5525548277175398,0.8334765517793766
Konya,-0.9691335272419146,-0.24653641997815473
Yozgat,0.09937534693073873,0.9950500190555224
Sinop,0.22957577688497544,0.9732907903949672
Isparta,0.09675017882324081,0.9953086972882691
Aksaray,-0.08703828123730392,0.9962049676644139
Ardahan,-0.9509909490912362,-0.30921871668214024
Adıyaman,-0.9394696833125209,-0.3426320389815754
Kahramanmaraş,-0.9391574329201618,-0.3434869956647728
Osmaniye,-0.94041612562298,-0.34002575000764745
Niğde,-0.009791396202099716,0.999952063131235
Tokat,-0.9425158241999955,-0.3341615195270141
Bilecik,0.5875970310877485,0.8091537116375747
Muş,0.6837100826511909,-0.7297537412587218
Ağrı,-0.07244206497619748,0.9973726220535556
Hatay,-0.8970138226499811,-0.442002490914778
Kırşehir,0.09768845579360219,0.9952170444705324
Bayburt,-0.25268042283911724,0.9675497940229457
Erzincan,-0.915040701084587,-0.40336151943216825
Siirt,0.609921317697257,-0.7924619777746068
Karabük,0.8861760403902521,-0.46334870825141444
Kilis,-0.9370746635214051,-0.34912902340860386
Malatya,-0.8929938210112205,-0.45006892320596864
Uşak,0.1224804573509538,0.9924709253006362
Karaman,-0.9701647666970116,-0.24244654144725
Bitlis,0.6235841848686922,-0.7817562052082789
Gaziantep,-0.9464169216825734,-0.3229473801610434
Rize,0.175992475795539,0.9843915117794122
Hakkari,0.5770736764286857,-0.8166920912884369
Batman,0.03611566499714108,0.9993476165688366
Mardin,-0.9050237729865969,-0.42536098825480523
Muğla,0.6579347525847613,-0.7530749374008068
Zonguldak,0.905031639078994,-0.42534425147871624
İzmir,0.6060758827179538,-0.7954068294826572
Kırıkkale,0.1988544016586934,0.9800290439272517
Sakarya,0.8610473441978612,-0.5085247988543036
Nevşehir,-0.9477509208727871,-0.319011272504255
Tunceli,0.6014442718423573,-0.7989147563213592
Trabzon,-0.9329766228056465,-0.35993696850722434
Bolu,0.5016196008925203,0.8650883053194215
