,0
0,2329.1698079860257
1,1808.581919187426
2,1754.6834560048078
3,1725.7787839891912
4,1708.7312607235694
5,1694.0317457968258
6,1684.467316606231
7,1675.9338722439752
8,1670.1450604575266
9,1664.867711857757
10,1660.813658664451
11,1657.4136681210264
12,1654.6301146214942
13,1651.5893708407252
14,1649.7477022971043
15,1647.5559895859426
16,1645.8579041902938
17,1644.2366900603201
18,1641.6543544603717
19,1640.7116888536261
20,1639.2518544532886
21,1639.0733674694918
22,1637.7001110580022
23,1636.3724401029765
24,1635.895659448127
25,1634.9304030831968
26,1635.3401876130697
27,1634.1409461044323
28,1632.966120844413
29,1632.4686582322613
30,1632.0447463181258
31,1631.740251291196
32,1630.272730441647
33,1630.4058359766743
34,1629.8838028087375
35,1628.9049711326843
36,1629.9320912029098
37,1628.4361926016898
38,1628.9885721575201
39,1627.6953454334337
40,1628.6557539799817
41,1628.5349183460428
42,1627.1199664650112
43,1627.6813251675871
44,1626.7620530305123
45,1627.4790038790209
46,1626.4410182365546
47,1626.607345437426
48,1625.9476062305016
49,1626.3856234309233
