,0
0,2120.391339368153
1,1646.497126969736
2,1581.7225947479646
3,1551.2761350580045
4,1532.7783246657493
5,1518.29229176704
6,1509.3104090310042
7,1501.1009593785225
8,1493.6843397492335
9,1490.2634252363266
10,1483.706033893828
11,1480.502594765839
12,1476.6123186839247
13,1472.460991077602
14,1469.9302226132195
15,1469.4016459486545
16,1465.6424927689084
17,1465.3569353156188
18,1463.5016231537957
19,1460.8135863613525
20,1459.951536301537
21,1458.029875102653
22,1457.5325405571355
23,1456.3139968575078
24,1456.2355638180256
25,1454.8523214237975
26,1454.5505263696639
27,1453.8707534518128
28,1453.0702844124353
29,1451.8349314482412
30,1450.668190719309
31,1451.9504693793876
32,1450.4187933813996
33,1449.43373997718
34,1449.4679156745133
35,1448.8537624310638
36,1448.0583891826675
37,1448.6604413764962
38,1448.8180293454445
39,1447.5274867014543
40,1446.6106243142463
41,1447.515618092329
42,1446.991694754598
43,1447.1222355236944
44,1445.9560507645922
45,1445.3944940774766
46,1446.2875350348716
47,1445.8269783568132
48,1444.5204509257176
49,1443.8843349699123
50,1445.1912039447448
51,1444.6831833519232
52,1443.9216369104158
53,1443.382545833286
54,1443.3399148467938
55,1443.3656226465102
56,1443.8031823794652
57,1443.0062463335494
58,1442.0566263495007
59,1443.1852876094533
60,1441.9347971211746
61,1441.8053724936726
62,1440.2946665985323
63,1441.822627308018
64,1441.5685544856883
65,1441.634593170296
66,1441.8408506216117
67,1440.7082787033248
68,1440.7188545281995
69,1441.7302652743765
70,1439.3955467779965
71,1440.4502992078803
72,1440.214772689643
73,1440.144951077277
74,1440.1983569088086
75,1439.5936681865728
76,1440.1807025894204
77,1440.6905353997347
78,1439.3057034594729
79,1440.5087108145237
80,1439.9843195873757
81,1439.0031520385367
82,1438.816909141022
83,1440.0979371456037
84,1439.461868163469
85,1438.1146629837947
86,1439.5755491493676
87,1439.4949211199948
88,1438.8904113836372
89,1438.6416675684036
90,1440.4789154597358
91,1439.690317058298
92,1437.4592303903328
93,1438.9540129975742
94,1438.723939300237
95,1438.4119307714086
96,1438.618168988033
97,1437.7712225901323
98,1439.1951774252188
99,1438.93857562539
