,0,1
Balıkesir,-0.05019455002898394,0.9987394590920035
Manisa,-0.9880292341800396,-0.15426675729269837
Yalova,-0.9916063423240812,0.12929370387863862
Çanakkale,0.07143333075201122,0.9974453765784239
Edirne,0.2070547386490801,0.9783293592665823
Aydın,-0.980569055781859,-0.1961742257358833
Çorum,0.4084817377269928,0.9127664925617813
Bartın,-0.9947707302258254,0.10213321832772133
Denizli,-0.9793733086131086,-0.2020592051261537
Giresun,0.3383005132702624,0.9410381303226119
Afyonkarahisar,-0.9911638770233087,-0.13264301294875389
Samsun,0.26760804106641295,0.9635278596681037
Amasya,0.34654325190578383,0.9380339943512519
Kütahya,-0.9943290551694148,-0.1063472145657738
Bingöl,0.7793780839012485,0.6265539101581111
Ordu,0.268967723754197,0.9631491907168307
Şanlıurfa,0.4731640090541488,-0.8809743586142591
Elazığ,0.5691116296341091,-0.8222602708481109
Mersin,0.5273961186329365,-0.8496195231107355
Kocaeli,-0.04851044062678025,0.9988226755286423
Iğdır,-0.9984672460421975,-0.0553458090636501
Şırnak,-0.9073816236770649,-0.4203077313269092
Ankara,-0.1090606438360266,0.9940350979548316
Van,-0.9847090231528955,-0.17420717471238112
Tekirdağ,0.3283310948876894,0.9445626988876129
Diyarbakır,0.5020579834386384,-0.8648339616744523
Adana,0.4847323195073463,-0.874662551173324
Düzce,-0.998949407678468,0.04582663961974253
Çankırı,0.47498672047067,0.8799929632539785
Burdur,0.4175645738949246,-0.9086472509329184
Kars,-0.9995405255631674,0.030310687173123633
Kastamonu,0.3252015260956769,0.9456447363703998
Kayseri,-0.9493164075322398,-0.31432206157074377
Artvin,0.21486447520968868,0.9766438743435937
Kırklareli,-0.9969989690513545,-0.07741482875093074
Gümüşhane,-0.999490212404243,0.031926717778708404
Sivas,0.6106708286001803,0.7918845490958698
Antalya,0.3046868737670471,-0.9524525756981622
Erzurum,-0.9965233030593725,-0.08331450329707268
İstanbul,-0.08597521740201897,0.9962972759135074
Bursa,-0.13364158338002,0.9910297307304565
Eskişehir,-0.990579951146167,-0.13693560671811136
Konya,-0.9498719085158216,-0.31263934079464556
Yozgat,0.6687246494439864,-0.7435101500490884
Sinop,0.38714716924042203,0.9220179333121066
Isparta,-0.9743613945088982,-0.22498860613523347
Aksaray,0.48159018465643566,-0.8763965392689431
Ardahan,0.2633068106430495,0.9647121453931143
Adıyaman,0.5633346685569065,-0.8262288128611107
Kahramanmaraş,0.5199441930853868,-0.854200231840747
Osmaniye,0.5823477854011606,-0.8129397621216249
Niğde,0.5743843557617581,-0.8185857388546115
Tokat,0.4653240687813027,0.8851403905668375
Bilecik,0.06837310963031128,0.99765982072021
Muş,0.43354977915404735,-0.9011296183099725
Ağrı,-0.9943070790582433,-0.1065524872288965
Hatay,-0.9037734334300181,-0.42801119264117
Kırşehir,0.518091103081644,-0.8553254403486695
Bayburt,-0.9912007617671318,0.13236710268135973
Erzincan,0.673114319416113,0.7395384459221731
Siirt,0.47435512325900875,-0.8803335828184283
Karabük,0.3669279562552472,0.930249361686611
Kilis,0.5750989882815487,-0.8180838304706549
Malatya,-0.9110914883582111,-0.41220419677778636
Uşak,-0.9676396632300783,-0.25233605002848997
Karaman,0.5244714616479575,-0.8514280274438086
Bitlis,0.5324563547890784,-0.8464574592055568
Gaziantep,0.5350701298509513,-0.844807644461913
Rize,0.26908109262083135,0.9631175242897306
Hakkari,-0.9758557928959604,-0.21841582239251006
Batman,0.447588965311489,-0.8942394076148685
Mardin,0.5432058614051066,-0.8395995427197039
Muğla,-0.9687894688267982,-0.24788498359176617
Zonguldak,0.3210451791626852,0.9470638800716661
İzmir,-0.9774195043981928,-0.21130809833508743
Kırıkkale,0.693444084174018,-0.7205104455343153
Sakarya,-0.9993604994759773,0.03575740604581556
Nevşehir,0.5403589978913016,-0.8414345805812289
Tunceli,0.6579788591850528,-0.7530364007573183
Trabzon,0.3403111603256288,0.940312880991122
Bolu,-0.9981839524417394,-0.060239497738503796
