,0,1,2,3,4,5,6,7,8,9
Balıkesir,-0.35882067707850807,-0.27858271057390777,-0.5575994286488782,-0.22528069248534857,-0.5385123138046856,-0.01586931816996312,-0.06465361538103555,-0.3466394360830973,-0.07721962130000222,0.10687224107299212
Manisa,-0.5273371595844308,-0.17093013802411613,-0.3726929525324578,-0.0419601432125151,-0.5238412924757115,-0.4001342875548586,0.04310719664029549,0.0934729390318124,0.1942916095119968,0.2630131546346212
Yalova,-0.4771281406038692,0.25380379488304833,0.5347848985976787,0.01515666416346065,-0.45363174923827426,-0.2249556667250719,-0.18863299976213976,-0.28677950183832673,-0.11210582819958904,0.18689123845501204
Çanakkale,-0.5292749254432846,-0.15180565259009243,-0.511984104937215,0.005738331284330902,-0.5739933739610572,0.09655438410858053,0.16552424359062246,-0.16596725225054804,0.08300757089260635,-0.1844929312501988
Edirne,-0.10440976001201022,0.22060216320130246,-0.5832658162939707,-0.18354298420304588,-0.32612815401114764,0.34722196052300947,-0.1936226757713799,-0.19631309812077344,-0.06979625004409586,-0.5086486958627578
Aydın,-0.5233128899069593,-0.30932206427481346,-0.5578149039355943,-0.1784455627505277,-0.15591657103938636,-0.41964399505501493,0.060135197211549876,0.1365977656395433,0.07467472248340339,0.2433117927314487
Çorum,0.09613175519893445,-0.1279614686830962,-0.12442379099441422,-0.44704611323515114,0.30247446838743647,0.674783388730278,-0.3617108310161602,0.08785870912818683,0.10020613175432244,0.2522587331153133
Bartın,-0.18893118321389946,0.10918292951971174,0.42646247659015635,0.029908181519008436,-0.24073428433173727,0.5195721064401525,-0.4679697019324003,0.3524719463340056,0.31231868747408564,-0.030595845822891314
Denizli,-0.4115166768058816,0.00678386915525579,-0.3002725121765006,-0.09763199570726676,0.13198615921321055,-0.6097389660786324,0.020993807372231055,0.5754208962078313,0.03297207182933029,0.09525417279856266
Giresun,-0.12797141230251222,0.4303398935234739,0.0250999543096852,-0.027013002329619003,0.1356838941703515,0.36258242296616866,-0.4037990560922677,-0.31726588926043686,-0.5856390050850524,-0.2012726623931242
Afyonkarahisar,-0.5639886060116615,-0.4111526818118823,-0.20885215929636056,0.070744265183378,-0.10257600950599059,-0.288481556492475,-0.08942505070441366,0.5641527921126062,0.10301163676051674,0.1833747338548045
Samsun,-0.15616295477659947,0.20977415610008704,-0.12567625184113548,-0.23942380035045627,0.22421491311306396,0.6458668671533773,-0.41001740846400075,-0.19810290348625165,-0.4281144856781611,-0.02079116945567093
Amasya,0.15423989139739896,0.0735758684452201,-0.4190275633955161,-0.4220814106157341,0.2815847966110536,0.48903056449654914,-0.41078395037222365,-0.21857576854035934,-0.2844628650515868,0.03436566087858263
Kütahya,-0.6634147750307038,-0.450677123684953,-0.17740141653890415,0.11536154130091777,-0.33223182629298503,-0.33102758356560497,-0.16610257599044673,-0.00875777048798008,-0.09735363934285153,0.2342854579045589
Bingöl,0.4243983976127733,0.35038131015082025,0.07230223944322237,0.10350809892942522,-0.021811361064452178,-0.4308592781469811,-0.13770895095134303,-0.29072476862728475,0.4370527658133629,0.44784168834620247
Ordu,-0.18344427674713257,0.33322688670843087,0.11363422016749189,-0.09421497087646778,0.030591523857699605,0.5233545725575237,-0.6829283303659147,0.11603791686412512,-0.24185349605381476,-0.14259725279331928
Şanlıurfa,0.5081139982688155,-0.23683188821013704,-0.13156142419194647,0.6790504878987899,0.1467979924231685,-0.13973354285312534,0.16522704014605658,-0.011783320718455375,0.3477910239222298,0.13356764839544386
