0,1,2,3
Adıyaman,Adana,0.20335534708143863,9.473169793301848
Afyonkarahisar,Adana,-0.29643589940142345,-9.0994642817587
Aksaray,Adana,0.27691079112708983,12.094217684300006
Amasya,Adana,-0.3910148978484389,-8.521058727590582
Ankara,Adana,-0.0606066668915511,-6.530987612058883
Antalya,Adana,0.1741359233199405,15.401185322580837
Ardahan,Adana,-0.10836417303399613,-2.0030391245858903
Artvin,Adana,-0.13326288708442652,-2.949631072874217
Aydın,Adana,-0.24624817894213602,-9.993571280793734
Ağrı,Adana,-0.3793905548940262,-12.256511986760113
Balıkesir,Adana,-0.406697442283619,-14.774021938079182
Bartın,Adana,-0.4950132622203284,-8.112912622840975
Batman,Adana,-0.05853344689916678,-2.092938092902336
Bayburt,Adana,-0.051013616567907996,-1.1878579726675464
Bilecik,Adana,-0.33668341925762024,-6.5749032233890015
Bingöl,Adana,0.170981357088502,6.047635066075612
Bitlis,Adana,-0.001993576153858151,-0.06756472116638253
Bolu,Adana,-0.30835824576535864,-7.518783558359167
Burdur,Adana,-0.17155905213910388,-4.450861520196724
Bursa,Adana,-0.2612374117390232,-14.025610100334504
Denizli,Adana,-0.2790244500432388,-9.115707232340261
Diyarbakır,Adana,0.20303279364421448,15.229798491419778
Düzce,Adana,-0.4772244561851756,-9.446739598147747
Edirne,Adana,-0.5065051534109472,-11.434384854480186
Elazığ,Adana,0.10956465931986104,5.10912659563237
Erzincan,Adana,-0.222932963813101,-5.438322741194878
Erzurum,Adana,-0.318082323218971,-12.010348862579894
Eskişehir,Adana,-0.21826734165943418,-8.195995429838607
Gaziantep,Adana,0.38763987771751124,37.044891382422946
Giresun,Adana,-0.4904576092172726,-12.371857110579601
Gümüşhane,Adana,-0.2433687123301362,-7.7064227108589805
Hakkari,Adana,-0.11719990011826295,-2.7348325770957507
Hatay,Adana,0.541790975208236,58.08148688501625
Isparta,Adana,-0.04167505569357908,-1.5258973237365934
Iğdır,Adana,-0.4859550572246016,-7.917689832361932
Kahramanmaraş,Adana,0.4374967213579347,34.25925310498223
Karabük,Adana,-0.3592004460801397,-8.487238213159072
Karaman,Adana,0.22430628196873664,7.487076731845084
Kars,Adana,-0.22434246849811035,-5.921709289532711
Kastamonu,Adana,-0.2553809599096898,-7.176531945545567
Kayseri,Adana,0.35172724830468555,26.983774721247485
Kilis,Adana,0.09266470777550884,2.3247793817158775
Kocaeli,Adana,-0.41779228468953,-19.678359838901518
Konya,Adana,0.09350114570638939,6.584079246428625
Kütahya,Adana,-0.30415346320293535,-9.093747322874389
Kırklareli,Adana,-0.3294333582858721,-7.596562633860096
Kırıkkale,Adana,-0.4794655465033017,-10.519614883631295
Kırşehir,Adana,-0.06813321835214088,-1.8883512184049953
Malatya,Adana,0.16923487889065159,8.900902825252693
Manisa,Adana,-0.43901884404197133,-15.138798322768062
Mardin,Adana,0.29874146492174225,19.181274120450258
Mersin,Adana,0.6667438145444178,116.00418186946158
Muğla,Adana,-0.04266504996429369,-1.9713101430163744
Muş,Adana,-0.2780767596146596,-7.973249772848086
Nevşehir,Adana,0.2851239254271351,10.730031901753645
Niğde,Adana,0.7459629555737777,97.43801137076261
Ordu,Adana,-0.6221970920558016,-16.055486633798495
Osmaniye,Adana,0.7551963110759742,107.56402732364279
Rize,Adana,-0.4481769950893589,-10.159085079248106
Sakarya,Adana,-0.511183202755214,-15.293625808528665
Samsun,Adana,-0.5037548953870916,-18.166642724781195
Siirt,Adana,0.11280447192688704,4.117517548993853
Sinop,Adana,-0.6852531042427676,-12.16879433920766
Sivas,Adana,-0.06557210328089079,-2.7176953114770375
Tekirdağ,Adana,-0.40037853411401475,-13.895855256412519
Tokat,Adana,-0.6389625397284047,-22.887657996858508
Trabzon,Adana,-0.40116512394343556,-12.823950270211895
Tunceli,Adana,0.004050380449355637,0.09171192582166786
Uşak,Adana,-0.35401516006006306,-7.59075618103614
Van,Adana,-0.1393791955077698,-6.859003405334941
Yalova,Adana,-0.4468280926866067,-8.913478939663742
Yozgat,Adana,-0.1975964967582079,-6.240960744433455
Zonguldak,Adana,-0.49706290350404,-13.258643336925255
Çanakkale,Adana,-0.3664303186339303,-10.562978600753551
Çankırı,Adana,-0.37300826492620803,-8.681208187734512
Çorum,Adana,-0.40108403717609553,-10.009716691965584
İstanbul,Adana,-0.2745861593938212,-47.03604751150427
İzmir,Adana,-0.12157109836180514,-9.77162364381267
Şanlıurfa,Adana,0.38556649641968116,39.331693149394816
Şırnak,Adana,0.2112233116256312,9.347650119702415
Adana,Adıyaman,0.2725886472566429,13.318770273342269
Afyonkarahisar,Adıyaman,-0.4416786391599964,-7.003729949539789
Aksaray,Adıyaman,-0.19622730570317068,-2.9760446861114764
Amasya,Adıyaman,-0.04819013287709221,-0.8005970479448566
Ankara,Adıyaman,-0.2876142243750592,-14.658693857929864
Antalya,Adıyaman,0.1003166145028852,4.677580752419239
Ardahan,Adıyaman,-0.21783249064561852,-2.1052142825594364
Artvin,Adıyaman,-0.3301946718845791,-3.576975208757958
Aydın,Adıyaman,-0.2775592199463751,-6.311878321547108
Ağrı,Adıyaman,-0.37701577356302285,-7.008883751986034
Balıkesir,Adıyaman,-0.46698548379938554,-9.343938372808102
Bartın,Adıyaman,-0.5948422807522006,-5.250000584447337
Batman,Adıyaman,-0.1601466448482937,-3.001352389918095
Bayburt,Adıyaman,-0.010383125346542246,-0.14447852874960335
Bilecik,Adıyaman,-0.41501576677500596,-4.398137431126564
Bingöl,Adıyaman,0.10304961568372466,1.935292948528603
Bitlis,Adıyaman,-0.13953458922541334,-2.3887495362239757
Bolu,Adıyaman,-0.41249797542023403,-5.3520194391549
Burdur,Adıyaman,-0.6106742600908148,-6.62010035596886
Bursa,Adıyaman,-0.45849892667402525,-12.226100352871223
Denizli,Adıyaman,-0.5659289932392542,-8.674941784413463
Diyarbakır,Adıyaman,-0.026965525762101476,-0.9016710295669005
Düzce,Adıyaman,-0.4301758110815647,-5.052738869053684
Edirne,Adıyaman,-0.6207465004311528,-7.4827739101218285
Elazığ,Adıyaman,0.4170012102389979,17.061122705981735
Erzincan,Adıyaman,0.20996200320526093,4.55461618573732
Erzurum,Adıyaman,-0.322740163528444,-6.975731764007062
Eskişehir,Adıyaman,-0.31583756170008526,-6.3075812436934795
Gaziantep,Adıyaman,0.6726776269209356,69.08131777840958
Giresun,Adıyaman,-0.5383349459045881,-7.558074671205733
Gümüşhane,Adıyaman,-0.062401050129792135,-1.3285021733076332
Hakkari,Adıyaman,-0.11456211624233542,-1.5393659723248088
Hatay,Adıyaman,0.09815377095149434,3.0709750114085734
Isparta,Adıyaman,-0.3384466280021972,-5.540303285012988
Iğdır,Adıyaman,-0.2655087096601823,-2.918045913138617
Kahramanmaraş,Adıyaman,0.5622757225728784,32.50297328450596
Karabük,Adıyaman,-0.34202824890389133,-4.702002302821933
Karaman,Adıyaman,-0.2537263460744068,-3.010187311509252
Kars,Adıyaman,-0.09768534464096805,-1.6521881693242668
Kastamonu,Adıyaman,-0.21708461227813056,-3.614690796184753
Kayseri,Adıyaman,-0.0766205023017569,-2.0331701741701926
Kilis,Adıyaman,0.32636353548812486,6.335559224994128
Kocaeli,Adıyaman,-0.5032624421958573,-12.840328706210927
Konya,Adıyaman,-0.20255267745161082,-6.1758869384071975
Kütahya,Adıyaman,-0.3297155842802548,-5.554169977664635
Kırklareli,Adıyaman,-0.2696099649649984,-3.7397573491446208
Kırıkkale,Adıyaman,-0.5914233739927938,-6.929931096914803
Kırşehir,Adıyaman,-0.3737853221278173,-4.62721494421582
Malatya,Adıyaman,0.7922519194928874,95.71855961967346
Manisa,Adıyaman,-0.45413843062795534,-8.901984543860305
Mardin,Adıyaman,-0.17257433967571753,-3.8066394846949927
Mersin,Adıyaman,0.38648532286307824,20.98009763268118
Muğla,Adıyaman,-0.3333549040323729,-6.91850002279411
Muş,Adıyaman,-0.3902598992259739,-5.909492017759301
Nevşehir,Adıyaman,-0.039193370913653165,-0.5828841753214145
Niğde,Adıyaman,-0.18779961260522082,-3.013872167932003
Ordu,Adıyaman,-0.542705901366286,-8.45910103087907
Osmaniye,Adıyaman,0.20636093033470376,5.20817950420558
Rize,Adıyaman,-0.2583119441572857,-3.8711990936290057
Sakarya,Adıyaman,-0.5106707471065773,-8.779307399266036
Samsun,Adıyaman,-0.3543337147001885,-8.149676174379845
Siirt,Adıyaman,-0.09970719608179425,-1.6867323923957396
Sinop,Adıyaman,-0.5520146595493233,-6.114810826360301
Sivas,Adıyaman,0.002925932465004794,0.0744486253688558
Tekirdağ,Adıyaman,-0.25266926588971794,-5.63100820456831
Tokat,Adıyaman,-0.4526078664938361,-10.507883215647738
Trabzon,Adıyaman,-0.43998081199300165,-7.861638060391891
Tunceli,Adıyaman,-0.21533889387000163,-2.29543575912036
Uşak,Adıyaman,-0.2615410310910022,-3.457751795509497
Van,Adıyaman,-0.41221352799549105,-9.401503264488039
Yalova,Adıyaman,-0.47871435307561444,-5.367554242669693
Yozgat,Adıyaman,-0.3534122951412892,-5.674081861469139
Zonguldak,Adıyaman,-0.5345837453540123,-7.9912131996178095
Çanakkale,Adıyaman,-0.6186332566136348,-8.648067516349753
Çankırı,Adıyaman,-0.4738442136874938,-5.901819019666617
Çorum,Adıyaman,-0.4439250575299811,-6.175537849204876
İstanbul,Adıyaman,0.0438116073014478,5.740182108665778
İzmir,Adıyaman,-0.4392002099553909,-15.799110672454793
Şanlıurfa,Adıyaman,0.5387323345139917,42.05008510292221
Şırnak,Adıyaman,0.021202870840740736,0.43438767987758403
Adana,Afyonkarahisar,-0.35330815434782303,-9.926437323047157
Adıyaman,Afyonkarahisar,-0.4710845999817077,-7.303331541147423
Aksaray,Afyonkarahisar,-0.10796390832488033,-1.8912249238345789
Amasya,Afyonkarahisar,-0.3706624076774245,-5.0377945396851125
Ankara,Afyonkarahisar,-0.016232735516563145,-1.1214519130407876
Antalya,Afyonkarahisar,0.41661644425694117,32.049710189472236
Ardahan,Afyonkarahisar,-0.17021501457660151,-1.8314247632758733
Artvin,Afyonkarahisar,-0.38801078998898036,-4.309311943634107
Aydın,Afyonkarahisar,0.23646383532212,9.625381100392241
Ağrı,Afyonkarahisar,-0.30133560715500296,-6.341414066463101
