0,1,2,3
Adıyaman,Adana,0.4242508249269359,30.522526135772527
Afyonkarahisar,Adana,-0.48974855309012727,-15.058983530546513
Aksaray,Adana,0.15951573847250064,6.509724214434999
Amasya,Adana,-0.52533374285153,-12.096239200908844
Ankara,Adana,-0.24188195563818296,-23.089846502139512
Antalya,Adana,0.0694546733352795,5.667821481905979
Ardahan,Adana,-0.673442471586496,-10.290988331040342
Artvin,Adana,-0.6844380838981498,-10.770434571000903
Aydın,Adana,-0.3693455485949195,-13.810843548112652
Ağrı,Adana,-0.32760298180159025,-11.375103528416517
Balıkesir,Adana,-0.5379698269706154,-19.092903841955163
Bartın,Adana,-0.7472445435599175,-11.000358975589075
Batman,Adana,0.004458487667045568,0.17823266476681388
Bayburt,Adana,-0.25622703091726107,-4.131891618236359
Bilecik,Adana,-0.5312868972494833,-9.621656526659434
Bingöl,Adana,0.22035814012985808,8.939286735031876
Bitlis,Adana,0.2545178731712524,13.417297610150971
Bolu,Adana,-0.3778472191714051,-8.435500400556409
Burdur,Adana,-0.338345687425888,-7.182535937083122
Bursa,Adana,-0.3979099231175942,-21.137463127161226
Denizli,Adana,-0.33830121108417804,-11.43369331313181
Diyarbakır,Adana,0.2814217264697192,25.396388594578784
Düzce,Adana,-0.4414905889891607,-8.90132945560823
Edirne,Adana,-0.6197992459109479,-13.306559154587454
Elazığ,Adana,0.23213319122428525,12.430416620768256
Erzincan,Adana,-0.3329958957475195,-8.07893676870258
Erzurum,Adana,-0.3958678910855604,-16.039734070706043
Eskişehir,Adana,-0.42912157280720425,-14.090539683796697
Gaziantep,Adana,0.400049778547184,38.057856532208305
Giresun,Adana,-0.7125923282867284,-17.84803590717993
Gümüşhane,Adana,-0.7617556401239448,-13.498316481670939
Hakkari,Adana,-0.08290175385463892,-2.081930863990248
Hatay,Adana,0.6082766218617282,86.04081693112974
Isparta,Adana,-0.3276938179319984,-9.515257983070788
Iğdır,Adana,-0.5252046084829894,-9.388198414129073
Kahramanmaraş,Adana,0.47045896118129993,44.801923187137
Karabük,Adana,-0.6874089229212609,-11.959694299250293
Karaman,Adana,-0.12190322166262736,-3.044535761598004
Kars,Adana,-0.5186291684810341,-13.07145328637695
Kastamonu,Adana,-0.5022799811388845,-12.351146413743209
Kayseri,Adana,0.30348951242380606,22.805441849557088
Kilis,Adana,0.17088431611099356,4.734682287704928
Kocaeli,Adana,-0.5213424373437334,-23.500398612481167
Konya,Adana,0.06932184158263303,5.230111475223997
Kütahya,Adana,-0.5581476841280579,-14.813111855934135
Kırklareli,Adana,-0.469067086231498,-10.347194342463709
Kırıkkale,Adana,-0.5497060075818461,-13.554861961387244
Kırşehir,Adana,-0.40741536651692684,-9.770124311216343
Malatya,Adana,0.15089699551434674,9.188415153043339
Manisa,Adana,-0.49195093358294495,-18.82804201563902
Mardin,Adana,0.682771001317166,133.18335234655655
Mersin,Adana,0.657488384089595,132.4046377698884
Muğla,Adana,-0.16446130381807053,-7.094140320239143
Muş,Adana,-0.11701683877539576,-4.5576937840284435
Nevşehir,Adana,-0.150639714113208,-4.130905206047902
Niğde,Adana,0.674971744449354,79.84558494489183
Ordu,Adana,-0.8312967299821377,-24.763774153612168
Osmaniye,Adana,0.7711339087905952,131.8396272532365
Rize,Adana,-0.6634943475289297,-14.734877996396033
Sakarya,Adana,-0.45704104115782834,-14.190360756849728
Samsun,Adana,-0.6324354825184045,-23.859679984538555
Siirt,Adana,0.32580576911718184,16.03800676752276
Sinop,Adana,-0.7027536235557453,-12.32547191669432
Sivas,Adana,-0.42229473657349875,-15.44631781089104
Tekirdağ,Adana,-0.45747254637584317,-16.51939225199442
Tokat,Adana,-0.6590603601684826,-22.685701906675604
Trabzon,Adana,-0.6919649505112024,-20.52570385915338
Tunceli,Adana,-0.10162942278884325,-2.2156450147207445
Uşak,Adana,-0.5311467654697636,-10.404583837383184
Van,Adana,-0.010170532551626043,-0.5104909163432974
Yalova,Adana,-0.7137368330808437,-12.8788433941109
Yozgat,Adana,-0.43832788125879685,-14.959298264037331
Zonguldak,Adana,-0.5774201357090564,-16.152101849737836
Çanakkale,Adana,-0.27319869740925495,-7.994011823497699
Çankırı,Adana,-0.664467350270347,-13.300553791906054
Çorum,Adana,-0.6859716518676512,-18.797864950851768
İstanbul,Adana,-0.3608240513978957,-60.414123898991704
İzmir,Adana,-0.32621512965064775,-23.494154949940892
Şanlıurfa,Adana,0.499836333344518,57.79297831328719
Şırnak,Adana,0.2404979308798126,11.045170410234805
Adana,Adıyaman,0.41413317837978514,23.706882473549694
Afyonkarahisar,Adıyaman,-0.4866690954302066,-6.937604129590813
Aksaray,Adıyaman,-0.5129532099090797,-5.380397307739404
Amasya,Adıyaman,-0.5131783247227738,-5.51098366807007
